"","PlotID","spp","status","prefire_ht_m","postfire_ht_m","diam_largest_stem_cm","year","obs"
"650","CCC011","ADFA","L"," ","0.24"," ",2022,"ARG"
"651","COL007","ADFA","L"," ","0.33"," ",2022,"ARG"
"652","COL012","ADFA","L"," ","0.79"," ",2022,"ARG"
"653","COL012","ADFA","L"," ","0.37"," ",2022,"ARG"
"654","COL013","ADFA","L"," ","0.01"," ",2021,"ARG"
"655","COL013","ADFA","L"," ","0.82"," ",2022,"ARG"
"656","COL017","ADFA","L"," ","0.3"," ",2021,"ARG"
"657","COL017","ADFA","L"," ","1.05"," ",2022,"ARG"
"658","QUA002","ADFA","L"," ","0.05"," ",2021,"ARG"
"659","QUA002","ADFA","L"," ","0.65"," ",2021,"ARG"
"660","QUA002","ADFA","L"," ","0.8"," ",2022,"ARG"
"661","QUA002","ADFA","L"," ","1.24"," ",2022,"ARG"
"662","QUA004","ADFA","L"," ","0.63"," ",2022,"ARG"
"663","QUA005","ADFA","L"," ","0.4"," ",2022,"ARG"
"664","QUA006","ADFA","L"," ","0.7"," ",2022,"ARG"
"665","QUA009","ADFA","L"," ","0.5"," ",2022,"ARG"
"666","QUA009","ADFA","L"," ","0.62"," ",2022,"ARG"
"667","QUA009","ADFA","L"," ","0.81"," ",2022,"ARG"
"668","QUA010","ADFA","L"," ","0.8"," ",2022,"ARG"
"669","QUA011","ADFA","L"," ","0.85"," ",2022,"ARG"
"670","QUA011","ADFA","L"," ","0.84"," ",2022,"ARG"
"671","QUA020","ADFA","L"," ","0.14"," ",2021,"ARG"
"672","QUA020","ADFA","L"," ","0.4"," ",2021,"ARG"
"673","QUA020","ADFA","L"," ","0.93"," ",2022,"ARG"
"674","QUA020","ADFA","L"," ","0.26"," ",2022,"ARG"
"675","QUA022","ADFA","L"," ","0.77"," ",2022,"ARG"
"676","BOB001","ERICAL","L"," ","0.27"," ",2022,"ARG"
"677","BOB001","ERICAL","L"," ","0.7"," ",2022,"ARG"
"678","BOB004","ERICAL","L"," ","0.21"," ",2022,"ARG"
"679","BOB006","ERICAL","L"," ","0.43"," ",2022,"ARG"
"680","BOB009","ERICAL","L"," ","0.8"," ",2022,"ARG"
"681","BOB009","ERICAL","L"," ","0.35"," ",2022,"ARG"
"682","BOB009","ERICAL","L"," ","0.3"," ",2022,"ARG"
"683","BOB010","ERICAL","L"," ","0.6"," ",2022,"ARG"
"684","BOB012","ERICAL","L"," ","0.51"," ",2022,"ARG"
"685","BOB012","ERICAL","L"," ","1.17"," ",2022,"ARG"
"686","BOB016","ERICAL","L"," ","0.53"," ",2022,"ARG"
"687","BOB016","ERICAL","L"," ","0.4"," ",2022,"ARG"
"688","BOB017","ERICAL","L"," ","0.6"," ",2022,"ARG"
"689","BOB018","ERICAL","L"," ","0.48"," ",2022,"ARG"
"690","CCC009","ERICAL","L"," ","0.22"," ",2022,"ARG"
"691","CCC011","ERICAL","L"," ","0.45"," ",2022,"ARG"
"692","COL012","ERICAL","L"," ","0.42"," ",2022,"ARG"
"693","COL013","ERICAL","L"," ","0.01"," ",2021,"ARG"
"694","COL013","ERICAL","L"," ","0.3"," ",2021,"ARG"
"695","COL013","ERICAL","L"," ","0.15"," ",2021,"ARG"
"696","COL013","ERICAL","L"," ","0.32"," ",2022,"ARG"
"697","COL018","ERICAL","L"," ","0.3"," ",2021,"ARG"
"698","QUA002","ERICAL","L"," ","0.31"," ",2022,"ARG"
"699","QUA015","ERICAL","L"," ","0.56"," ",2022,"ARG"
"700","BOB007","HEAR","L"," ","0.78"," ",2022,"ARG"
"701","BOB014","HEAR","L"," ","1.05"," ",2022,"ARG"
"702","BOB015","HEAR","L"," ","0.8"," ",2022,"ARG"
"703","COL013","HEAR","L"," ","0.865"," ",2022,"ARG"
"704","COL017","HEAR","L"," ","0.2"," ",2021,"ARG"
"705","BOB007","LEPCAL","L"," ","0.84"," ",2022,"ARG"
"706","BOB007","LEPCAL","L"," ","0.8"," ",2022,"ARG"
"707","BOB008","LEPCAL","L"," ","0.79"," ",2022,"ARG"
"708","BOB008","LEPCAL","L"," ","0.57"," ",2022,"ARG"
"709","BOB013","LEPCAL","L"," ","0.24"," ",2022,"ARG"
"710","BOB013","LEPCAL","L"," ","1.03"," ",2022,"ARG"
"711","BOB014","LEPCAL","L"," ","0.6"," ",2022,"ARG"
"712","BOB014","LEPCAL","L"," ","0.73"," ",2022,"ARG"
"713","BOB014","LEPCAL","L"," ","0.47"," ",2022,"ARG"
"714","BOB014","LEPCAL","L"," ","0.65"," ",2022,"ARG"
"715","BOB015","LEPCAL","L"," ","0.6"," ",2022,"ARG"
"716","BOB015","LEPCAL","L"," ","0.33"," ",2022,"ARG"
"717","BOB015","LEPCAL","L"," ","0.6"," ",2022,"ARG"
"718","BOB015","LEPCAL","L"," ","0.84"," ",2022,"ARG"
"719","BOB015","LEPCAL","L"," ","0.6"," ",2022,"ARG"
"720","BOB016","LEPCAL","L"," ","0.73"," ",2022,"ARG"
"721","BOB016","LEPCAL","L"," ","0.69"," ",2022,"ARG"
"722","BOB016","LEPCAL","L"," ","0.68"," ",2022,"ARG"
"723","BOB019","LEPCAL","L"," ","0.35"," ",2022,"ARG"
"724","COL007","LEPCAL","L"," ","0.36"," ",2022,"ARG"
"725","BOB002","MIMAUR","L"," ","0.58"," ",2022,"ARG"
"726","CCC010","MIMAUR","L"," ","0.51"," ",2022,"ARG"
"727","CCC010","MIMAUR","L"," ","0.49"," ",2022,"ARG"
"728","COL007","MIMAUR","L"," ","0.5"," ",2022,"ARG"
"729","COL017","MIMAUR","L"," ","0.5"," ",2022,"ARG"
"730","BOB014","QUEBER","L"," ","0.3"," ",2022,"ARG"
"731","COL014","QUEBER","L"," ","0.77"," ",2022,"ARG"
"732","COL014","QUEBER","L"," ","0.78"," ",2022,"ARG"
"733","COL014","QUEBER","L"," ","0.4"," ",2021,"ARG"
"734","COL014","QUEBER","L"," ","0.1"," ",2021,"ARG"
"735","COL017","QUEBER","L"," ","0.285"," ",2022,"ARG"
"736","CCC012","RHAILI","L"," ","0.8"," ",2022,"ARG"
