"","PlotID","year","spp","SEEDLING.RESPROUT","num_burn","cool.warm_slope","Lifeform","Native_nonnative","fac.obl","plotid_time","species_type","n_species","n_species_native.non","n_species_lifeform"
"865","QUA022",2021,"CALBRE","",1,"cool","FB","native","","QUA022 1 cool 2021","CALBRE_",80,52,54
"866","QUA022",2021,"CALBRE","",1,"cool","FB","native","","QUA022 1 cool 2021","CALBRE_",80,52,54
"867","QUA022",2022,"CALBRE","",1,"cool","FB","native","","QUA022 1 cool 2022","CALBRE_",94,44,66
"868","QUA022",2022,"CALBRE","",1,"cool","FB","native","","QUA022 1 cool 2022","CALBRE_",94,44,66
"869","BOB002",2022,"CALMEN","",5,"cool","FB","native","","BOB002 5 cool 2022","CALMEN_",42,29,34
"870","QUA004",2021,"CALMEN","",1,"warm","FB","native","","QUA004 1 warm 2021","CALMEN_",28,21,19
"871","BOB007",2021,"CALPUR","",3,"cool","FB","native","","BOB007 3 cool 2021","CALPUR_",50,34,36
"872","BOB007",2022,"CALPUR","",3,"cool","FB","native","","BOB007 3 cool 2022","CALPUR_",51,35,38
"873","BOB008",2021,"CALPUR","",3,"cool","FB","native","","BOB008 3 cool 2021","CALPUR_",37,25,24
"874","BOB008",2022,"CALPUR","",3,"cool","FB","native","","BOB008 3 cool 2022","CALPUR_",45,33,31
"875","CCC001",2021,"CALPUR","",1,"cool","FB","native","","CCC001 1 cool 2021","CALPUR_",41,34,27
"876","CCC001",2021,"CALPUR","",1,"cool","FB","native","","CCC001 1 cool 2021","CALPUR_",41,34,27
"877","CCC002",2021,"CALPUR","",1,"cool","FB","native","","CCC002 1 cool 2021","CALPUR_",41,34,26
"878","CCC002",2022,"CALPUR","",1,"cool","FB","native","","CCC002 1 cool 2022","CALPUR_",53,39,41
"879","CCC004",2021,"CALPUR","",1,"cool","FB","native","","CCC004 1 cool 2021","CALPUR_",42,34,27
"880","CCC004",2022,"CALPUR","",1,"cool","FB","native","","CCC004 1 cool 2022","CALPUR_",49,36,34
"881","CCC010",2021,"CALPUR","",7,"cool","FB","native","","CCC010 7 cool 2021","CALPUR_",55,43,37
"882","CCC012",2021,"CALPUR","",7,"cool","FB","native","","CCC012 7 cool 2021","CALPUR_",52,41,38
"883","CCC012",2022,"CALPUR","",7,"cool","FB","native","","CCC012 7 cool 2022","CALPUR_",36,25,29
"884","COL007",2021,"CALPUR","",3,"warm","FB","native","","COL007 3 warm 2021","CALPUR_",45,33,31
"885","COL007",2022,"CALPUR","",3,"warm","FB","native","","COL007 3 warm 2022","CALPUR_",41,32,26
"886","COL012",2021,"CALPUR","",3,"cool","FB","native","","COL012 3 cool 2021","CALPUR_",47,35,37
"887","COL012",2022,"CALPUR","",3,"cool","FB","native","","COL012 3 cool 2022","CALPUR_",43,34,31
"888","COL013",2021,"CALPUR","",3,"warm","FB","native","","COL013 3 warm 2021","CALPUR_",41,29,27
"889","COL013",2022,"CALPUR","",3,"warm","FB","native","","COL013 3 warm 2022","CALPUR_",40,28,25
"890","COL014",2021,"CALPUR","",3,"cool","FB","native","","COL014 3 cool 2021","CALPUR_",50,34,36
"891","COL014",2022,"CALPUR","",3,"cool","FB","native","","COL014 3 cool 2022","CALPUR_",52,33,38
"892","COL017",2021,"CALPUR","",3,"cool","FB","native","","COL017 3 cool 2021","CALPUR_",49,36,32
"893","COL017",2022,"CALPUR","",3,"cool","FB","native","","COL017 3 cool 2022","CALPUR_",52,38,35
"894","COL018",2021,"CALPUR","",3,"warm","FB","native","","COL018 3 warm 2021","CALPUR_",28,18,20
"895","COL018",2022,"CALPUR","",3,"warm","FB","native","","COL018 3 warm 2022","CALPUR_",27,18,15
"896","QUA001",2021,"CALPUR","",2,"warm","FB","native","","QUA001 2 warm 2021","CALPUR_",26,17,17
"897","QUA002",2021,"CALPUR","",2,"warm","FB","native","","QUA002 2 warm 2021","CALPUR_",27,23,18
"898","QUA002",2022,"CALPUR","",2,"warm","FB","native","","QUA002 2 warm 2022","CALPUR_",24,14,14
"899","QUA003",2021,"CALPUR","",2,"warm","FB","native","","QUA003 2 warm 2021","CALPUR_",24,16,17
"900","QUA003",2022,"CALPUR","",2,"warm","FB","native","","QUA003 2 warm 2022","CALPUR_",25,17,20
"901","QUA004",2021,"CALPUR","",1,"warm","FB","native","","QUA004 1 warm 2021","CALPUR_",28,21,19
"902","QUA004",2022,"CALPUR","",1,"warm","FB","native","","QUA004 1 warm 2022","CALPUR_",38,24,28
"903","QUA008",2021,"CALPUR","",1,"warm","FB","native","","QUA008 1 warm 2021","CALPUR_",25,18,18
"904","QUA008",2022,"CALPUR","",1,"warm","FB","native","","QUA008 1 warm 2022","CALPUR_",34,23,24
"905","QUA009",2021,"CALPUR","",1,"warm","FB","native","","QUA009 1 warm 2021","CALPUR_",21,13,15
"906","QUA009",2022,"CALPUR","",1,"warm","FB","native","","QUA009 1 warm 2022","CALPUR_",18,11,13
"907","QUA010",2021,"CALPUR","",2,"cool","FB","native","","QUA010 2 cool 2021","CALPUR_",27,17,17
"908","QUA010",2022,"CALPUR","",2,"cool","FB","native","","QUA010 2 cool 2022","CALPUR_",23,15,16
"909","QUA011",2021,"CALPUR","",1,"warm","FB","native","","QUA011 1 warm 2021","CALPUR_",24,17,17
"910","QUA011",2022,"CALPUR","",1,"warm","FB","native","","QUA011 1 warm 2022","CALPUR_",32,21,24
"911","QUA015",2021,"CALPUR","",1,"cool","FB","native","","QUA015 1 cool 2021","CALPUR_",44,30,30
"912","QUA015",2022,"CALPUR","",1,"cool","FB","native","","QUA015 1 cool 2022","CALPUR_",41,28,25
"913","QUA016",2021,"CALPUR","",1,"cool","FB","native","","QUA016 1 cool 2021","CALPUR_",48,35,33
"914","QUA016",2022,"CALPUR","",1,"cool","FB","native","","QUA016 1 cool 2022","CALPUR_",50,32,36
"915","QUA020",2021,"CALPUR","",1,"cool","FB","native","","QUA020 1 cool 2021","CALPUR_",39,27,28
"916","QUA020",2022,"CALPUR","",1,"cool","FB","native","","QUA020 1 cool 2022","CALPUR_",47,31,33
"917","QUA021",2021,"CALPUR","",1,"cool","FB","native","","QUA021 1 cool 2021","CALPUR_",31,24,23
"918","QUA021",2022,"CALPUR","",1,"cool","FB","native","","QUA021 1 cool 2022","CALPUR_",45,30,33
"919","QUA022",2021,"CALPUR","",1,"cool","FB","native","","QUA022 1 cool 2021","CALPUR_",80,52,54
"920","QUA022",2021,"CALPUR","",1,"cool","FB","native","","QUA022 1 cool 2021","CALPUR_",80,52,54
"921","QUA022",2022,"CALPUR","",1,"cool","FB","native","","QUA022 1 cool 2022","CALPUR_",94,44,66
"922","QUA022",2022,"CALPUR","",1,"cool","FB","native","","QUA022 1 cool 2022","CALPUR_",94,44,66
"923","QUA024",2022,"CALPUR","",2,"cool","FB","native","","QUA024 2 cool 2022","CALPUR_",47,32,36
"924","QUA025",2022,"CALPUR","",2,"cool","FB","native","","QUA025 2 cool 2022","CALPUR_",28,18,17
"925","CCC008",2021,"CALSPL","",7,"warm","FB","native","","CCC008 7 warm 2021","CALSPL_",41,32,30
"926","CCC008",2022,"CALSPL","",7,"warm","FB","native","","CCC008 7 warm 2022","CALSPL_",46,35,33
"927","CCC009",2021,"CALSPL","",7,"warm","FB","native","","CCC009 7 warm 2021","CALSPL_",29,22,23
"928","CCC009",2022,"CALSPL","",7,"warm","FB","native","","CCC009 7 warm 2022","CALSPL_",34,24,27
"929","CCC004",2022,"CAMINT","",1,"cool","FB","native","","CCC004 1 cool 2022","CAMINT_",49,36,34
"930","CCC005",2022,"CAMINT","",1,"warm","FB","native","","CCC005 1 warm 2022","CAMINT_",43,28,32
"931","CCC006",2021,"CAMINT","",1,"warm","FB","native","","CCC006 1 warm 2021","CAMINT_",14,13,7
"932","CCC006",2022,"CAMINT","",1,"warm","FB","native","","CCC006 1 warm 2022","CAMINT_",28,18,20
"933","CCC009",2021,"CAMINT","",7,"warm","FB","native","","CCC009 7 warm 2021","CAMINT_",29,22,23
"934","CCC001",2022,"GITSPE","",1,"cool","FB","native","","CCC001 1 cool 2022","GITSPE_",58,41,43
"935","CCC002",2022,"GITSPE","",1,"cool","FB","native","","CCC002 1 cool 2022","GITSPE_",53,39,41
"936","BOB008",2022,"CAROLI","",3,"cool","FB","native","","BOB008 3 cool 2022","CAROLI_",45,33,31
"937","BOB016",2021,"CAROLI","",4,"cool","FB","native","","BOB016 4 cool 2021","CAROLI_",60,42,43
"938","BOB019",2021,"CAROLI","",5,"cool","FB","native","","BOB019 5 cool 2021","CAROLI_",48,30,33
"939","CCC001",2022,"CAROLI","",1,"cool","FB","native","","CCC001 1 cool 2022","CAROLI_",58,41,43
"940","CCC001",2022,"CAROLI","",1,"cool","FB","native","","CCC001 1 cool 2022","CAROLI_",58,41,43
"941","CCC002",2022,"CAROLI","",1,"cool","FB","native","","CCC002 1 cool 2022","CAROLI_",53,39,41
"942","CCC012",2022,"CAROLI","",7,"cool","FB","native","","CCC012 7 cool 2022","CAROLI_",36,25,29
"943","COL014",2021,"CAROLI","",3,"cool","FB","native","","COL014 3 cool 2021","CAROLI_",50,34,36
"944","COL014",2022,"CAROLI","",3,"cool","FB","native","","COL014 3 cool 2022","CAROLI_",52,33,38
"945","QUA004",2021,"CAROLI","",1,"warm","FB","native","","QUA004 1 warm 2021","CAROLI_",28,21,19
"946","QUA004",2022,"CAROLI","",1,"warm","FB","native","","QUA004 1 warm 2022","CAROLI_",38,24,28
"947","QUA005",2021,"CAROLI","",1,"warm","FB","native","","QUA005 1 warm 2021","CAROLI_",26,20,18
"948","QUA016",2021,"CAROLI","",1,"cool","FB","native","","QUA016 1 cool 2021","CAROLI_",48,35,33
"949","QUA016",2022,"CAROLI","",1,"cool","FB","native","","QUA016 1 cool 2022","CAROLI_",50,32,36
"950","QUA020",2021,"CAROLI","",1,"cool","FB","native","","QUA020 1 cool 2021","CAROLI_",39,27,28
"951","QUA020",2022,"CAROLI","",1,"cool","FB","native","","QUA020 1 cool 2022","CAROLI_",47,31,33
"952","QUA021",2021,"CAROLI","",1,"cool","FB","native","","QUA021 1 cool 2021","CAROLI_",31,24,23
"953","QUA021",2022,"CAROLI","",1,"cool","FB","native","","QUA021 1 cool 2022","CAROLI_",45,30,33
"954","QUA024",2022,"CAROLI","",2,"cool","FB","native","","QUA024 2 cool 2022","CAROLI_",47,32,36
"955","BOB001",2021,"CARPYC","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2021","CARPYC_",26,7,18
"956","BOB001",2022,"CARPYC","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2022","CARPYC_",25,8,19
"957","BOB002",2021,"CARPYC","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2021","CARPYC_",39,9,30
"958","BOB002",2022,"CARPYC","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2022","CARPYC_",42,7,34
"959","BOB007",2021,"CARPYC","",3,"cool","FB","invasive non-native","","BOB007 3 cool 2021","CARPYC_",50,7,36
"960","BOB007",2022,"CARPYC","",3,"cool","FB","invasive non-native","","BOB007 3 cool 2022","CARPYC_",51,8,38
"961","BOB008",2021,"CARPYC","",3,"cool","FB","invasive non-native","","BOB008 3 cool 2021","CARPYC_",37,4,24
"962","BOB008",2022,"CARPYC","",3,"cool","FB","invasive non-native","","BOB008 3 cool 2022","CARPYC_",45,4,31
"963","BOB009",2021,"CARPYC","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2021","CARPYC_",34,9,26
"964","BOB013",2022,"CARPYC","",4,"cool","FB","invasive non-native","","BOB013 4 cool 2022","CARPYC_",52,5,41
"965","BOB014",2021,"CARPYC","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2021","CARPYC_",48,6,31
"966","BOB014",2022,"CARPYC","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2022","CARPYC_",44,6,31
"967","BOB015",2021,"CARPYC","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2021","CARPYC_",54,7,37
"968","BOB015",2022,"CARPYC","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2022","CARPYC_",42,10,28
"969","BOB016",2021,"CARPYC","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2021","CARPYC_",60,8,43
"970","BOB016",2022,"CARPYC","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2022","CARPYC_",41,6,27
"971","BOB018",2021,"CARPYC","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2021","CARPYC_",27,7,20
"972","BOB019",2021,"CARPYC","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2021","CARPYC_",48,10,33
"973","BOB019",2022,"CARPYC","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2022","CARPYC_",43,10,31
"974","CCC006",2022,"CARPYC","",1,"warm","FB","invasive non-native","","CCC006 1 warm 2022","CARPYC_",28,6,20
"975","COL013",2022,"CARPYC","",3,"warm","FB","invasive non-native","","COL013 3 warm 2022","CARPYC_",40,7,25
"976","QUA005",2021,"CARPYC","",1,"warm","FB","invasive non-native","","QUA005 1 warm 2021","CARPYC_",26,4,18
"977","QUA005",2022,"CARPYC","",1,"warm","FB","invasive non-native","","QUA005 1 warm 2022","CARPYC_",29,4,22
"978","QUA006",2022,"CARPYC","",1,"warm","FB","invasive non-native","","QUA006 1 warm 2022","CARPYC_",37,9,25
"979","QUA016",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA016 1 cool 2022","CARPYC_",50,7,36
"980","QUA021",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA021 1 cool 2022","CARPYC_",45,4,33
"981","QUA022",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","CARPYC_",94,22,66
"982","QUA022",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","CARPYC_",94,22,66
"983","QUA022",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","CARPYC_",94,22,66
"984","QUA022",2022,"CARPYC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","CARPYC_",94,22,66
"985","BOB003",2022,"GITSPE","",5,"cool","FB","native","","BOB003 5 cool 2022","GITSPE_",38,25,29
"986","BOB003",2021,"CASAFF","",5,"cool","FB","native","","BOB003 5 cool 2021","CASAFF_",34,23,25
"987","CCC010",2021,"CASAFF","",7,"cool","FB","native","","CCC010 7 cool 2021","CASAFF_",55,43,37
"988","CCC010",2022,"CASAFF","",7,"cool","FB","native","","CCC010 7 cool 2022","CASAFF_",51,36,36
"989","CCC011",2022,"CASAFF","",7,"cool","FB","native","","CCC011 7 cool 2022","CASAFF_",49,40,36
"990","COL007",2021,"CASAFF","",3,"warm","FB","native","","COL007 3 warm 2021","CASAFF_",45,33,31
"991","COL012",2021,"CASAFF","",3,"cool","FB","native","","COL012 3 cool 2021","CASAFF_",47,35,37
"992","QUA002",2021,"CASAFF","",2,"warm","FB","native","","QUA002 2 warm 2021","CASAFF_",27,23,18
"993","BOB001",2022,"CASATT","",5,"cool","FB","native","","BOB001 5 cool 2022","CASATT_",25,16,19
"994","BOB019",2022,"CASATT","",5,"cool","FB","native","","BOB019 5 cool 2022","CASATT_",43,25,31
"995","BOB004",2022,"CASFOL","",5,"warm","FB","native","","BOB004 5 warm 2022","CASFOL_",25,15,19
"996","CCC009",2022,"CASFOL","",7,"warm","FB","native","","CCC009 7 warm 2022","CASFOL_",34,24,27
"997","CCC010",2022,"CASFOL","",7,"cool","FB","native","","CCC010 7 cool 2022","CASFOL_",51,36,36
"998","COL013",2021,"CASFOL","",3,"warm","FB","native","","COL013 3 warm 2021","CASFOL_",41,29,27
"999","COL017",2022,"CASFOL","",3,"cool","FB","native","","COL017 3 cool 2022","CASFOL_",52,38,35
"1000","CCC008",2021,"CAULAS","",7,"warm","FB","native","","CCC008 7 warm 2021","CAULAS_",41,32,30
"1001","CCC009",2021,"CAULAS","",7,"warm","FB","native","","CCC009 7 warm 2021","CAULAS_",29,22,23
"1002","CCC010",2021,"CAULAS","",7,"cool","FB","native","","CCC010 7 cool 2021","CAULAS_",55,43,37
"1003","CCC011",2021,"CAULAS","",7,"cool","FB","native","","CCC011 7 cool 2021","CAULAS_",50,40,38
"1004","CCC012",2021,"CAULAS","",7,"cool","FB","native","","CCC012 7 cool 2021","CAULAS_",52,41,38
"1005","BOB014",2021,"CEACUN","SEEDLING",4,"cool","SH","native","OBL-S","BOB014 4 cool 2021","CEACUN_SEEDLING",48,32,10
"1006","CCC001",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","CCC001 1 cool 2021","CEACUN_SEEDLING",41,34,8
"1007","CCC003",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC003 1 warm 2021","CEACUN_SEEDLING",18,16,5
"1008","CCC003",2022,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC003 1 warm 2022","CEACUN_SEEDLING",32,17,6
"1009","CCC005",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC005 1 warm 2021","CEACUN_SEEDLING",28,23,6
"1010","CCC005",2022,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC005 1 warm 2022","CEACUN_SEEDLING",43,28,6
"1011","CCC006",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC006 1 warm 2021","CEACUN_SEEDLING",14,13,6
"1012","CCC006",2022,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","CCC006 1 warm 2022","CEACUN_SEEDLING",28,18,5
"1013","CCC011",2021,"CEACUN","SEEDLING",7,"cool","SH","native","OBL-S","CCC011 7 cool 2021","CEACUN_SEEDLING",50,40,7
"1014","QUA004",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","QUA004 1 warm 2021","CEACUN_SEEDLING",28,21,5
"1015","QUA004",2022,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","QUA004 1 warm 2022","CEACUN_SEEDLING",38,24,5
"1016","QUA009",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","QUA009 1 warm 2021","CEACUN_SEEDLING",21,13,4
"1017","QUA011",2022,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","QUA011 1 warm 2022","CEACUN_SEEDLING",32,21,6
"1018","QUA011",2021,"CEACUN","SEEDLING",1,"warm","SH","native","OBL-S","QUA011 1 warm 2021","CEACUN_SEEDLING",24,17,6
"1019","QUA015",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA015 1 cool 2021","CEACUN_SEEDLING",44,30,8
"1020","QUA015",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA015 1 cool 2022","CEACUN_SEEDLING",41,28,10
"1021","QUA016",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA016 1 cool 2022","CEACUN_SEEDLING",50,32,8
"1022","QUA016",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA016 1 cool 2021","CEACUN_SEEDLING",48,35,8
"1023","QUA020",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA020 1 cool 2021","CEACUN_SEEDLING",39,27,8
"1024","QUA020",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA020 1 cool 2022","CEACUN_SEEDLING",47,31,8
"1025","QUA020",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA020 1 cool 2022","CEACUN_SEEDLING",47,31,8
"1026","QUA021",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA021 1 cool 2021","CEACUN_SEEDLING",31,24,5
"1027","QUA021",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA021 1 cool 2022","CEACUN_SEEDLING",45,30,6
"1028","QUA022",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2021","CEACUN_SEEDLING",80,52,12
"1029","QUA022",2021,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2021","CEACUN_SEEDLING",80,52,12
"1030","QUA022",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2022","CEACUN_SEEDLING",94,44,8
"1031","QUA022",2022,"CEACUN","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2022","CEACUN_SEEDLING",94,44,8
"1032","QUA024",2022,"CEACUN","SEEDLING",2,"cool","SH","native","OBL-S","QUA024 2 cool 2022","CEACUN_SEEDLING",47,32,7
"1033","CCC001",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","CCC001 1 cool 2021","CEAOLI_SEEDLING",41,34,8
"1034","CCC004",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","CCC004 1 cool 2021","CEAOLI_SEEDLING",42,34,7
"1035","QUA006",2022,"CEAOLI","SEEDLING",1,"warm","SH","native","OBL-S","QUA006 1 warm 2022","CEAOLI_SEEDLING",37,23,7
"1036","QUA015",2022,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA015 1 cool 2022","CEAOLI_SEEDLING",41,28,10
"1037","QUA015",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA015 1 cool 2021","CEAOLI_SEEDLING",44,30,8
"1038","QUA016",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA016 1 cool 2021","CEAOLI_SEEDLING",48,35,8
"1039","QUA016",2022,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA016 1 cool 2022","CEAOLI_SEEDLING",50,32,8
"1040","QUA022",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2021","CEAOLI_SEEDLING",80,52,12
"1041","QUA022",2021,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2021","CEAOLI_SEEDLING",80,52,12
"1042","QUA022",2022,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2022","CEAOLI_SEEDLING",94,44,8
"1043","QUA022",2022,"CEAOLI","SEEDLING",1,"cool","SH","native","OBL-S","QUA022 1 cool 2022","CEAOLI_SEEDLING",94,44,8
"1044","BOB001",2021,"CENMEL","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2021","CENMEL_",26,7,18
"1045","BOB001",2022,"CENMEL","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2022","CENMEL_",25,8,19
"1046","BOB002",2021,"CENMEL","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2021","CENMEL_",39,9,30
"1047","BOB002",2022,"CENMEL","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2022","CENMEL_",42,7,34
"1048","BOB003",2021,"CENMEL","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2021","CENMEL_",34,6,25
"1049","BOB003",2022,"CENMEL","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2022","CENMEL_",38,7,29
"1050","BOB004",2021,"CENMEL","",5,"warm","FB","invasive non-native","","BOB004 5 warm 2021","CENMEL_",25,5,18
"1051","BOB004",2022,"CENMEL","",5,"warm","FB","invasive non-native","","BOB004 5 warm 2022","CENMEL_",25,5,19
"1052","BOB005",2021,"CENMEL","",5,"warm","FB","invasive non-native","","BOB005 5 warm 2021","CENMEL_",16,5,10
"1053","BOB005",2022,"CENMEL","",5,"warm","FB","invasive non-native","","BOB005 5 warm 2022","CENMEL_",17,6,11
"1054","BOB006",2021,"CENMEL","",5,"warm","FB","invasive non-native","","BOB006 5 warm 2021","CENMEL_",23,7,15
"1055","BOB006",2022,"CENMEL","",5,"warm","FB","invasive non-native","","BOB006 5 warm 2022","CENMEL_",20,6,13
"1056","BOB007",2021,"CENMEL","",3,"cool","FB","invasive non-native","","BOB007 3 cool 2021","CENMEL_",50,7,36
"1057","BOB007",2022,"CENMEL","",3,"cool","FB","invasive non-native","","BOB007 3 cool 2022","CENMEL_",51,8,38
"1058","BOB008",2021,"CENMEL","",3,"cool","FB","invasive non-native","","BOB008 3 cool 2021","CENMEL_",37,4,24
"1059","BOB008",2022,"CENMEL","",3,"cool","FB","invasive non-native","","BOB008 3 cool 2022","CENMEL_",45,4,31
"1060","BOB009",2021,"CENMEL","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2021","CENMEL_",34,9,26
"1061","BOB009",2022,"CENMEL","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2022","CENMEL_",24,7,16
"1062","BOB010",2021,"CENMEL","",3,"warm","FB","invasive non-native","","BOB010 3 warm 2021","CENMEL_",27,7,16
"1063","BOB010",2022,"CENMEL","",3,"warm","FB","invasive non-native","","BOB010 3 warm 2022","CENMEL_",23,7,12
"1064","BOB011",2021,"CENMEL","",4,"warm","FB","invasive non-native","","BOB011 4 warm 2021","CENMEL_",26,7,20
"1065","BOB011",2022,"CENMEL","",4,"warm","FB","invasive non-native","","BOB011 4 warm 2022","CENMEL_",20,6,16
"1066","BOB012",2021,"CENMEL","",4,"warm","FB","invasive non-native","","BOB012 4 warm 2021","CENMEL_",35,8,24
"1067","BOB012",2022,"CENMEL","",4,"warm","FB","invasive non-native","","BOB012 4 warm 2022","CENMEL_",30,6,21
"1068","BOB013",2021,"CENMEL","",4,"cool","FB","invasive non-native","","BOB013 4 cool 2021","CENMEL_",51,7,36
"1069","BOB013",2022,"CENMEL","",4,"cool","FB","invasive non-native","","BOB013 4 cool 2022","CENMEL_",52,5,41
"1070","BOB014",2021,"CENMEL","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2021","CENMEL_",48,6,31
"1071","BOB014",2022,"CENMEL","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2022","CENMEL_",44,6,31
"1072","BOB015",2021,"CENMEL","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2021","CENMEL_",54,7,37
"1073","BOB015",2022,"CENMEL","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2022","CENMEL_",42,10,28
"1074","BOB016",2021,"CENMEL","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2021","CENMEL_",60,8,43
"1075","BOB016",2022,"CENMEL","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2022","CENMEL_",41,6,27
"1076","BOB017",2021,"CENMEL","",4,"warm","FB","invasive non-native","","BOB017 4 warm 2021","CENMEL_",38,5,28
"1077","BOB017",2022,"CENMEL","",4,"warm","FB","invasive non-native","","BOB017 4 warm 2022","CENMEL_",24,5,15
"1078","BOB018",2021,"CENMEL","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2021","CENMEL_",27,7,20
"1079","BOB018",2022,"CENMEL","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2022","CENMEL_",24,6,15
"1080","BOB019",2021,"CENMEL","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2021","CENMEL_",48,10,33
"1081","BOB019",2022,"CENMEL","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2022","CENMEL_",43,10,31
"1082","CCC003",2022,"CENMEL","",1,"warm","FB","invasive non-native","","CCC003 1 warm 2022","CENMEL_",32,6,19
"1083","CCC005",2021,"CENMEL","",1,"warm","FB","invasive non-native","","CCC005 1 warm 2021","CENMEL_",28,1,20
"1084","CCC005",2022,"CENMEL","",1,"warm","FB","invasive non-native","","CCC005 1 warm 2022","CENMEL_",43,8,32
"1085","CCC006",2022,"CENMEL","",1,"warm","FB","invasive non-native","","CCC006 1 warm 2022","CENMEL_",28,6,20
"1086","CCC007",2021,"CENMEL","",7,"warm","FB","invasive non-native","","CCC007 7 warm 2021","CENMEL_",40,6,29
"1087","CCC007",2022,"CENMEL","",7,"warm","FB","invasive non-native","","CCC007 7 warm 2022","CENMEL_",41,6,29
"1088","CCC008",2021,"CENMEL","",7,"warm","FB","invasive non-native","","CCC008 7 warm 2021","CENMEL_",41,5,30
