"","PlotID","year","spp","SEEDLING.RESPROUT","num_burn","cool.warm_slope","Lifeform","Native_nonnative","fac.obl","plotid_time","species_type","n_species","n_species_native.non","n_species_lifeform"
"1732","CCC011",2022,"ERICAL","RESPROUT",7,"cool","SH","native","FAC","CCC011 7 cool 2022","ERICAL_RESPROUT",49,40,8
"1733","CCC011",2022,"ERICAL","SEEDLING",7,"cool","SH","native","FAC","CCC011 7 cool 2022","ERICAL_SEEDLING",49,40,8
"1734","CCC012",2021,"ERICAL","",7,"cool","SH","native","FAC","CCC012 7 cool 2021","ERICAL_",52,41,5
"1735","COL007",2021,"ERICAL","SEEDLING",3,"warm","SH","native","FAC","COL007 3 warm 2021","ERICAL_SEEDLING",45,33,7
"1736","COL007",2022,"ERICAL","SEEDLING",3,"warm","SH","native","FAC","COL007 3 warm 2022","ERICAL_SEEDLING",41,32,9
"1737","COL012",2021,"ERICAL","RESPROUT",3,"cool","SH","native","FAC","COL012 3 cool 2021","ERICAL_RESPROUT",47,35,6
"1738","COL012",2021,"ERICAL","SEEDLING",3,"cool","SH","native","FAC","COL012 3 cool 2021","ERICAL_SEEDLING",47,35,6
"1739","COL012",2022,"ERICAL","RESPROUT",3,"cool","SH","native","FAC","COL012 3 cool 2022","ERICAL_RESPROUT",43,34,7
"1740","COL012",2022,"ERICAL","SEEDLING",3,"cool","SH","native","FAC","COL012 3 cool 2022","ERICAL_SEEDLING",43,34,7
"1741","COL013",2021,"ERICAL","SEEDLING",3,"warm","SH","native","FAC","COL013 3 warm 2021","ERICAL_SEEDLING",41,29,6
"1742","COL013",2021,"ERICAL","RESPROUT",3,"warm","SH","native","FAC","COL013 3 warm 2021","ERICAL_RESPROUT",41,29,6
"1743","COL013",2022,"ERICAL","RESPROUT",3,"warm","SH","native","FAC","COL013 3 warm 2022","ERICAL_RESPROUT",40,28,8
"1744","COL013",2022,"ERICAL","SEEDLING",3,"warm","SH","native","FAC","COL013 3 warm 2022","ERICAL_SEEDLING",40,28,8
"1745","COL017",2022,"ERICAL","RESPROUT",3,"cool","SH","native","FAC","COL017 3 cool 2022","ERICAL_RESPROUT",52,38,8
"1746","COL017",2022,"ERICAL","SEEDLING",3,"cool","SH","native","FAC","COL017 3 cool 2022","ERICAL_SEEDLING",52,38,8
"1747","COL018",2021,"ERICAL","resprout",3,"warm","SH","native","FAC","COL018 3 warm 2021","ERICAL_resprout",28,18,4
"1748","COL018",2021,"ERICAL","seedling",3,"warm","SH","native","FAC","COL018 3 warm 2021","ERICAL_seedling",28,18,4
"1749","COL018",2022,"ERICAL","SEEDLING",3,"warm","SH","native","FAC","COL018 3 warm 2022","ERICAL_SEEDLING",27,18,5
"1750","COL018",2022,"ERICAL","RESPROUT",3,"warm","SH","native","FAC","COL018 3 warm 2022","ERICAL_RESPROUT",27,18,5
"1751","QUA002",2021,"ERICAL","SEEDLING",2,"warm","SH","native","FAC","QUA002 2 warm 2021","ERICAL_SEEDLING",27,23,7
"1752","QUA002",2021,"ERICAL","RESPROUT",2,"warm","SH","native","FAC","QUA002 2 warm 2021","ERICAL_RESPROUT",27,23,7
"1753","QUA002",2022,"ERICAL","RESPROUT",2,"warm","SH","native","FAC","QUA002 2 warm 2022","ERICAL_RESPROUT",24,14,6
"1754","QUA002",2022,"ERICAL","SEEDLING",2,"warm","SH","native","FAC","QUA002 2 warm 2022","ERICAL_SEEDLING",24,14,6
"1755","QUA003",2022,"ERICAL","SEEDLING",2,"warm","SH","native","FAC","QUA003 2 warm 2022","ERICAL_SEEDLING",25,17,4
"1756","QUA003",2022,"ERICAL","RESPROUT",2,"warm","SH","native","FAC","QUA003 2 warm 2022","ERICAL_RESPROUT",25,17,4
"1757","QUA005",2021,"ERICAL","SEEDLING",1,"warm","SH","native","FAC","QUA005 1 warm 2021","ERICAL_SEEDLING",26,20,7
"1758","QUA005",2022,"ERICAL","SEEDLING",1,"warm","SH","native","FAC","QUA005 1 warm 2022","ERICAL_SEEDLING",29,21,5
"1759","QUA010",2021,"ERICAL","SEEDLING",2,"cool","SH","native","FAC","QUA010 2 cool 2021","ERICAL_SEEDLING",27,17,6
"1760","QUA015",2021,"ERICAL","",1,"cool","SH","native","FAC","QUA015 1 cool 2021","ERICAL_",44,30,8
"1761","QUA015",2022,"ERICAL","SEEDLING",1,"cool","SH","native","FAC","QUA015 1 cool 2022","ERICAL_SEEDLING",41,28,10
"1762","QUA015",2022,"ERICAL","RESPROUT",1,"cool","SH","native","FAC","QUA015 1 cool 2022","ERICAL_RESPROUT",41,28,10
"1763","COL007",2022,"ERIDAS","",3,"warm","FB","native","","COL007 3 warm 2022","ERIDAS_",41,32,26
"1764","COL018",2022,"ERIDAS","",3,"warm","FB","native","","COL018 3 warm 2022","ERIDAS_",27,18,15
"1765","BOB002",2022,"ERILAN","",5,"cool","FB","native","","BOB002 5 cool 2022","ERILAN_",42,29,34
"1766","BOB004",2021,"ERILAN","",5,"warm","FB","native","","BOB004 5 warm 2021","ERILAN_",25,14,18
"1767","BOB004",2022,"ERILAN","",5,"warm","FB","native","","BOB004 5 warm 2022","ERILAN_",25,15,19
"1768","BOB012",2021,"ERILAN","",4,"warm","FB","native","","BOB012 4 warm 2021","ERILAN_",35,25,24
"1769","BOB013",2022,"ERILAN","",4,"cool","FB","native","","BOB013 4 cool 2022","ERILAN_",52,40,41
"1770","BOB017",2021,"ERILAN","",4,"warm","FB","native","","BOB017 4 warm 2021","ERILAN_",38,26,28
"1771","BOB018",2021,"ERILAN","",3,"warm","FB","native","","BOB018 3 warm 2021","ERILAN_",27,14,20
"1772","BOB018",2022,"ERILAN","",3,"warm","FB","native","","BOB018 3 warm 2022","ERILAN_",24,15,15
"1773","CCC005",2021,"ERILAN","",1,"warm","FB","native","","CCC005 1 warm 2021","ERILAN_",28,23,20
"1774","CCC007",2022,"ERILAN","",7,"warm","FB","native","","CCC007 7 warm 2022","ERILAN_",41,32,29
"1775","CCC008",2021,"ERILAN","",7,"warm","FB","native","","CCC008 7 warm 2021","ERILAN_",41,32,30
"1776","CCC008",2022,"ERILAN","",7,"warm","FB","native","","CCC008 7 warm 2022","ERILAN_",46,35,33
"1777","CCC009",2021,"ERILAN","",7,"warm","FB","native","","CCC009 7 warm 2021","ERILAN_",29,22,23
"1778","CCC009",2022,"ERILAN","",7,"warm","FB","native","","CCC009 7 warm 2022","ERILAN_",34,24,27
"1779","CCC010",2021,"ERILAN","",7,"cool","FB","native","","CCC010 7 cool 2021","ERILAN_",55,43,37
"1780","CCC010",2022,"ERILAN","",7,"cool","FB","native","","CCC010 7 cool 2022","ERILAN_",51,36,36
"1781","CCC011",2021,"ERILAN","",7,"cool","FB","native","","CCC011 7 cool 2021","ERILAN_",50,40,38
"1782","CCC011",2022,"ERILAN","",7,"cool","FB","native","","CCC011 7 cool 2022","ERILAN_",49,40,36
"1783","COL007",2021,"ERILAN","",3,"warm","FB","native","","COL007 3 warm 2021","ERILAN_",45,33,31
"1784","COL012",2021,"ERILAN","",3,"cool","FB","native","","COL012 3 cool 2021","ERILAN_",47,35,37
"1785","COL012",2022,"ERILAN","",3,"cool","FB","native","","COL012 3 cool 2022","ERILAN_",43,34,31
"1786","COL012",2022,"ERILAN","",3,"cool","FB","native","","COL012 3 cool 2022","ERILAN_",43,34,31
"1787","COL014",2021,"ERILAN","",3,"cool","FB","native","","COL014 3 cool 2021","ERILAN_",50,34,36
"1788","COL014",2022,"ERILAN","",3,"cool","FB","native","","COL014 3 cool 2022","ERILAN_",52,33,38
"1789","QUA005",2022,"ERILAN","",1,"warm","FB","native","","QUA005 1 warm 2022","ERILAN_",29,21,22
"1790","QUA024",2022,"ERILAN","",2,"cool","FB","native","","QUA024 2 cool 2022","ERILAN_",47,32,36
"1791","COL007",2021,"ERINUD","",3,"warm","SH","native","","COL007 3 warm 2021","ERINUD_",45,33,7
"1792","COL007",2022,"ERINUD","",3,"warm","SH","native","","COL007 3 warm 2022","ERINUD_",41,32,9
"1793","BOB001",2021,"EROBOT","",5,"cool","FB","non-native","","BOB001 5 cool 2021","EROBOT_",26,3,18
"1794","BOB006",2021,"EROBOT","",5,"warm","FB","non-native","","BOB006 5 warm 2021","EROBOT_",23,4,15
"1795","BOB017",2021,"EROBOT","",4,"warm","FB","non-native","","BOB017 4 warm 2021","EROBOT_",38,7,28
"1796","BOB001",2021,"EROCIC","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2021","EROCIC_",26,7,18
"1797","BOB001",2022,"EROCIC","",5,"cool","FB","invasive non-native","","BOB001 5 cool 2022","EROCIC_",25,8,19
"1798","BOB002",2021,"EROCIC","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2021","EROCIC_",39,9,30
"1799","BOB002",2022,"EROCIC","",5,"cool","FB","invasive non-native","","BOB002 5 cool 2022","EROCIC_",42,7,34
"1800","BOB003",2021,"EROCIC","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2021","EROCIC_",34,6,25
"1801","BOB003",2022,"EROCIC","",5,"cool","FB","invasive non-native","","BOB003 5 cool 2022","EROCIC_",38,7,29
"1802","BOB004",2021,"EROCIC","",5,"warm","FB","invasive non-native","","BOB004 5 warm 2021","EROCIC_",25,5,18
"1803","BOB004",2022,"EROCIC","",5,"warm","FB","invasive non-native","","BOB004 5 warm 2022","EROCIC_",25,5,19
"1804","BOB005",2021,"EROCIC","",5,"warm","FB","invasive non-native","","BOB005 5 warm 2021","EROCIC_",16,5,10
"1805","BOB005",2022,"EROCIC","",5,"warm","FB","invasive non-native","","BOB005 5 warm 2022","EROCIC_",17,6,11
"1806","BOB006",2021,"EROCIC","",5,"warm","FB","invasive non-native","","BOB006 5 warm 2021","EROCIC_",23,7,15
"1807","BOB006",2022,"EROCIC","",5,"warm","FB","invasive non-native","","BOB006 5 warm 2022","EROCIC_",20,6,13
"1808","BOB009",2021,"EROCIC","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2021","EROCIC_",34,9,26
"1809","BOB009",2022,"EROCIC","",3,"warm","FB","invasive non-native","","BOB009 3 warm 2022","EROCIC_",24,7,16
"1810","BOB010",2021,"EROCIC","",3,"warm","FB","invasive non-native","","BOB010 3 warm 2021","EROCIC_",27,7,16
"1811","BOB010",2022,"EROCIC","",3,"warm","FB","invasive non-native","","BOB010 3 warm 2022","EROCIC_",23,7,12
"1812","BOB011",2021,"EROCIC","",4,"warm","FB","invasive non-native","","BOB011 4 warm 2021","EROCIC_",26,7,20
"1813","BOB011",2022,"EROCIC","",4,"warm","FB","invasive non-native","","BOB011 4 warm 2022","EROCIC_",20,6,16
"1814","BOB012",2021,"EROCIC","",4,"warm","FB","invasive non-native","","BOB012 4 warm 2021","EROCIC_",35,8,24
"1815","BOB012",2022,"EROCIC","",4,"warm","FB","invasive non-native","","BOB012 4 warm 2022","EROCIC_",30,6,21
"1816","BOB013",2021,"EROCIC","",4,"cool","FB","invasive non-native","","BOB013 4 cool 2021","EROCIC_",51,7,36
"1817","BOB013",2022,"EROCIC","",4,"cool","FB","invasive non-native","","BOB013 4 cool 2022","EROCIC_",52,5,41
"1818","BOB014",2022,"EROCIC","",4,"cool","FB","invasive non-native","","BOB014 4 cool 2022","EROCIC_",44,6,31
"1819","BOB015",2022,"EROCIC","",4,"cool","FB","invasive non-native","","BOB015 4 cool 2022","EROCIC_",42,10,28
"1820","BOB016",2021,"EROCIC","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2021","EROCIC_",60,8,43
"1821","BOB016",2022,"EROCIC","",4,"cool","FB","invasive non-native","","BOB016 4 cool 2022","EROCIC_",41,6,27
"1822","BOB017",2021,"EROCIC","",4,"warm","FB","invasive non-native","","BOB017 4 warm 2021","EROCIC_",38,5,28
"1823","BOB017",2022,"EROCIC","",4,"warm","FB","invasive non-native","","BOB017 4 warm 2022","EROCIC_",24,5,15
"1824","BOB018",2021,"EROCIC","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2021","EROCIC_",27,7,20
"1825","BOB018",2022,"EROCIC","",3,"warm","FB","invasive non-native","","BOB018 3 warm 2022","EROCIC_",24,6,15
"1826","BOB019",2021,"EROCIC","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2021","EROCIC_",48,10,33
"1827","BOB019",2022,"EROCIC","",5,"cool","FB","invasive non-native","","BOB019 5 cool 2022","EROCIC_",43,10,31
"1828","CCC001",2022,"EROCIC","",1,"cool","FB","invasive non-native","","CCC001 1 cool 2022","EROCIC_",58,6,43
"1829","CCC003",2022,"EROCIC","",1,"warm","FB","invasive non-native","","CCC003 1 warm 2022","EROCIC_",32,6,19
"1830","CCC003",2022,"EROCIC","",1,"warm","FB","invasive non-native","","CCC003 1 warm 2022","EROCIC_",32,6,19
"1831","CCC004",2022,"EROCIC","",1,"cool","FB","invasive non-native","","CCC004 1 cool 2022","EROCIC_",49,4,34
"1832","CCC005",2022,"EROCIC","",1,"warm","FB","invasive non-native","","CCC005 1 warm 2022","EROCIC_",43,8,32
"1833","CCC005",2022,"EROCIC","",1,"warm","FB","invasive non-native","","CCC005 1 warm 2022","EROCIC_",43,8,32
"1834","CCC006",2022,"EROCIC","",1,"warm","FB","invasive non-native","","CCC006 1 warm 2022","EROCIC_",28,6,20
"1835","CCC007",2021,"EROCIC","",7,"warm","FB","invasive non-native","","CCC007 7 warm 2021","EROCIC_",40,6,29
"1836","CCC007",2022,"EROCIC","",7,"warm","FB","invasive non-native","","CCC007 7 warm 2022","EROCIC_",41,6,29
"1837","CCC008",2021,"EROCIC","",7,"warm","FB","invasive non-native","","CCC008 7 warm 2021","EROCIC_",41,5,30
"1838","CCC008",2022,"EROCIC","",7,"warm","FB","invasive non-native","","CCC008 7 warm 2022","EROCIC_",46,6,33
"1839","CCC009",2021,"EROCIC","",7,"warm","FB","invasive non-native","","CCC009 7 warm 2021","EROCIC_",29,4,23
"1840","CCC009",2022,"EROCIC","",7,"warm","FB","invasive non-native","","CCC009 7 warm 2022","EROCIC_",34,5,27
"1841","CCC010",2021,"EROCIC","",7,"cool","FB","invasive non-native","","CCC010 7 cool 2021","EROCIC_",55,5,37
"1842","CCC010",2022,"EROCIC","",7,"cool","FB","invasive non-native","","CCC010 7 cool 2022","EROCIC_",51,6,36
"1843","CCC011",2021,"EROCIC","",7,"cool","FB","invasive non-native","","CCC011 7 cool 2021","EROCIC_",50,6,38
"1844","CCC011",2022,"EROCIC","",7,"cool","FB","invasive non-native","","CCC011 7 cool 2022","EROCIC_",49,5,36
"1845","CCC012",2021,"EROCIC","",7,"cool","FB","invasive non-native","","CCC012 7 cool 2021","EROCIC_",52,5,38
"1846","CCC012",2022,"EROCIC","",7,"cool","FB","invasive non-native","","CCC012 7 cool 2022","EROCIC_",36,6,29
"1847","COL007",2021,"EROCIC","",3,"warm","FB","invasive non-native","","COL007 3 warm 2021","EROCIC_",45,6,31
"1848","COL007",2022,"EROCIC","",3,"warm","FB","invasive non-native","","COL007 3 warm 2022","EROCIC_",41,7,26
"1849","COL012",2021,"EROCIC","",3,"cool","FB","invasive non-native","","COL012 3 cool 2021","EROCIC_",47,4,37
"1850","COL012",2022,"EROCIC","",3,"cool","FB","invasive non-native","","COL012 3 cool 2022","EROCIC_",43,6,31
"1851","COL013",2021,"EROCIC","",3,"warm","FB","invasive non-native","","COL013 3 warm 2021","EROCIC_",41,5,27
"1852","COL013",2022,"EROCIC","",3,"warm","FB","invasive non-native","","COL013 3 warm 2022","EROCIC_",40,7,25
"1853","COL017",2021,"EROCIC","",3,"cool","FB","invasive non-native","","COL017 3 cool 2021","EROCIC_",49,8,32
"1854","COL017",2022,"EROCIC","",3,"cool","FB","invasive non-native","","COL017 3 cool 2022","EROCIC_",52,6,35
"1855","COL018",2021,"EROCIC","",3,"warm","FB","invasive non-native","","COL018 3 warm 2021","EROCIC_",28,5,20
"1856","COL018",2022,"EROCIC","",3,"warm","FB","invasive non-native","","COL018 3 warm 2022","EROCIC_",27,6,15
"1857","QUA001",2021,"EROCIC","",2,"warm","FB","invasive non-native","","QUA001 2 warm 2021","EROCIC_",26,4,17
"1858","QUA002",2021,"EROCIC","",2,"warm","FB","invasive non-native","","QUA002 2 warm 2021","EROCIC_",27,3,18
"1859","QUA002",2022,"EROCIC","",2,"warm","FB","invasive non-native","","QUA002 2 warm 2022","EROCIC_",24,6,14
"1860","QUA003",2021,"EROCIC","",2,"warm","FB","invasive non-native","","QUA003 2 warm 2021","EROCIC_",24,5,17
"1861","QUA003",2022,"EROCIC","",2,"warm","FB","invasive non-native","","QUA003 2 warm 2022","EROCIC_",25,4,20
"1862","QUA004",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA004 1 warm 2022","EROCIC_",38,7,28
"1863","QUA005",2021,"EROCIC","",1,"warm","FB","invasive non-native","","QUA005 1 warm 2021","EROCIC_",26,4,18
"1864","QUA005",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA005 1 warm 2022","EROCIC_",29,4,22
"1865","QUA006",2021,"EROCIC","",1,"warm","FB","invasive non-native","","QUA006 1 warm 2021","EROCIC_",23,3,14
"1866","QUA006",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA006 1 warm 2022","EROCIC_",37,9,25
"1867","QUA008",2021,"EROCIC","",1,"warm","FB","invasive non-native","","QUA008 1 warm 2021","EROCIC_",25,3,18
"1868","QUA008",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA008 1 warm 2022","EROCIC_",34,6,24
"1869","QUA009",2021,"EROCIC","",1,"warm","FB","invasive non-native","","QUA009 1 warm 2021","EROCIC_",21,5,15
"1870","QUA009",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA009 1 warm 2022","EROCIC_",18,3,13
"1871","QUA010",2021,"EROCIC","",2,"cool","FB","invasive non-native","","QUA010 2 cool 2021","EROCIC_",27,4,17
"1872","QUA010",2022,"EROCIC","",2,"cool","FB","invasive non-native","","QUA010 2 cool 2022","EROCIC_",23,5,16
"1873","QUA011",2021,"EROCIC","",1,"warm","FB","invasive non-native","","QUA011 1 warm 2021","EROCIC_",24,2,17
"1874","QUA011",2022,"EROCIC","",1,"warm","FB","invasive non-native","","QUA011 1 warm 2022","EROCIC_",32,3,24
"1875","QUA015",2021,"EROCIC","",1,"cool","FB","invasive non-native","","QUA015 1 cool 2021","EROCIC_",44,7,30
"1876","QUA015",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA015 1 cool 2022","EROCIC_",41,6,25
"1877","QUA016",2021,"EROCIC","",1,"cool","FB","invasive non-native","","QUA016 1 cool 2021","EROCIC_",48,5,33
"1878","QUA016",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA016 1 cool 2022","EROCIC_",50,7,36
"1879","QUA020",2021,"EROCIC","",1,"cool","FB","invasive non-native","","QUA020 1 cool 2021","EROCIC_",39,3,28
"1880","QUA020",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA020 1 cool 2022","EROCIC_",47,6,33
"1881","QUA022",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","EROCIC_",94,22,66
"1882","QUA022",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","EROCIC_",94,22,66
"1883","QUA022",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","EROCIC_",94,22,66
"1884","QUA022",2022,"EROCIC","",1,"cool","FB","invasive non-native","","QUA022 1 cool 2022","EROCIC_",94,22,66
"1885","QUA024",2022,"EROCIC","",2,"cool","FB","invasive non-native","","QUA024 2 cool 2022","EROCIC_",47,4,36
"1886","QUA025",2022,"EROCIC","",2,"cool","FB","invasive non-native","","QUA025 2 cool 2022","EROCIC_",28,3,17
"1887","BOB011",2021,"EROMOS","",4,"warm","FB","non-native","","BOB011 4 warm 2021","EROMOS_",26,5,20
"1888","BOB003",2021,"ESCCAE","",5,"cool","FB","native","","BOB003 5 cool 2021","ESCCAE_",34,23,25
"1889","BOB003",2022,"ESCCAE","",5,"cool","FB","native","","BOB003 5 cool 2022","ESCCAE_",38,25,29
"1890","BOB004",2021,"ESCCAE","",5,"warm","FB","native","","BOB004 5 warm 2021","ESCCAE_",25,14,18
"1891","BOB007",2021,"ESCCAE","",3,"cool","FB","native","","BOB007 3 cool 2021","ESCCAE_",50,34,36
"1892","BOB007",2022,"ESCCAE","",3,"cool","FB","native","","BOB007 3 cool 2022","ESCCAE_",51,35,38
"1893","BOB009",2021,"ESCCAE","",3,"warm","FB","native","","BOB009 3 warm 2021","ESCCAE_",34,19,26
"1894","BOB009",2022,"ESCCAE","",3,"warm","FB","native","","BOB009 3 warm 2022","ESCCAE_",24,13,16
"1895","BOB010",2021,"ESCCAE","",3,"warm","FB","native","","BOB010 3 warm 2021","ESCCAE_",27,15,16
"1896","BOB010",2022,"ESCCAE","",3,"warm","FB","native","","BOB010 3 warm 2022","ESCCAE_",23,14,12
"1897","BOB011",2021,"ESCCAE","",4,"warm","FB","native","","BOB011 4 warm 2021","ESCCAE_",26,13,20
"1898","BOB011",2022,"ESCCAE","",4,"warm","FB","native","","BOB011 4 warm 2022","ESCCAE_",20,11,16
"1899","BOB012",2021,"ESCCAE","",4,"warm","FB","native","","BOB012 4 warm 2021","ESCCAE_",35,25,24
"1900","BOB012",2022,"ESCCAE","",4,"warm","FB","native","","BOB012 4 warm 2022","ESCCAE_",30,20,21
"1901","BOB013",2021,"ESCCAE","",4,"cool","FB","native","","BOB013 4 cool 2021","ESCCAE_",51,39,36
"1902","BOB013",2022,"ESCCAE","",4,"cool","FB","native","","BOB013 4 cool 2022","ESCCAE_",52,40,41
"1903","BOB017",2021,"ESCCAE","",4,"warm","FB","native","","BOB017 4 warm 2021","ESCCAE_",38,26,28
"1904","BOB017",2022,"ESCCAE","",4,"warm","FB","native","","BOB017 4 warm 2022","ESCCAE_",24,15,15
"1905","BOB018",2021,"ESCCAE","",3,"warm","FB","native","","BOB018 3 warm 2021","ESCCAE_",27,14,20
"1906","BOB018",2022,"ESCCAE","",3,"warm","FB","native","","BOB018 3 warm 2022","ESCCAE_",24,15,15
"1907","CCC007",2022,"ESCCAE","",7,"warm","FB","native","","CCC007 7 warm 2022","ESCCAE_",41,32,29
"1908","CCC008",2021,"ESCCAE","",7,"warm","FB","native","","CCC008 7 warm 2021","ESCCAE_",41,32,30
"1909","CCC008",2022,"ESCCAE","",7,"warm","FB","native","","CCC008 7 warm 2022","ESCCAE_",46,35,33
"1910","CCC009",2021,"ESCCAE","",7,"warm","FB","native","","CCC009 7 warm 2021","ESCCAE_",29,22,23
"1911","CCC009",2022,"ESCCAE","",7,"warm","FB","native","","CCC009 7 warm 2022","ESCCAE_",34,24,27
"1912","COL007",2021,"ESCCAE","",3,"warm","FB","native","","COL007 3 warm 2021","ESCCAE_",45,33,31
"1913","COL007",2022,"ESCCAE","",3,"warm","FB","native","","COL007 3 warm 2022","ESCCAE_",41,32,26
"1914","COL013",2021,"ESCCAE","",3,"warm","FB","native","","COL013 3 warm 2021","ESCCAE_",41,29,27
"1915","COL013",2022,"ESCCAE","",3,"warm","FB","native","","COL013 3 warm 2022","ESCCAE_",40,28,25
"1916","COL014",2021,"ESCCAE","",3,"cool","FB","native","","COL014 3 cool 2021","ESCCAE_",50,34,36
"1917","COL014",2022,"ESCCAE","",3,"cool","FB","native","","COL014 3 cool 2022","ESCCAE_",52,33,38
"1918","COL017",2021,"ESCCAE","",3,"cool","FB","native","","COL017 3 cool 2021","ESCCAE_",49,36,32
"1919","COL017",2022,"ESCCAE","",3,"cool","FB","native","","COL017 3 cool 2022","ESCCAE_",52,38,35
"1920","COL018",2021,"ESCCAE","",3,"warm","FB","native","","COL018 3 warm 2021","ESCCAE_",28,18,20
"1921","COL018",2022,"ESCCAE","",3,"warm","FB","native","","COL018 3 warm 2022","ESCCAE_",27,18,15
"1922","QUA002",2021,"ESCCAE","",2,"warm","FB","native","","QUA002 2 warm 2021","ESCCAE_",27,23,18
"1923","QUA003",2021,"ESCCAE","",2,"warm","FB","native","","QUA003 2 warm 2021","ESCCAE_",24,16,17
"1924","QUA003",2022,"ESCCAE","",2,"warm","FB","native","","QUA003 2 warm 2022","ESCCAE_",25,17,20
"1925","QUA005",2021,"ESCCAE","",1,"warm","FB","native","","QUA005 1 warm 2021","ESCCAE_",26,20,18
"1926","QUA005",2022,"ESCCAE","",1,"warm","FB","native","","QUA005 1 warm 2022","ESCCAE_",29,21,22
"1927","QUA006",2021,"ESCCAE","",1,"warm","FB","native","","QUA006 1 warm 2021","ESCCAE_",23,17,14
"1928","QUA006",2022,"ESCCAE","",1,"warm","FB","native","","QUA006 1 warm 2022","ESCCAE_",37,23,25
"1929","QUA009",2021,"ESCCAE","",1,"warm","FB","native","","QUA009 1 warm 2021","ESCCAE_",21,13,15
"1930","QUA010",2021,"ESCCAE","",2,"cool","FB","native","","QUA010 2 cool 2021","ESCCAE_",27,17,17
"1931","QUA010",2022,"ESCCAE","",2,"cool","FB","native","","QUA010 2 cool 2022","ESCCAE_",23,15,16
"1932","QUA015",2021,"ESCCAE","",1,"cool","FB","native","","QUA015 1 cool 2021","ESCCAE_",44,30,30
"1933","QUA024",2022,"ESCCAE","",2,"cool","FB","native","","QUA024 2 cool 2022","ESCCAE_",47,32,36
"1934","QUA011",2022,"FESBRO","",1,"warm","FB","non-native","","QUA011 1 warm 2022","FESBRO_",32,7,24
"1935","QUA015",2022,"FESBRO","",1,"cool","FB","non-native","","QUA015 1 cool 2022","FESBRO_",41,6,25
"1936","QUA016",2022,"FESBRO","",1,"cool","FB","non-native","","QUA016 1 cool 2022","FESBRO_",50,8,36
"1937","QUA016",2021,"FESBRO","",1,"cool","FB","non-native","","QUA016 1 cool 2021","FESBRO_",48,6,33
"1938","QUA020",2022,"FESBRO","",1,"cool","FB","non-native","","QUA020 1 cool 2022","FESBRO_",47,7,33
"1939","QUA020",2021,"FESBRO","",1,"cool","FB","non-native","","QUA020 1 cool 2021","FESBRO_",39,8,28
"1940","QUA021",2022,"FESBRO","",1,"cool","FB","non-native","","QUA021 1 cool 2022","FESBRO_",45,9,33
"1941","QUA024",2022,"FESBRO","",2,"cool","FB","non-native","","QUA024 2 cool 2022","FESBRO_",47,7,36
"1942","BOB007",2021,"FESMIC","",3,"cool","GR","native","","BOB007 3 cool 2021","FESMIC_",50,34,8
"1943","BOB008",2022,"FESMIC","",3,"cool","GR","native","","BOB008 3 cool 2022","FESMIC_",45,33,4
"1944","BOB014",2021,"FESMIC","",4,"cool","GR","native","","BOB014 4 cool 2021","FESMIC_",48,32,4
"1945","BOB015",2022,"FESMIC","",4,"cool","GR","native","","BOB015 4 cool 2022","FESMIC_",42,27,3
"1946","BOB016",2021,"FESMIC","",4,"cool","GR","native","","BOB016 4 cool 2021","FESMIC_",60,42,5
"1947","BOB019",2021,"FESMIC","",5,"cool","GR","native","","BOB019 5 cool 2021","FESMIC_",48,30,6
"1948","CCC002",2021,"FESMIC","",1,"cool","GR","native","","CCC002 1 cool 2021","FESMIC_",41,34,5
"1949","CCC010",2021,"FESMIC","",7,"cool","GR","native","","CCC010 7 cool 2021","FESMIC_",55,43,6
"1950","COL017",2021,"FESMIC","",3,"cool","GR","native","","COL017 3 cool 2021","FESMIC_",49,36,5
"1951","BOB001",2021,"FESMYU","",5,"cool","GR","invasive non-native","","BOB001 5 cool 2021","FESMYU_",26,7,3
"1952","BOB001",2022,"FESMYU","",5,"cool","GR","invasive non-native","","BOB001 5 cool 2022","FESMYU_",25,8,2
"1953","BOB002",2021,"FESMYU","",5,"cool","GR","invasive non-native","","BOB002 5 cool 2021","FESMYU_",39,9,4
"1954","BOB002",2022,"FESMYU","",5,"cool","GR","invasive non-native","","BOB002 5 cool 2022","FESMYU_",42,7,2
