"","plot_yr_quad","AIRCAR","LYSARV","AVEBAR","BRADIS","BRODIA","BROHOR","BROMAD","CARPYC","CENMEL","CERGLO","EROBOT","EROCIC","EROMOS","FESBRO","FESMYU","GALMUR","GALPAR","GASPHL","GERDIS","GERMOL","HYPGLA","LACSER","LOGGAL","MEDPOL","SENVUL","SILGAL","SILMAR","SONASP","SONOLE","STEMED","TORARV","TORNOD","TRIHIR"
"143","BOB005_2021 Q3",0,0,1.5,0,0,0,3.5,0,0.2,0,0,7,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0
"144","BOB005_2021 Q4",0,0,20,0,0,0,1.3,0,0.1,0,0,5,0,0,0.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0
"145","BOB005_2021 Q5",0,0,19,0,0,0,2,0,1.4,0,0,11,0,0,0,0,0,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0
"146","BOB005_2022 Q1",0,0,15,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","BOB005_2022 Q2",0,0,20,0,0,0,0.5,0,0.1,0,0,7,0,0,3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"148","BOB005_2022 Q3",0,0,20,0,0,0,15,0,0,0,0,20,0,0,7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"149","BOB005_2022 Q4",0,0,10,0,0,0,3,0,0,0,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","BOB005_2022 Q5",0,0,15,0,0,0,8,0,2,0,0,20,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","BOB006_2021 Q1",0,0,8,0,0,0.1,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
"152","BOB006_2021 Q2",0,0,2,0,0,0,0.2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2
"153","BOB006_2021 Q3",0,0,4,0,0,0,0.1,0,0,0,28,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0.8
"154","BOB006_2021 Q4",0,0,1,0,0,0.2,0.1,0,0.4,0,22,0,0,0,1.5,0,0,0,0,0,0.3,0,0.1,0,0,0.1,0,0,0,0,0,0,0.7
"155","BOB006_2021 Q5",0,0,1,0,0,0,0.3,0,4,0,9,0.3,0,0,22,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,2.5
"156","BOB006_2022 Q1",0,0,1.5,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"157","BOB006_2022 Q2",0,0,0.5,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"158","BOB006_2022 Q3",0,0,0.5,0,0,0,0.5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","BOB006_2022 Q4",0,0,0.5,0,0,0,5,0,0.1,0,0,10,0,0,10,0,0,0,0,0,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0.1
"160","BOB006_2022 Q5",0,0,3,0,0,0,1,0,1,0,0,15,0,0,10,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0
"161","BOB007_2021 Q1",0,0,12,0.3,0,28,1,0,0.3,0.2,0,0,0,0,18,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0.2
"162","BOB007_2021 Q2",0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"163","BOB007_2021 Q3",0,0,0,0,0,0,15,0.4,0,0,0,0,0,0,43,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"164","BOB007_2021 Q4",0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"165","BOB007_2021 Q5",0,0,0,0,0,0,3,1,2,0,0,0,0,0,17,0,0,0.5,0,0,0.1,0,0.4,0,0,0,0,0,0.5,0,0,2,0
"166","BOB007_2022 Q1",0,0,35,0,0,50,1,0,0,0,0,0,0,0,30,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0.3,2
"167","BOB007_2022 Q2",0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"168","BOB007_2022 Q3",0,0,0,0,0,0,40,0.5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1
"169","BOB007_2022 Q4",0,0,0,0,0,0,0,5,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0.1,0,0,0,0,0,1,0,0,1.6,0
"170","BOB007_2022 Q5",0,0,0,0,0,0,0,0.5,5,0,0,0,0,0,45,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,4
"171","BOB008_2021 Q1",0,0,21,0,0,0,3,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0
"172","BOB008_2021 Q2",0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0
"173","BOB008_2021 Q3",0,0,9,0,0,0,4,0.6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","BOB008_2021 Q4",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","BOB008_2021 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"176","BOB008_2022 Q1",0,0,65,0,0,0,12,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
"177","BOB008_2022 Q2",0,0,0,0,0,0,30,4,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0
"178","BOB008_2022 Q3",0,0,0,0,0,0,55,3,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,12,0
"179","BOB008_2022 Q4",0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0
"180","BOB008_2022 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"181","BOB009_2022 Q1",0,0,0,0,0,0,1,0,2,0,0,30,0,0,20,0,0,0,0,0,0.05,0,1,0,0,0,0.05,0,0,0,0,0,0
"182","BOB009_2022 Q2",0,0,0,0,0,0,0.05,0,20,0,0,15,0,0,0.05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05
"183","BOB009_2022 Q3",0,0,1.5,0,0,0,1,0,55,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.5,0,0,0,0,0,1
"184","BOB009_2022 Q4",0,0,4,0,0,0,3,0,6,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","BOB009_2022 Q5",0,0,1,0,0,0,11,0,1,0,0,7,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","BOB010_2021 Q1",0,0,0,0,0,0,0,0,12,0,0,50,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"187","BOB010_2021 Q2",0,0,0,0,0,0,1,0,2,0,0,8,0,0,0,0,0,0,0,0,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0
"188","BOB010_2021 Q3",0,0,8,0.5,0,0,0,0,20,0,0,15,0,0,0.5,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0
"189","BOB010_2021 Q4",0,0,5,0.9,0,0,0,0,1.5,0,0,24,0,0,1,0,0,0.3,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
"190","BOB010_2021 Q5",0,0,0,0,0,0,0.3,0,2.2,0,0,25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"191","BOB010_2022 Q1",0,0,0,0,0,0,0.05,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","BOB010_2022 Q2",0,0,0.05,0,0,0,1,0,1.5,0,0,10,0,0,0.05,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"193","BOB010_2022 Q3",0,0,5,0,0,0,3,0,3,0,0,3,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"194","BOB010_2022 Q4",0,0,5,0,0,0,0.1,0,1,0,0,4,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"195","BOB010_2022 Q5",0,0,3,0,0,0,0.5,0,0.5,0,0,15,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","BOB011_2021 Q1",0,0,28,0,2,0,1.7,0,2,0,0,6,0,0,1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"197","BOB011_2021 Q2",0,0,0,0,0,0,0.5,0,5.5,0,0,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","BOB011_2021 Q3",0,0,20,0,0,0,8,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"199","BOB011_2021 Q4",0,0,45,0,0,0,16,0,0.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3
"200","BOB011_2021 Q5",0,0,14,0,0,0,0.2,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
"201","BOB011_2022 Q1",0,0,40,0,0,0,9,0,5,0,0,30,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","BOB011_2022 Q2",0,0,1,0,0,0,1.5,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","BOB011_2022 Q3",0,0,50,0,0,0,3,0,0.1,0,0,8,0,0,3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
"204","BOB011_2022 Q4",0,0,50,0,0,0,5,0,2,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"205","BOB011_2022 Q5",0,0,70,0,0,0,10,0,5,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","BOB012_2021 Q1",0,0,38,0,0,0,3.5,0,1.4,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","BOB012_2021 Q2",0,0,6,0,0,0,3,0,30,0,0,1.5,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"208","BOB012_2021 Q3",0,0,42,0,0,0,18,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"209","BOB012_2021 Q4",0,0,14,0,0,0,8.5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","BOB012_2021 Q5",0,0,32,0.4,0,0,0,0,0.5,0,0,4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","BOB012_2022 Q1",0,0,25,0,0,0,1,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","BOB012_2022 Q2",0,0,15,0,0,0,10,0,5,0,0,25,0,0,6,0,0,0,0,0,25,0,0.1,0,0,0,0,0,0,0,0,0,0
"213","BOB012_2022 Q3",0,0,65,0,0,0,35,0,2,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"214","BOB012_2022 Q4",0,0,50,0,0,0,35,0,3,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","BOB012_2022 Q5",0,0,30,0,0,0,10,0,2,0,0,18,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
"216","BOB013_2021 Q1",0,0,48,1,0,0,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"217","BOB013_2021 Q2",0,0,45,0.5,0,0,1,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","BOB013_2021 Q3",0,0,35,0,0,0,0.1,0,5,0,0,0.2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","BOB013_2021 Q4",0,0,7,0,0,0,0.8,0,2.8,0,0,0,0,0,4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"220","BOB013_2021 Q5",0,0,15,3.5,0,0,0.2,0,2.5,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"221","BOB013_2022 Q1",0,0,70,0,0,0,2,0,1.5,0,0,20,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","BOB013_2022 Q2",0,0,80,0,0,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"223","BOB013_2022 Q3",0,0,70,0,0,0,1,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","BOB013_2022 Q4",0,0,10,0,0,0,30,0,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"225","BOB013_2022 Q5",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0
"226","BOB014_2022 Q1",0,0,3,0,0,0,4,0,4,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0
"227","BOB014_2022 Q2",0,0,0.2,0,0,0,2,0.5,8,0,0,0.1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","BOB014_2022 Q3",0,0,0,0,0,0,20,0.3,7,0.1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
"229","BOB014_2022 Q4",0,0,10,0,0,0,40,0,3,0,0,0,0,0,30,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.4,0
"230","BOB014_2022 Q5",0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,3,0
"231","BOB015_2021 Q1",0,0,8,0,0,0,0,3,2,0,0,0,0,0,45,0,0,0,0,0,0.4,0,0.5,0,0,0,0,0,0,0,0,0.3,0
"232","BOB015_2021 Q2",0,0,4.5,0,0,0,0.1,0.8,3.5,0,0,0,0,0,34,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.1,0,0,0.2,0
"233","BOB015_2021 Q3",0,0,8,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0.1,0,0,0.6,0,0.6,0,0,0,0,0,0,0,0,0.2,0
"234","BOB015_2021 Q4",0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","BOB015_2021 Q5",0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"236","BOB015_2022 Q1",0,0,0,0,0,0,25,4,0.3,0,0,0.5,0,0,42,0,0,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0.1,0
"237","BOB015_2022 Q2",0,0,0,0,0,0,20,3,5,0,0,0.5,0,0,40,0,0,0,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0.1,0
"238","BOB015_2022 Q3",0,0,5,0,0,0,20,0.1,4,0,0,0.2,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"239","BOB015_2022 Q4",0,0,0,0,0,0,30,1,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0
"240","BOB015_2022 Q5",0,0,6,0,0,0,20,0,5,0,0,0,0,0,75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"241","BOB016_2021 Q1",0,0,0,0,0,0,2,0.4,0,0.1,0,0,0,0,28,0,0,0,0,0,5,0,0.6,0,0,0,0,0,0,0,0,0,0
"242","BOB016_2021 Q2",0,0,3,0,0,0,1.5,0.3,9,0,0,0,0,0,44,0,0,0,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"243","BOB016_2021 Q3",0,0,0,0,0,0,0,0,0.8,0.1,0,0,0,0,38,0,0,3,0.2,0,3,0,0.2,0,0,0,0,0,0,0,0,0.1,0
"244","BOB016_2021 Q4",0,0,0,0,0,0,0.1,0,1,0,0,0,0,0,22,0,0,9,0.1,0,0,0,0.3,0,0,0,0,0,0.1,0,0,1,0
"245","BOB016_2021 Q5",0,0,20,0,0,0,5,0.5,10,0,0,0,0,0,26,0,0,2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,2.3,0
"246","BOB016_2022 Q1",0,0,0.2,0,0,0,2,1,1,0,0,0.1,0,0,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"247","BOB016_2022 Q2",0,0,10,0,0,0,7,0.2,6,0,0,0.1,0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"248","BOB016_2022 Q3",0,0,10,0,0,0,4,2,1,0,0,1,0,0,45,0,0,0,0,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0
"249","BOB016_2022 Q4",0,0,0,0,0,0,30,0.3,1,0,0,1,0,0,45,0,0,0,0,0.1,4,0,0.1,0,0.1,0,0,0,0.1,0,0,0.1,0
"250","BOB016_2022 Q5",0,0,20,0,0,0,10,1,2.5,0.1,0,1,0,0,55,0,0,0,0,0.5,1,0,0.1,0,0.1,0,0,0,0,0,0,0.3,0
"251","BOB017_2021 Q1",0,0,3,0,0,0,1.5,0,0.2,0,0,5,0,0,10,0,0,3,0,0,1.2,0,3.5,0,0,0,0,0,0,0,0,0,0
"252","BOB017_2021 Q2",0,0,7,0,0,0,1,0,6,0,0.5,3,0,0,1,0,0,3,0,0,0.8,0,2.5,0,0,0,0,0,0,0,0,0,0
"253","BOB017_2021 Q3",0,0,21,0,0,0,3,0,7,0,0,5,0,0,3,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0.3,0,0,0,0
"254","BOB017_2021 Q4",0,0,13,0,0,0,1.5,0,2.5,0,0,12,0,0,13,0,0,0.1,0,0,1.2,0,6,0,0,1.5,0,0,0,0,0,0,0
"255","BOB017_2021 Q5",0,0,22,0,0,0,7,0,1.5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","BOB017_2022 Q1",0,0,10,0,0,0,25,0,0.05,0,0,12,0,0,0,0,0,0,0,0,2,0,0.05,0,0,0,0,0,0,0,0,0,0
"257","BOB017_2022 Q2",0,0,7,0,0,0,10,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","BOB017_2022 Q3",0,0,2,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"259","BOB017_2022 Q4",0,0,5,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"260","BOB017_2022 Q5",0,0,12,0,0,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"261","BOB018_2021 Q1",0,0,5,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0.2,0,0,3,0,0.1,0,0,0,0,0,0,0,0,0.3,0
"262","BOB018_2021 Q2",0,0,0,0,0,0,34,0,15,0,0,0,0,0,6,0,0,0.5,0,0,0.7,0,0.5,0,0,0,0,0,0.1,0,0,0,0
"263","BOB018_2021 Q3",0,0,0,0,0,0,9,0,0.4,0,0,34,0,0,0,0,0,0,0,0,1.5,0,0.3,0,0,0,0,0,0,0,0,0,0
"264","BOB018_2021 Q4",0,0,3,0,0,0,1.5,0,9.5,0,0,10,0,0,0,0,0,0,0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,0,0
"265","BOB018_2021 Q5",0,0,10,0,0,0,1,0,4,0,0,9,0,0,1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"266","BOB018_2022 Q1",0,0,0.1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"267","BOB018_2022 Q2",0,0,1,0,0,0,60,0,10,0,0,0,0,0,20,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"268","BOB018_2022 Q3",0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"269","BOB018_2022 Q4",0,0,1,0,0,0,6,0,6,0,0,5,0,0,0.05,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"270","BOB018_2022 Q5",0,0,10,0,0,0,10,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","BOB019_2021 Q1",0,0,0,0,0,0.1,0,0,0.3,0,0,2.5,0,0,55,0,0,0.5,0,0,0,0,0.7,0.1,0,0.1,0,0,0,0,0,0,0
"272","BOB019_2021 Q2",0,0,35,0,0,0.1,2,2,1.3,0,0,0,0,0,45,0,0,0.2,0,0,2.2,0,0.5,0,0,0,0,0,0,0,0,0,8
"273","BOB019_2021 Q3",0,0,16,0,0,0,6,0.1,0.5,0.1,0,0,0,0,38,0,0,0.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0.4,0,3.5
"274","BOB019_2021 Q4",0,0,18,0,0,0.2,0.8,0.1,0.2,0,0,0.1,0,0,10,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
"275","BOB019_2021 Q5",0,0,3,0,0,0.3,2,6.2,0.2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","BOB019_2022 Q1",0,0,2,0,0,0,0.1,0,2,0,0,30,0,0,50,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"277","BOB019_2022 Q2",0,0,35,0,0,5,0,2,0.1,0,0,0.5,0,0,40,0,0,0,0,0,1,0,0,0,0,0.05,0,0,0,0,0,0,15
"278","BOB019_2022 Q3",0,0,20,0,0,10,0,0,0,0.1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"279","BOB019_2022 Q4",0,0,30,0,0,7,0,1,0.1,0,0,0,0,0,25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,1
"280","BOB019_2022 Q5",0,0,50,0,0,4,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,0,1,0,0
"281","CCC001_2021 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","CCC001_2021 Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","CCC001_2021 Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
"284","CCC001_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","CCC001_2021 Q5",0,0,2.5,0,0,0,0.2,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"286","CCC001_2022 Q1",0,0,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0
"287","CCC001_2022 Q2",0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.7,1,0
"288","CCC001_2022 Q3",0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"289","CCC001_2022 Q4",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"290","CCC001_2022 Q5",0,0,10,0,0,0,0,0,0,7,0,0,0,0,20,0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"291","CCC002_2022 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"292","CCC002_2022 Q2",0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0
"293","CCC002_2022 Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.5,0,0,0,0,2,0,0,0.1,0,0,0,0,0,0,0.5,0
"294","CCC002_2022 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","CCC002_2022 Q5",0,0,0,0,0,0,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"296","CCC007_2021 Q1",0,0,45,0,0,0.1,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
"297","CCC007_2021 Q2",0,0,35,0,0,0,0.2,0,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","CCC007_2021 Q3",0,0,48,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","CCC007_2021 Q4",0,0,25,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","CCC007_2021 Q5",0,0,40,0,0,0,0,0,3.5,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","CCC007_2022 Q1",0,0,60,0,0,0,0.5,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"302","CCC007_2022 Q2",0,0,90,0,0,0,0,0,7,0,0,1.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","CCC007_2022 Q3",0,0,90,0,0,0.1,1,0,20,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
