"","plot_yr_quad","AIRCAR","LYSARV","AVEBAR","BRADIS","BRODIA","BROHOR","BROMAD","CARPYC","CENMEL","CERGLO","EROBOT","EROCIC","EROMOS","FESBRO","FESMYU","GALMUR","GALPAR","GASPHL","GERDIS","GERMOL","HYPGLA","LACSER","LOGGAL","MEDPOL","SENVUL","SILGAL","SILMAR","SONASP","SONOLE","STEMED","TORARV","TORNOD","TRIHIR"
"304","CCC007_2022 Q4",0,0,95,0,0,0,0.5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"305","CCC007_2022 Q5",0,0,97,0,0,2,0.2,0,8,0,0,1,0,0,2,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"306","CCC008_2021 Q1",0,0,20,0,0,0,0,0,7,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","CCC008_2021 Q2",0,0,13,0,0,0,2.5,0,28,0,0,2,0,0,0,0,0.5,0,0,0,0,0.4,0.3,0,0,0,0,0,0,0,0,0,0
"308","CCC008_2021 Q3",0,0,8,0,0,0,4,0,16,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"309","CCC008_2021 Q4",0,0,2,0,0,0,0,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","CCC008_2021 Q5",0,0,7,0,0,2,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","CCC008_2022 Q1",0,0,5,0,0,0,3,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"312","CCC008_2022 Q2",0,0,55,0,0,0.4,4,0,6,0,0,2,0,0,7,0,0.1,0,0,0,0.2,0,1,0,0,1.2,0,0,0,0,0,0,0
"313","CCC008_2022 Q3",0,0,30,0,0,2,5,0,20,0,0,5,0,0,2,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0
"314","CCC008_2022 Q4",0,0,40,0,0,2,0.4,0,25,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0
"315","CCC008_2022 Q5",0,0,30,0,0,2,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"316","CCC009_2021 Q1",0,0,0,0,0,0,0,0,2.8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0
"317","CCC009_2021 Q2",0,0,9,0,0,0,0,0,0.7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"318","CCC009_2021 Q3",0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","CCC009_2021 Q4",0,0,2,0,0,0,0,0,0.6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","CCC009_2021 Q5",0,0,3,0,0,0,1.3,0,0.4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","CCC009_2022 Q1",0,0,10,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"322","CCC009_2022 Q2",0,0,15,0,0,0,6,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"323","CCC009_2022 Q3",0,0,3,0,0,0,1,0,1.5,0,0,30,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,2,0,0,0,0,0,0,0
"324","CCC009_2022 Q4",0,0,15,0,0,0,0.3,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1,0,0,5,0,0,0,0,0,0,0
"325","CCC009_2022 Q5",0,0,5,0,0,0,0.7,0,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"326","CCC010_2022 Q1",0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5,0.5,0
"327","CCC010_2022 Q2",0,0,4,0,0,0.1,0.2,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"328","CCC010_2022 Q3",0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,85,0,0,0,0,0,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0
"329","CCC010_2022 Q4",0,0,0,0,0,0,2,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1.5,0
"330","CCC010_2022 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.1,0,0,0,2,0,0,0,0,0,0.5,0
"331","CCC011_2021 Q1",0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","CCC011_2021 Q2",0,0,28,0,0,0,0.7,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"333","CCC011_2021 Q3",0,0,1,0,0,0.4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"334","CCC011_2021 Q4",0,0,3.5,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"335","CCC011_2021 Q5",0,0,5,0,0,0.5,0.3,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0
"336","CCC011_2022 Q1",0,0,35,0,0,0,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","CCC011_2022 Q2",0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"338","CCC011_2022 Q3",0,0,6,0,0,2,1.1,0,0,0,0,0.7,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"339","CCC011_2022 Q4",0,0,3,0,0,1.5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"340","CCC011_2022 Q5",0,0,5,0,0,0.5,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0
"341","CCC012_2021 Q1",0,0,60,0,0,1,2,0,0,0.1,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0.1
"342","CCC012_2021 Q2",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","CCC012_2021 Q3",0,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"344","CCC012_2021 Q4",0,0,18,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0
"345","CCC012_2021 Q5",0,0,12,0,0,0,0.8,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"346","CCC012_2022 Q1",0,0,65,0,0,0.5,0.3,0,0,0.2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.5,4,0
"347","CCC012_2022 Q2",0,0,40,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7,1,0.1
"348","CCC012_2022 Q3",0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"349","CCC012_2022 Q4",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"350","CCC012_2022 Q5",0,0,30,0,0,0,0,0,0,0.5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"351","COL007_2021 Q1",0,0,0.1,0,0,0,35,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","COL007_2021 Q2",0,0,0,0,0,0.5,5,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","COL007_2021 Q3",0,0,0,0,0,0,2,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"354","COL007_2021 Q4",0,0,0,0,0,0,5,0,5,0,0,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","COL007_2021 Q5",0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","COL007_2022 Q1",0,0,8,0,0,0,3,0,15,0,0,0.2,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","COL007_2022 Q2",0,0,12,0,0,0,0,0,25,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","COL007_2022 Q3",0,0,3,0,0,0,1.1,0,20,0,0,5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","COL007_2022 Q4",0,0,5,15,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","COL007_2022 Q5",0,0,3,0.1,0,0,0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","COL012_2022 Q1",0,0,2,0,0,0,65,0,0,0,0,5,0,0,70,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"362","COL012_2022 Q2",0,0,0,0,0,0,5,0,2,0,0,15,0,0,70,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"363","COL012_2022 Q3",0,0,0,0,0,0,0.1,0,0,0,0,33,0,0,70,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"364","COL012_2022 Q4",0,0,0,0,0,0,2,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
"365","COL012_2022 Q5",0,0,0.2,0,0,0,40,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"366","COL013_2021 Q1",0,0,10,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","COL013_2021 Q2",0,0,1,0,0,0,15,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","COL013_2021 Q3",0,0,2,1,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","COL013_2021 Q4",0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","COL013_2021 Q5",0,0,0,0,0,5,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","COL013_2022 Q1",0,0,40,0,0,0,9,0,5,0,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","COL013_2022 Q2",0,0,0,0,0,0,0,0,4,0,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","COL013_2022 Q3",0,0,15,0,0,0,40,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","COL013_2022 Q4",0,0,15,0,0,7,65,0,25,0,0,5,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0,0,0,0
"375","COL013_2022 Q5",0,0,60,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","COL017_2021 Q1",0,0,0,0,0,0,6,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","COL017_2021 Q2",0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","COL017_2021 Q3",0,0,2,0,0,0,5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","COL017_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","COL017_2021 Q5",0,0,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"381","COL017_2022 Q1",0,0,0.5,0,0,0,20,0,25,0,0,2,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
"382","COL017_2022 Q2",0,0,3,0,0.1,0,5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","COL017_2022 Q3",0,0,3,2,0,0,20,0,0.2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","COL017_2022 Q4",0,0,11,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","COL017_2022 Q5",0,0,20,9,0,0.1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386","COL018_2022 Q1",0,0,20,0,0,0,0,0,0.2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","COL018_2022 Q2",0,0,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"388","COL018_2022 Q3",0,0,80,2,0,0,0.1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","COL018_2022 Q4",0,0,20,15,0,0,0,0,1.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390","COL018_2022 Q5",0,0,35,3,0,0,0.1,0,0.1,0,0,6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","QUA002_2021 Q1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","QUA002_2021 Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","QUA002_2021 Q3",0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","QUA002_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","QUA002_2021 Q5",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","QUA010_2022 Q1",0,0,0,0,0,0.1,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0,0,0,0,0
"397","QUA010_2022 Q2",0,0,15,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"398","QUA010_2022 Q3",0,0,55,0,0,0,0,0,2,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","QUA010_2022 Q4",0,0,60,0,0,0,0,0,10,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400","QUA010_2022 Q5",0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","QUA020_2022 Q1",0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,4,0
"402","QUA020_2022 Q2",0,0,0,0,0,3,4,0,0,0,0,6,0,8,0,0,0.1,0,0,0,6,0,6,0,0,0,0,0,2,0,0,2,0
"403","QUA020_2022 Q3",0,0,0,0,0,0,5,0,0,0,0,0.5,0,2,0,0,0,0,0,0,10,0,6,0,0,0,0,0,1,0,0,0,0
"404","QUA020_2022 Q4",0,0,0.1,0,0,0,0,0,0,1.5,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"405","QUA020_2022 Q5",0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0
"406","CCC005_2022 Q1",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0
"407","CCC005_2022 Q2",0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,10,0,0,0,0,0,6,11,0.5,0,2,0,0,0,0,0,0,0,0
"408","CCC005_2022 Q3",0,0,0,0.1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
"409","CCC005_2022 Q4",0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0
"410","CCC005_2022 Q5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"411","COL014_2021 Q1",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","COL014_2021 Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","COL014_2021 Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","COL014_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","COL014_2021 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","COL014_2022 Q1",0,0,0,0,50,0,0,0,20,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0.5,0
"417","COL014_2022 Q2",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,30,0,0.1,0,0,0,0,0,0.1,0,0.2,5,0,0,1.5,0,0,3,0
"418","COL014_2022 Q3",0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,2.5,2,0,0,0,2,0,0,0.5,0,0,0,0
"419","COL014_2022 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.2,0,0,0,0,0,0.1,0,0,1,0,0,1.5,0,0,1,0
"420","COL014_2022 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0.3,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1.5,0
"421","QUA016_2022 Q1",0,0,0,0,0,0,0,0,0,0,0,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","QUA016_2022 Q2",0,0,0,0,0,0,0,0,1.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0
"423","QUA016_2022 Q3",0,0,0,0,0,0,25,0,0,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"424","QUA016_2022 Q4",0,0,0,0,0,6,0,0,5,1.5,0,0,0,80,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.5,0,0,0,0
"425","QUA016_2022 Q5",0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"426","BOB009_2021 Q1",0,0,0,0,0,0,0,0,0.5,0,0,40,0,0,5,0,0,2,0,0,0.5,0,0.4,0,0,0,0,0,0.3,0,0,0,0
"427","BOB009_2021 Q2",0,0,0,0,0,0,0.2,0,0,0,0,44,0,0,4,0,0,0,0,0,2.2,0,2,0,0,0,0,0,0.5,0,0,0,0
"428","BOB009_2021 Q3",0,0,0,0,0,0,1,0,1,0,0,17,0,0,2,0,0,0,0,0,2.4,0,0.5,0.5,0,0,0,3.5,0,0,0,0,0.1
"429","BOB009_2021 Q4",0,0,0,0,0,0,1.8,0,18,0,0,5,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0.5
"430","BOB009_2021 Q5",0,0,0,0,0,0,5,0,6,0,0,40,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0.8,0,0,0,2
"431","BOB014_2021 Q1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","BOB014_2021 Q2",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,13,0,0,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3
"433","BOB014_2021 Q3",0,0,0,0,0,0,3,1,5,0.1,0,0,0,0,45,0.1,0,4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"434","BOB014_2021 Q4",0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"435","BOB014_2021 Q5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"436","CCC002_2021 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
"437","CCC002_2021 Q2",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","CCC002_2021 Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","CCC002_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"440","CCC002_2021 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","CCC004_2021 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","CCC004_2021 Q2",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","CCC004_2021 Q3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","CCC004_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","CCC004_2021 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
"446","CCC004_2022 Q1",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","CCC004_2022 Q2",0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"448","CCC004_2022 Q3",0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","CCC004_2022 Q4",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","CCC004_2022 Q5",0,0,0,0,0,0,0.3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"451","COL012_2021 Q1",0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","COL012_2021 Q2",0,0,0,0,0,0,50,0,0.5,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","COL012_2021 Q3",0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","COL012_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0
"455","COL012_2021 Q5",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"456","QUA021_2022 Q1",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","QUA021_2022 Q2",0,0,0,0,0,0,5,0,0.3,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.1,0
"458","QUA021_2022 Q3",0,0,0,0,0,0,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.5,0,0,0,0
"459","QUA021_2022 Q4",0,0,0,0,0,0,15,0,0,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.3,0
"460","QUA021_2022 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,0
"461","QUA022_2021 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","QUA022_2021 Q2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","QUA022_2021 Q3",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","QUA022_2021 Q4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","QUA022_2021 Q5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","QUA024_2022 Q1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,2,0,0,0.5,0
"467","QUA024_2022 Q2",0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.2,0,0
"468","QUA024_2022 Q3",0,0,0,0,0,0,15,0,2,0,0,2,0,0,0,0,15,0,0,0,2,0,0.1,0,2,0,0,0,0,0,0,0.2,0
