PlotID,spp,year,sum.count.5m2,presence
BOB002,QUEBER,2022,0,0
BOB002,RHAILI,2021,0,0
BOB002,RHAILI,2022,0,0
BOB002,RIBMAL,2021,0,0
BOB002,RIBMAL,2022,0,0
BOB002,SYMALB,2021,0,0
BOB002,SYMALB,2022,0,0
BOB002,SYMMOL,2021,0,0
BOB002,SYMMOL,2022,0,0
BOB002,TOXDIV,2021,0,0
BOB002,TOXDIV,2022,0,0
BOB003,ADFA,2021,0,0
BOB003,ADFA,2022,0,0
BOB003,ARCMAN,2021,0,0
BOB003,ARCMAN,2022,0,0
BOB003,CEACUN,2021,0,0
BOB003,CEACUN,2022,0,0
BOB003,CEAOLI,2021,0,0
BOB003,CEAOLI,2022,0,0
BOB003,CERBET,2021,0,0
BOB003,CERBET,2022,0,0
BOB003,ERICAL,2021,0,0
BOB003,ERICAL,2022,0,0
BOB003,ERINUD,2021,0,0
BOB003,ERINUD,2022,0,0
BOB003,HEAR,2021,0,0
BOB003,HEAR,2022,0,0
BOB003,HOLDIS,2021,0,0
BOB003,HOLDIS,2022,0,0
BOB003,LEPCAL,2021,0,0
BOB003,LEPCAL,2022,0,0
BOB003,MIMAUR,2021,0,0
BOB003,MIMAUR,2022,0,0
BOB003,QUEBER,2021,0,0
BOB003,QUEBER,2022,0,0
BOB003,RHAILI,2021,0,0
BOB003,RHAILI,2022,0,0
BOB003,RIBMAL,2021,0,0
BOB003,RIBMAL,2022,0,0
BOB003,SYMALB,2021,0,0
BOB003,SYMALB,2022,0,0
BOB003,SYMMOL,2021,0,0
BOB003,SYMMOL,2022,0,0
BOB003,TOXDIV,2021,0,0
BOB003,TOXDIV,2022,0,0
BOB014,ADFA,2021,0,0
BOB014,ADFA,2022,0,0
BOB014,ARCMAN,2021,0,0
BOB014,ARCMAN,2022,0,0
BOB014,CEACUN,2021,6,1
BOB014,CEACUN,2022,0,0
BOB014,CEAOLI,2021,0,0
BOB014,CEAOLI,2022,0,0
BOB014,CERBET,2021,0,0
BOB014,CERBET,2022,0,0
BOB014,ERICAL,2021,4,1
BOB014,ERICAL,2022,1,1
BOB014,ERINUD,2021,0,0
BOB014,ERINUD,2022,0,0
BOB014,HEAR,2021,0,0
BOB014,HEAR,2022,0,0
BOB014,HOLDIS,2021,0,0
BOB014,HOLDIS,2022,0,0
BOB014,LEPCAL,2021,3,1
BOB014,LEPCAL,2022,1,1
BOB014,MIMAUR,2021,0,0
BOB014,MIMAUR,2022,0,0
BOB014,QUEBER,2021,0,0
BOB014,QUEBER,2022,0,0
BOB014,RHAILI,2021,0,0
BOB014,RHAILI,2022,0,0
BOB014,RIBMAL,2021,0,0
BOB014,RIBMAL,2022,0,0
BOB014,SYMALB,2021,0,0
BOB014,SYMALB,2022,0,0
BOB014,SYMMOL,2021,0,0
BOB014,SYMMOL,2022,0,0
BOB014,TOXDIV,2021,0,0
BOB014,TOXDIV,2022,0,0
BOB017,ADFA,2021,0,0
BOB017,ADFA,2022,0,0
BOB017,ARCMAN,2021,0,0
BOB017,ARCMAN,2022,0,0
BOB017,CEACUN,2021,0,0
BOB017,CEACUN,2022,0,0
BOB017,CEAOLI,2021,0,0
BOB017,CEAOLI,2022,0,0
BOB017,CERBET,2021,0,0
BOB017,CERBET,2022,0,0
BOB017,ERICAL,2021,1,1
BOB017,ERICAL,2022,93,5
BOB017,ERINUD,2021,0,0
BOB017,ERINUD,2022,0,0
BOB017,HEAR,2021,0,0
BOB017,HEAR,2022,0,0
BOB017,HOLDIS,2021,0,0
BOB017,HOLDIS,2022,0,0
BOB017,LEPCAL,2021,0,0
BOB017,LEPCAL,2022,0,0
BOB017,MIMAUR,2021,0,0
BOB017,MIMAUR,2022,0,0
BOB017,QUEBER,2021,0,0
BOB017,QUEBER,2022,0,0
BOB017,RHAILI,2021,0,0
BOB017,RHAILI,2022,0,0
BOB017,RIBMAL,2021,0,0
BOB017,RIBMAL,2022,0,0
BOB017,SYMALB,2021,0,0
BOB017,SYMALB,2022,0,0
BOB017,SYMMOL,2021,0,0
BOB017,SYMMOL,2022,0,0
BOB017,TOXDIV,2021,0,0
BOB017,TOXDIV,2022,0,0
BOB018,ADFA,2021,0,0
BOB018,ADFA,2022,1,1
BOB018,ARCMAN,2021,0,0
BOB018,ARCMAN,2022,0,0
BOB018,CEACUN,2021,0,0
BOB018,CEACUN,2022,0,0
BOB018,CEAOLI,2021,0,0
BOB018,CEAOLI,2022,0,0
BOB018,CERBET,2021,0,0
BOB018,CERBET,2022,0,0
BOB018,ERICAL,2021,0,0
BOB018,ERICAL,2022,37,4
BOB018,ERINUD,2021,0,0
BOB018,ERINUD,2022,0,0
BOB018,HEAR,2021,0,0
