id,old_id,code.x,area_cm2,fresh_wt_g,dry_wt_g,sla_cm2_g,lwc,code.y,Sample.number,Species.code,ecotype,X.N,X.C,C.N,NotesOnChanges,HtcmMn,HtcmSD,HtcmCV,ID.1,spines,ToughMn,ToughSD,ToughCV,WdDens10Mn,WdDens10SD,WdDens10CV
artemisia_douglasiana_n,artemisia_douglasiana_n,artdou_n,167.266,2.8222,0.443,377.5756208,0.84303026,artdou_n,757,ARTDOU-N,N,3.63,42.71,11.76584022,,49.7,11.93547467,0.240150396,NA,NA,67.9,44.48083233,0.65509326,NA,NA,NA
asarum_caudatum_n,asarum_caudatum_n,asacau_n,289.27,6.48,0.9079,318.6143848,0.859891975,asacau_n,758,ASACAU-N,N,2.54,40.91,16.10629921,,5.45,1.770906861,0.324937039,NA,NA,494,184.7641139,0.374016425,NA,NA,NA
asarum_hartwegii_n,asarum_hartwegii_n,asahar_n,491.06,15.505,1.5512,316.5678185,0.899954853,asahar_n,760,ASAHAR-N,N,3.69,43.07,11.67208672,,11.5,4.301162634,0.374014142,NA,NA,103,28.69378562,0.278580443,NA,NA,NA
asarum_marmoratum_n,asarum_marmoratum_n,asamar_n,262.073,8.0191,0.8779,298.5226108,0.890523874,asamar_n,761,ASAMAR-N,N,2.98,39.4,13.22147651,,9.5,3.535533906,0.372161464,NA,NA,137.5,34.5808232,0.251496896,NA,NA,NA
asclepias_cordifolia_n,asclepias_cordifolia_n,asccor_n,248.77,9.4383,1.3603,182.8787767,0.855874469,asccor_n,759,ASCCOR-N,N,4.08,41.61,10.19852941,,36.6,15.42868901,0.42154888,NA,NA,220.8,66.92416936,0.303098593,NA,NA,NA
asclepias_fascicularis_n,asclepias_fascicularis_n,ascfas_n,55.745,1.5216,0.2945,189.286927,0.806453733,ascfas_n,762,ASCFAS-N,N,3.36,44.23,13.16369048,,50.8,9.658617338,0.190130263,NA,NA,NA,NA,NA,NA,NA,NA
asclepias_fascicularis_s,asclepias_fascicularis_s,ascfas_s,28.284,0.8619,0.168,168.3571429,0.805081796,ascfas_s,763,ASCFAS-S,S,0.79,40.98,51.87341772,,28,7.916228058,0.282722431,NA,NA,NA,NA,NA,NA,NA,NA
aspidotis_densa_s,aspidotis_densa_s,aspden_s,85.975,2.71,0.6188,138.9382676,0.771660517,aspden_s,764,ASPDEN-S,S,2.04,41.22,20.20588235,,14.2,1.032795559,0.072732082,NA,NA,NA,NA,NA,NA,NA,NA
aster_brickellioides_n,aster_brickellioides_n,astbri_n,96.199,1.0524,0.1522,632.0565046,0.855378183,astbri_n,768,ASTBRI-N,N,4.11,42.81,10.41605839,,31.3,3.400980251,0.108657516,NA,NA,69.8,15.27379746,0.218822313,NA,NA,NA
aster_brickellioides_s,aster_brickellioides_s,astbri_s,51.054,13.6,0.289,176.6574394,0.97875,astbri_s,769,ASTBRI-S,S,2.98,44.51,14.93624161,,34.1,7.781031066,0.228182729,NA,NA,219,31.07338983,0.141887625,NA,NA,NA
aster_radulinus_n,aster_radulinus_n,astrad_n,52.537,1.26,0.2566,204.7427903,0.796349206,astrad_n,771,ASTRAD-N,N,3.46,43.59,12.5982659,,21.6,5.719362824,0.264785316,NA,NA,176,31.69297153,0.180073702,NA,NA,NA
astragalus_breweri_n,astragalus_breweri_n,astbre_n,18.555,0.4509,0.0963,192.6791277,0.786427146,astbre_n,765,ASTBRE-N,N,2.68,42,15.67164179,,16.15,6.880124353,0.426013892,NA,NA,NA,NA,NA,NA,NA,NA
astragalus_breweri_s,astragalus_breweri_s,astbre_s,2.441,0.0708,0.0101,241.6831683,0.857344633,astbre_s,767,ASTBRE-S,S,3.98,42.98,10.79899497,,6,1.069044968,0.178174161,NA,NA,NA,NA,NA,NA,NA,NA
astragalus_gambelianus_n,astragalus_gambelianus_n,astgam_n,10.385,0.1867,0.0619,167.7705977,0.668452062,astgam_n,770,ASTGAM-N,N,2.97,44.26,14.9023569,,5.2,1.494434118,0.287391177,NA,NA,NA,NA,NA,NA,NA,NA
astragalus_gambelianus_s,astragalus_gambelianus_s,astgam_s,18.528,0.4721,0.0905,204.7292818,0.808303326,astgam_s,136,ASTGAM-S,S,3.47,42.99,12.38904899,,6.01,2.420491227,0.402743964,NA,NA,NA,NA,NA,NA,NA,NA
astragalus_rattanii_var_jepsonianus_n,astragalus_rattanii_var_jepsonianus_n,astrat_n,27.019,0.9078,0.162,166.7839506,0.821546596,astrat_n,772,ASTRAT-N,N,3.23,39.17,12.12693498,,26.6,10.69994808,0.402253687,NA,NA,NA,NA,NA,NA,NA,NA
athysanus_pusillus_n,athysanus_pusillus_n,athpus_n,2.612,0.0622,0.0102,256.0784314,0.836012862,athpus_n,773,ATHPUS-N,N,1.26,36.14,28.68253968,,16.7,5.598610939,0.335246164,NA,NA,NA,NA,NA,NA,NA,NA
athysanus_pusillus_s,athysanus_pusillus_s,athpus_s,10.756,0.4253,0.06,179.2666667,0.858923113,athpus_s,148,ATHPUS-S,S,2.26,37.11,16.42035398,,16.5,3.472111109,0.210430976,NA,NA,NA,NA,NA,NA,NA,NA
avena_barbata_n,avena_barbata_n,avebar_n,23.959,0.3656,0.1062,225.6026365,0.7095186,avebar_n,774,AVEBAR-N,N,0.72,40.87,56.76388889,,38,6.32455532,0.166435666,NA,NA,NA,NA,NA,NA,NA,NA
avena_barbata_s,avena_barbata_s,avebar_s,39.013,0.858,0.2881,135.4147865,0.664219114,avebar_s,775,AVEBAR-S,S,1.08,37.63,34.84259259,,35.5,4.859126579,0.136876805,NA,NA,NA,NA,NA,NA,NA,NA
avena_fatua_n,avena_fatua_n,avefat_n,42.581,0.631,0.1926,221.0851506,0.694770206,avefat_n,776,AVEFAT-N,N,1.17,38.98,33.31623932,,56.8,6.892830414,0.121352648,NA,NA,NA,NA,NA,NA,NA,NA
avena_fatua_s,avena_fatua_s,avefat_s,43.633,0.6841,0.2248,194.0969751,0.671393071,avefat_s,777,AVEFAT-S,S,1.06,37.73,35.59433962,,73.1,13.90003997,0.190151026,NA,NA,401,48.40798832,0.120718175,NA,NA,NA
baccharis_pilularis_n,baccharis_pilularis_n,bacpil_n,16.697,0.393,0.1592,104.8806533,0.594910941,bacpil_n,144,BACPIL-N,N,2.85,47.05,16.50877193,,222,73.30302404,0.330193802,NA,NA,233,78.09792388,0.335184223,0.535209165,0.062421633,0.116630351
balsamorhiza_deltoidea_s,balsamorhiza_deltoidea_s,baldel_s,816.849,26.7,4.9918,163.6381666,0.813041199,baldel_s,778,BALDEL-S,S,3.28,41.76,12.73170732,,28.52,4.505502808,0.157976957,NA,NA,142,34.25395354,0.241225025,NA,NA,NA
balsamorhiza_sericea_s,balsamorhiza_sericea_s,balser_s,488.425,21.28,3.2237,151.5106865,0.848510338,balser_s,779,BALSER-S,S,3.24,40.79,12.58950617,,18.44,2.318141018,0.125712637,NA,NA,165,38.65804502,0.234291182,NA,NA,NA
bellardia_trixago_n,bellardia_trixago_n,beltri_n,21.685,0.775,0.1624,133.5283251,0.790451613,beltri_n,780,BELTRI-N,N,1.6,37.35,23.34375,,18,5.033222957,0.279623498,NA,NA,NA,NA,NA,NA,NA,NA
bellardia_trixago_s,bellardia_trixago_s,beltri_s,8.734,0.2608,0.0655,133.3435115,0.748849693,beltri_s,781,BELTRI-S,S,1.06,40.08,37.81132075,,9.3,3.198958164,0.343973996,NA,NA,NA,NA,NA,NA,NA,NA
berberis_aquifolium_var_aquifolium_n,berberis_aquifolium_var_aquifolium_n,beraqua_n,868.62,22.055,10.4596,83.04524074,0.525749263,beraqua_n,782,BERAQUA-N,N,1.53,48.15,31.47058824,,49.4,21.58291505,0.436901114,7,1,333.5,60.00231477,0.179916986,0.601892619,0.099598944,0.165476267
berberis_aquifolium_var_aquifolium_s,berberis_aquifolium_var_aquifolium_s,beraqua_s,577.849,21.4,9.4069,61.42820695,0.560425234,beraqua_s,783,BERAQUA-S,S,1.38,48.24,34.95652174,,35.6,9.946523681,0.279396733,4,1,429.4,65.00974286,0.1513967,0.5034495,0.082458046,0.163786132
berberis_aquifolium_var_repens_n,berberis_aquifolium_var_repens_n,beraqur_n,854.714,24.7361,6.6323,128.8714322,0.731877701,beraqur_n,784,BERAQUR-N,N,1.03,46.13,44.78640777,,17.9,4.508017549,0.251844556,3,1,673.5,100.5554021,0.14930275,NA,NA,NA
berberis_nervosa_n,berberis_nervosa_n,berner_n,144.518,3.8246,1.9107,75.63615429,0.500418344,berner_n,766,BERNER-N,N,0.89,46.36,52.08988764,,36.4,6.397916327,0.175766932,5,1,769,85.5634917,0.111265919,0.452033,0.147714647,0.326778458
berberis_pumila_s,berberis_pumila_s,berpum_s,199.974,9.305,4.5923,43.54550008,0.50646964,berpum_s,785,BERPUM-S,S,1.03,48.41,47,,11.7,1.766981104,0.151024026,8,1,728,114.7751425,0.157658163,0.458785,0.196402546,0.42809278
brachypodium_distachyon_n,brachypodium_distachyon_n,bradis_n,5.936,0.0474,0.018,329.7777778,0.620253165,bradis_n,786,BRADIS-N,N,0.79,42.62,53.94936709,,28,5.715476066,0.204124145,NA,NA,NA,NA,NA,NA,NA,NA
brassica_nigra_n,brassica_nigra_n,branig_n,901.945,27.3363,4.4822,201.2281915,0.836034869,branig_n,132,BRANIG-N,N,2.79,40.26,14.43010753,,154.9,22.59031257,0.145838041,NA,NA,1.33,0.156702124,0.117821146,NA,NA,NA
brickellia_greenei_s,brickellia_greenei_s,brigre_s,27.172,0.5478,0.1444,188.1717452,0.736400146,brigre_s,787,BRIGRE-S,S,2.87,46.81,16.31010453,,39.8,8.24351597,0.207123517,NA,NA,96.2,12.95119042,0.134627759,NA,NA,NA
briza_maxima_n,briza_maxima_n,brimax_n,76.043,1.2413,0.3827,198.7013326,0.691694192,brimax_n,788,BRIMAX-N,N,1.32,43.03,32.59848485,,56.4,11.04737274,0.195875403,NA,NA,NA,NA,NA,NA,NA,NA
briza_maxima_s,briza_maxima_s,brimax_s,12.63,0.1728,0.0641,197.0358814,0.629050926,brimax_s,789,BRIMAX-S,S,0.41,37.86,92.34146341,,57.4,11.78699849,0.205348406,NA,NA,NA,NA,NA,NA,NA,NA
briza_minor_n,briza_minor_n,brimin_n,15.849,0.2007,0.0409,387.5061125,0.796213254,brimin_n,790,BRIMIN-N,N,1.13,41.56,36.77876106,,8.9,1.021980648,0.114829286,NA,NA,NA,NA,NA,NA,NA,NA
briza_minor_s,briza_minor_s,brimin_s,36.004,0.4526,0.0951,378.5909569,0.789880689,brimin_s,791,BRIMIN-S,S,0.85,41.23,48.50588235,,15.3,4.854551129,0.317290923,NA,NA,98.9,18.11353085,0.183149958,NA,NA,NA
brodiaea_elegans_n,brodiaea_elegans_n,broele_n,58.717,3.0043,0.4946,118.7161342,0.835369304,NA,NA,NA,NA,NA,NA,NA,NA,17.9,4.954235001,0.276772905,NA,NA,NA,NA,NA,NA,NA,NA
brodiaea_elegans_s,brodiaea_elegans_s,broele_s,30.023,1.9038,0.2453,122.3929882,0.871152432,broele_s,796,BROELE-S,S,0.97,39.54,40.7628866,,10.4,3.65756446,0.35168889,NA,NA,NA,NA,NA,NA,NA,NA
bromus_carinatus_n,bromus_carinatus_n,brocar_n,63.639,0.8898,0.2738,232.4287801,0.692290402,brocar_n,792,BROCAR-N,N,1.2,37.81,31.50833333,,70.7,11.90751397,0.168423111,NA,NA,NA,NA,NA,NA,NA,NA
bromus_carinatus_s,bromus_carinatus_s,brocar_s,106.565,2.8174,0.7867,135.4582433,0.720770924,brocar_s,793,BROCAR-S,S,2.1,40.69,19.37619048,,112.3,25.3116135,0.225392818,NA,NA,NA,NA,NA,NA,NA,NA
bromus_diandrus_n,bromus_diandrus_n,brodia_n,204,4.099,0.8112,251.4792899,0.802098073,brodia_n,794,BRODIA-N,N,2.37,40.71,17.17721519,,77.2,33.29264183,0.431251837,NA,NA,251,48.8648931,0.194680849,NA,NA,NA
bromus_diandrus_s,bromus_diandrus_s,brodia_s,55.015,0.8783,0.2076,265.004817,0.763634294,NA,NA,NA,NA,NA,NA,NA,NA,42.6,14.96068923,0.351189888,NA,NA,NA,NA,NA,NA,NA,NA
bromus_hordeaceus_n,bromus_hordeaceus_n,brohor_n,11.494,0.1437,0.038,302.4736842,0.735560195,brohor_n,797,BROHOR-N,N,0.97,36.42,37.54639175,,36.7,5.292552419,0.144211238,NA,NA,NA,NA,NA,NA,NA,NA
bromus_hordeaceus_s,bromus_hordeaceus_s,brohor_s,3.507,0.0373,0.0149,235.3691275,0.600536193,brohor_s,798,BROHOR-S,S,0.6,39.69,66.15,,48.2,11.17338107,0.231812885,NA,NA,NA,NA,NA,NA,NA,NA
bromus_laevipes_n,bromus_laevipes_n,brolae_n,112.696,1.363,0.3421,329.424145,0.749009538,brolae_n,799,BROLAE-N,N,1.96,42.25,21.55612245,,85.5,8.436033823,0.098667062,NA,NA,NA,NA,NA,NA,NA,NA
bromus_laevipes_s,bromus_laevipes_s,brolae_s,121.421,1.5488,0.4054,299.5091268,0.738248967,brolae_s,800,BROLAE-?,?,1.59,40.73,25.6163522,brolae_s missing from list,86.2,11.21308759,0.130082223,NA,NA,NA,NA,NA,NA,NA,NA
bromus_madritensis_n,bromus_madritensis_n,bromad_n,7.077,0.0888,0.0226,313.1415929,0.745495495,bromad_n,801,BROMAD-N,N,1.04,37.63,36.18269231,,27.8,4.049691346,0.145672351,NA,NA,NA,NA,NA,NA,NA,NA
bromus_madritensis_s,bromus_madritensis_s,bromad_s,30.217,0.5071,0.1564,193.2033248,0.69157957,bromad_s,802,BROMAD-S,S,1.27,41.57,32.73228346,,19,4.546060566,0.239266346,NA,NA,NA,NA,NA,NA,NA,NA
bromus_vulgaris_n,bromus_vulgaris_n,brovul_n,58.155,0.87,0.2173,267.6254027,0.750229885,brovul_n,945,BROMVUL-N,N,3.05,43.19,14.16065574,brovul_n missing from CN list,27.7,3.334999584,0.120397097,NA,NA,131,42.34776657,0.323265394,NA,NA,NA
calamagrostis_ophitidis_s,calamagrostis_ophiditis_s,caloph_s,23.453,0.9124,0.6024,38.93260292,0.339763262,caloph_s,819,CALOPH-S,S,0.92,38.79,42.16304348,,23.4,6.310485102,0.269678851,NA,NA,NA,NA,NA,NA,NA,NA
calandrinia_breweri_n,calandrinia_breweri_n,calbre_n,9.141,0.3816,0.0331,276.163142,0.913259958,calbre_n,805,CALBRE-N,N,2.57,37.65,14.64980545,,15.1,2.558211181,0.169417959,NA,NA,NA,NA,NA,NA,NA,NA
calandrinia_ciliata_n,calandrinia_ciliata_n,calcil_s,NA,0.4454,0.0546,NA,0.877413561,calcil_n,147,CALCIL-N,N,2.55,37.98,14.89411765,,8.48,1.447449865,0.170689843,NA,NA,NA,NA,NA,NA,NA,NA
calandrinia_ciliata_s,calandrinia_ciliata_s,calcil_s,8.41,0.3983,0.043,195.5813953,0.892041175,calcil_s,143,CALCIL-S,S,2.11,39.08,18.52132701,,2.59,1.372305441,0.52984766,NA,NA,NA,NA,NA,NA,NA,NA
calocedrus_decurrens_n,calocedrus_decurrens_n,caldec_n,5.037,0.0899,0.077,65.41558442,0.14349277,caldec_n,807,CALDEC-N,N,1.03,48.28,46.87378641,,1600,728.7737036,0.455483565,NA,NA,NA,NA,NA,0.527730683,0.073215287,0.138736081
calocedrus_decurrens_s,calocedrus_decurrens_s,caldec_s,0.141,0.0049,0.002,70.5,0.591836735,caldec_s,808,CALDEC-S,S,0.67,51.19,76.40298507,,972.7,611.8890695,0.629062475,NA,NA,NA,NA,NA,0.571901435,0.167144174,0.292260456
calochortus_amabilis_n,calochortus_amabilis_n,calama_n,257.844,8.9163,1.5398,167.452916,0.827305048,calama_n,803,CALAMA-N,N,2.07,42.23,20.40096618,,19.6,6.801960502,0.347038801,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_amabilis_s,calochortus_amabilis_s,calama_s,175.633,6.3056,1.2373,141.9485978,0.803777595,calama_s,804,CALAMA-S,S,2.01,43.22,21.50248756,,17.5,7.321960879,0.418397765,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_howellii_s,calochortus_howellii_s,calhow_s,83.164,7.4637,1.9602,42.42628303,0.737368865,calhow_s,809,CALHOW-S,S,1.09,41.5,38.0733945,,15.9,7.781031066,0.489373023,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_luteus_n,calochortus_luteus_n,callut_n,22.663,0.6989,0.1107,204.7244806,0.841608242,callut_n,812,CALLUT-N,N,1.69,42.03,24.86982249,,23.16666667,5.344779384,0.230709901,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_luteus_s,calochortus_luteus_s,callut_s,10.807,0.2336,0.0424,254.8820755,0.818493151,callut_s,813,CALLUT-S,S,1.05,42.24,40.22857143,,15.8,2.97396107,0.188225384,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_superbus_n,calochortus_superbus_n,calsup_n,8.939,0.2199,0.035,255.4,0.840836744,calsup_n,817,CALSUP-N,N,1.34,41.69,31.1119403,,27.3,5.25039681,0.192322227,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_superbus_s,calochortus_superbus_s,calsup_s,9.886,0.2324,0.0418,236.507177,0.820137694,calsup_s,818,CALSUP-S,S,1.07,41.17,38.47663551,,16.6,2.75680975,0.166072877,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_tolmiei_n,calochortus_tolmiei_n,caltol_n,104.356,4.2543,0.7465,139.793704,0.824530475,caltol_n,820,CALTOL-N,N,2.48,43.22,17.42741935,,12.85,4.123442467,0.320890464,NA,NA,NA,NA,NA,NA,NA,NA
calochortus_tolmiei_s,calochortus_tolmiei_s,caltol_s,211.489,10.78,1.8392,114.9896694,0.829387755,caltol_s,821,CALTOL-S,S,1.62,42.13,26.00617284,,23.3,4.808557187,0.206375845,NA,NA,498,64.77310827,0.130066482,NA,NA,NA
calochortus_vestae_s,calochortus_vestae_s,calves_s,51.934,2.2983,0.3752,138.4168443,0.836748901,calves_s,822,CALVES-S,S,1.22,40.14,32.90163934,,38.8,8.753412033,0.225603403,NA,NA,NA,NA,NA,NA,NA,NA
calycadenia_pauciflora_s,calycadenia_pauciflora_s,calpau_s,7.519,0.312,0.0754,99.72148541,0.758333333,calpau_s,814,CALPAU-S,S,1.64,38.8,23.65853659,,30,4.944132325,0.164804411,NA,NA,NA,NA,NA,NA,NA,NA
calycanthus_occidentalis_s,calycanthus_occidentalis_s,calocc_s,188.162,4.3441,1.6328,115.2388535,0.624133883,calocc_s,810,CALOCC-S,S,1.59,41.96,26.38993711,,194,90.5783884,0.466898909,NA,NA,107,21.62817093,0.202132439,0.520606178,0.088922429,0.170805558
calystegia_collina_s,calystegia_collina_s,calcol_s,17.601,0.4489,0.1165,151.0815451,0.740476721,calcol_s,806,CALCOL-S,S,2.9,42.3,14.5862069,,6.5,2.838231061,0.436650932,NA,NA,NA,NA,NA,NA,NA,NA
calystegia_occidentalis_s,calystegia_occidentalis_s,calocc2_s,35.656,1.245,0.1944,183.4156379,0.843855422,calocc2_s,811,CALOCC2-S,S,3.89,44.19,11.35989717,,15.79,4.108919836,0.260222916,NA,NA,141,49.54235001,0.351364184,NA,NA,NA
calystegia_purpurata_n,calystegia_purpurata_n,calpur_n,71.282,1.7566,0.2391,298.126307,0.863884777,calpur_n,815,CALPUR-N,N,3.49,43.25,12.39255014,,53.1,50.60621394,0.953036044,NA,NA,120.4,41.48145503,0.344530357,NA,NA,NA
calystegia_purpurata_s,calystegia_purpurata_s,calpur_s,102.874,2.4432,0.389,264.4575835,0.84078258,calpur_s,816,CALPUR-S,S,3.53,42.08,11.92067989,,115.9,96.24326816,0.830399208,NA,NA,136,15.77621275,0.116001564,NA,NA,NA
camissonia_graciliflora_n,camissonia_graciliflora_n,camgra_n,30.76,1.1018,0.2405,127.9002079,0.78172082,camgra_n,823,CAMGRA-N,N,1.38,23.83,17.26811594,,5.1,0.994428926,0.194986064,NA,NA,NA,NA,NA,NA,NA,NA
camissonia_graciliflora_s,camissonia_graciliflora_s,camgra_s,20.877,0.6766,0.1377,151.6122004,0.796482412,camgra_s,824,CAMGRA-S,S,2.17,40.31,18.57603687,,6.76,1.075174404,0.159049468,NA,NA,NA,NA,NA,NA,NA,NA
camissonia_intermedia_n,camissonia_intermedia_n,camint_n,18.859,0.443,0.0955,197.4764398,0.784424379,camint_n,825,CAMINT-N,N,1.07,42.38,39.60747664,,15.8,5.996295152,0.379512351,NA,NA,NA,NA,NA,NA,NA,NA
camissonia_intermedia_s,camissonia_intermedia_s,camint_s,19.732,0.5185,0.1089,181.1937557,0.78997107,camint_s,826,CAMINT-S,S,0.65,40.9,62.92307692,,16.5,7.487025815,0.45375914,NA,NA,79.8,16.53145151,0.207161046,NA,NA,NA
campanula_prenanthoides_n,campanula_prenanthoides_n,campre_n,34.83,0.4293,0.05845,608.06931,0.863848125,campre_n,827,CAMPRE-N,N,3.66,42.47,11.60382514,,35.03846154,11.77295902,0.336001026,NA,NA,77.1,18.84704516,0.244449354,NA,NA,NA
campanula_scouleri_n,campanula_scouleri_n,camsco_n,44.897,0.6126,0.0991,453.0474268,0.838230493,camsco_n,828,CAMSCO-N,N,2.51,43.4,17.29083665,,15.2,6.051629716,0.398133534,NA,NA,109.2,16.71193851,0.15303973,NA,NA,NA
cardamine_californica_n,cardamine_californica_n,carcal_n,195.43,4.7771,0.4945,395.2072801,0.896485315,carcal_n,829,CARCAL-N,N,3.83,39.68,10.36031332,,37.3,9.944847912,0.266617906,NA,NA,115,35.35533906,0.307437731,NA,NA,NA
cardamine_californica_s,cardamine_californica_s,carcal_s,28.124,2.175,0.2726,103.1694791,0.874666667,carcal_s,830,CARCAL-S,S,2.64,36.03,13.64772727,,5.166666667,1.346291202,0.260572491,NA,NA,175.5,34.99603152,0.199407587,NA,NA,NA
cardamine_nuttallii_n,cardamine_nuttallii_n,carnut_n,37.342,1.045,0.0925,403.6972973,0.911483254,carnut_n,832,CARNUT-N,N,3.95,39.71,10.05316456,,11.9,3.446415207,0.289614723,NA,NA,1.23,0.245175674,0.199329816,NA,NA,NA
cardamine_oligosperma_n,cardamine_oligosperma_n,caroli_n,34.666,0.7214,0.124,279.5645161,0.828112004,caroli_n,833,CAROLI-N,N,4.45,41.68,9.366292135,,15.5,10.04711125,0.648200726,NA,NA,NA,NA,NA,NA,NA,NA
carduus_pycnocephalus_n,carduus_pycnocephalus_n,carpyc_n,1193.571,75.695,7.3213,163.0271946,0.903278948,carpyc_n,948,CARPYC-N,N,1.99,37.75,18.96984925,,55.8,27.65582117,0.495624035,9,2,122.6,20.72679425,0.169060312,NA,NA,NA
carduus_pycnocephalus_s,carduus_pycnocephalus_s,carpyc_s,179.102,9.9804,1.1738,152.5830636,0.882389483,carpyc_s,947,CARPYC-S,S,1.59,36.69,23.0754717,,39.6,19.155504,0.483724848,10,2,NA,NA,NA,NA,NA,NA
carex_mendocinensis_s,carex_mendocinensis_s,carmen_s,28.608,0.92,0.3591,79.66583124,0.609673913,carmen_s,831,CARMAN-S,S,0.95,43.5,45.78947368,carmen_s missing from CN list,15.5,5.911382617,0.381379524,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_affinis_ssp_affinis_s,castilleja_affinis_ssp_affinis_s,casaff_s,25.824,0.5849,0.122,211.6721311,0.791417336,casaff_s,835,CASAFF-S,S,1.5,35.48,23.65333333,,25.5,5.8357138,0.228851522,NA,NA,124.5,17.98301668,0.144441901,NA,NA,NA
castilleja_attenuata_n,castilleja_attenuata_n,casatt_n,7.524,0.1218,0.0239,314.8117155,0.803776683,casatt_n,836,CASATT-N,N,1.81,34.62,19.12707182,,17.1,3.732738048,0.218288775,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_attenuata_s,castilleja_attenuata_s,casatt_s,8.128,0.1473,0.0307,264.7557003,0.791581806,NA,NA,NA,NA,NA,NA,NA,NA,17.1,4.148627618,0.242609802,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_densiflora_n,castilleja_densiflora_n,casden_n,8.218,0.1876,0.0288,285.3472222,0.846481876,casden_n,837,CASDEN-N,N,1.49,35.82,24.04026846,,19.9,2.998147576,0.150660682,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_exserta_n,castilleja_exserta_n,casexs_n,11.342,0.1727,0.03395,333.67776,0.803416329,casexs_n,838,CASEXS-N,N,3.07,36.64,11.93485342,,19.3,5.759203161,0.298404309,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_exserta_s,castilleja_exserta_s,casexs_s,11.339,0.2076,0.0473,239.7251586,0.772157996,casexs_s,839,CASEXS-S,S,2.83,37.96,13.41342756,,10.6,2.951459149,0.278439542,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_foliolosa_n,castilleja_foliolosa_n,casfol_n,16.401,0.3243,0.1095,149.7808219,0.662349676,casfol_n,840,CASFOL-N,N,1.79,35.22,19.67597765,,40.6,11.53930481,0.28421933,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_foliolosa_s,castilleja_foliolosa_s,casfol_s,7.497,0.1674,0.0488,153.6270492,0.708482676,casfol_s,841,CASFOL-S,S,1.44,41.2,28.61111111,,35.8,4.565571645,0.127529934,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_hispida_s,castilleja_hispida_s,cashis_s,34.687,0.73,0.1727,200.851187,0.763424658,cashis_s,842,CASHIS-S,S,1.69,38.5,22.78106509,,15.35,4.737849958,0.30865472,NA,NA,118,35.83914682,0.303721583,NA,NA,NA
castilleja_miniata_n,castilleja_miniata_n,casmin_n,41.247,0.8568,0.1613,255.716057,0.811741363,casmin_n,843,CASMIN-N,N,2.31,42.81,18.53246753,,33.4,6.686636756,0.200198705,NA,NA,139.6,49.92705791,0.357643681,NA,NA,NA
castilleja_pruinosa_s,castilleja_pruinosa_s,caspru_s,26.495,0.84,0.149,177.8187919,0.822619048,caspru_s,844,CASPRU-S,S,3.09,43.91,14.21035599,,8.8,2.347575582,0.266769952,NA,NA,117,9.486832981,0.081084043,NA,NA,NA
castilleja_rubicundula_n,castilleja_rubicundula_n,casrub_n,11.77,0.1775,0.0393,299.4910941,0.778591549,casrub_n,845,CASRUB-N,N,1.43,31.5,22.02797203,,20.8,4.848825746,0.233116622,NA,NA,NA,NA,NA,NA,NA,NA
castilleja_rubicundula_s,castilleja_rubicundula_s,casrub_s,27.195,0.475,0.087,312.5862069,0.816842105,casrub_s,846,CASRUB-S,S,1.71,32.39,18.94152047,,15.1,4.040077007,0.267554769,NA,NA,NA,NA,NA,NA,NA,NA
ceanothus_confusus_s,ceanothus_confusus_s,ceacon_s,4.927,0.3798,0.1914,25.74190178,0.496050553,ceacon_s,847,CEACON-S,S,1.21,50.21,41.49586777,,10.6,6.432556084,0.606844914,NA,NA,360,77.78174593,0.216060405,0.670656667,0.100525604,0.149891307
ceanothus_cordulatus_n,ceanothus_cordulatus_n,ceacor_n,12.007,0.2644,0.1248,96.2099359,0.527987897,ceacor_n,848,CEACOR-N,N,2.61,49.3,18.88888889,,96.9,22.64435176,0.233687841,11,3,141,37.62386949,0.266835954,0.521341992,0.116896982,0.224223223
ceanothus_cordulatus_s,ceanothus_cordulatus_s,ceacor_s,7.904,0.1863,0.0814,97.1007371,0.563070317,ceacor_s,849,CEACOR-S,S,2.13,48.2,22.62910798,,63.2,14.78587915,0.233953784,NA,NA,109,35.33962208,0.324216716,0.624022397,0.151512736,0.242800157
ceanothus_cuneatus_n,ceanothus_cuneatus_n,ceacun_n,5.676,0.2338,0.0905,62.71823204,0.612917023,ceacun_n,850,CEACUN-N,N,2.22,49.25,22.18468468,,98.5,14.8117821,0.150373422,6,2,254.1,60.53731632,0.238242095,0.591302629,0.152999952,0.25875067
