NewID	tjm1ID	family	mrt	Exotic/Native	RnA	RnA.original	RnA.source	RnA.notes	genus	Column 2 
4753	4755	Polemoniaceae	Collomia_tracyi	Native	CFP	CFP	T6.fam		Collomia	Ericales
5658	5658	Rhamnaceae	Colubrina_californica	Native	NotCFP	NotCFP	T11		Colubrina	Rosales
8272	NA	Asteraceae	Columbiadoria_hallii	Native					Columbiadoria	
3228	3229	Fabaceae	Colutea_arborescens	Exotic					Colutea	Fabales
6022	6022	Santalaceae	Comandra_umbellata_californica	Native	MaT	MaT	T5.gen		Comandra	Santalales
2938	2937	Ericaceae	Comarostaphylis_diversifolia	Native	MaT	MaT	T5.fam		Comarostaphylis	Ericales
2939	2938	Ericaceae	Comarostaphylis_diversifolia_diversifolia	Native	MaT	MaT	T5.fam		Comarostaphylis	Ericales
2940	2939	Ericaceae	Comarostaphylis_diversifolia_planifolia	Native	MaT	MaT	T5.fam		Comarostaphylis	Ericales
6725	6726	Commelinaceae	Commelina_benghalensis	Exotic					Commelina	Commelinales
5659	5659	Rhamnaceae	Condalia_globosa_pubescens	Native	WTD	WTD	T8.gen		Condalia	Rosales
198	198	Aizoaceae	Conicosia_pugioniformis	Exotic					Conicosia	Caryophyllales
262	262	Apiaceae	Conioselinum_pacificum	Native	NTm	NTm	T4.fam		Conioselinum	Apiales
263	263	Apiaceae	Conium_maculatum	Exotic	NTm	NTm	T4.fam		Conium	Apiales
1982	1981	Brassicaceae	Conringia_orientalis	Exotic					Conringia	Brassicales
5477	NA	Ranunculaceae	Consolida_ajacis	Exotic	NTm	NTm	T4.fam		Consolida	Ranunculales
2690	2689	Convolvulaceae	Convolvulus_althaeoides	Exotic	MaT	MaT	T5.gen		Convolvulus	Solanales
2691	2690	Convolvulaceae	Convolvulus_arvensis	Exotic	MaT	MaT	T5.gen		Convolvulus	Solanales
2692	2691	Convolvulaceae	Convolvulus_simulans	Native	MaT	MaT	T5.gen		Convolvulus	Solanales
790	790	Asteraceae	Conyza_bilbaoana	Exotic	WTD	WTD	T8.gen		Conyza	Asterales
791	791	Asteraceae	Conyza_bonariensis	Exotic	WTD	WTD	T8.gen		Conyza	Asterales
792	792	Asteraceae	Conyza_canadensis	Native	WTD	WTD	T8.gen		Conyza	Asterales
793	793	Asteraceae	Conyza_coulteri	Native	WTD	WTD	T8.gen		Conyza	Asterales
794	794	Asteraceae	Conyza_floribunda	Exotic	WTD	WTD	T8.gen		Conyza	Asterales
8053	NA	Asteraceae	Conyza_subdecurrens	Native	WTD	WTD	T8.gen		Conyza	Asterales
5478	5478	Ranunculaceae	Coptis_laciniata	Native	NTm	NTm	T4.fam		Coptis	Ranunculales
7412	7413	Orchidaceae	Corallorhiza_maculata	Exotic	NTm	NTm	T4.fam		Corallorhiza	Asparagales
7413	7414	Orchidaceae	Corallorhiza_mertensiana	Exotic	NTm	NTm	T4.fam		Corallorhiza	Asparagales
7414	7415	Orchidaceae	Corallorhiza_striata	Exotic	NTm	NTm	T4.fam		Corallorhiza	Asparagales
7415	7416	Orchidaceae	Corallorhiza_trifida	Exotic	NTm	NTm	T4.fam		Corallorhiza	Asparagales
6210	6211	Scrophulariaceae	Cordylanthus_capitatus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6211	6212	Scrophulariaceae	Cordylanthus_eremicus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6212	6213	Scrophulariaceae	Cordylanthus_eremicus_eremicus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6213	6214	Scrophulariaceae	Cordylanthus_eremicus_kernensis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
8178	NA	Scrophulariaceae	Cordylanthus_involutus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6214	6215	Scrophulariaceae	Cordylanthus_kingii_helleri	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6215	6216	Scrophulariaceae	Cordylanthus_maritimus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6216	6217	Scrophulariaceae	Cordylanthus_maritimus_canescens	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6217	6218	Scrophulariaceae	Cordylanthus_maritimus_maritimus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6218	6219	Scrophulariaceae	Cordylanthus_maritimus_palustris	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6219	6220	Scrophulariaceae	Cordylanthus_mollis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6220	6221	Scrophulariaceae	Cordylanthus_mollis_hispidus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6221	6222	Scrophulariaceae	Cordylanthus_mollis_mollis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6222	6223	Scrophulariaceae	Cordylanthus_nevinii	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6223	6224	Scrophulariaceae	Cordylanthus_nidularius	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6224	6225	Scrophulariaceae	Cordylanthus_orcuttianus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6225	6226	Scrophulariaceae	Cordylanthus_palmatus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6226	6227	Scrophulariaceae	Cordylanthus_parviflorus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6227	6228	Scrophulariaceae	Cordylanthus_pilosus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6228	6229	Scrophulariaceae	Cordylanthus_pilosus_hansenii	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6229	6230	Scrophulariaceae	Cordylanthus_pilosus_pilosus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6230	6231	Scrophulariaceae	Cordylanthus_pilosus_trifidus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6231	6232	Scrophulariaceae	Cordylanthus_pringlei	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6232	6233	Scrophulariaceae	Cordylanthus_ramosus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6233	6234	Scrophulariaceae	Cordylanthus_rigidus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6234	6235	Scrophulariaceae	Cordylanthus_rigidus_brevibracteatus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6235	6236	Scrophulariaceae	Cordylanthus_rigidus_littoralis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6236	6237	Scrophulariaceae	Cordylanthus_rigidus_rigidus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6237	6238	Scrophulariaceae	Cordylanthus_rigidus_setigerus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6238	6239	Scrophulariaceae	Cordylanthus_tecopensis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6239	6240	Scrophulariaceae	Cordylanthus_tenuis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6240	6241	Scrophulariaceae	Cordylanthus_tenuis_barbatus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6241	6242	Scrophulariaceae	Cordylanthus_tenuis_brunneus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6242	6243	Scrophulariaceae	Cordylanthus_tenuis_capillaris	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6243	6244	Scrophulariaceae	Cordylanthus_tenuis_pallescens	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6244	6245	Scrophulariaceae	Cordylanthus_tenuis_tenuis	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
6245	6246	Scrophulariaceae	Cordylanthus_tenuis_viscidus	Native	NTm	NTm	T4.fam		Cordylanthus	Lamiales
795	795	Asteraceae	Coreopsis_bigelovii	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
796	796	Asteraceae	Coreopsis_californica_californica	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
797	797	Asteraceae	Coreopsis_calliopsidea	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
798	798	Asteraceae	Coreopsis_douglasii	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
799	799	Asteraceae	Coreopsis_gigantea	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
800	800	Asteraceae	Coreopsis_hamiltonii	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
801	801	Asteraceae	Coreopsis_lanceolata	Exotic	CFP	CFP	T6.fam		Coreopsis	Asterales
802	802	Asteraceae	Coreopsis_maritima	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
803	803	Asteraceae	Coreopsis_stillmanii	Native	CFP	CFP	T6.fam		Coreopsis	Asterales
804	804	Asteraceae	Coreopsis_tinctoria	Exotic	CFP	CFP	T6.fam		Coreopsis	Asterales
805	805	Asteraceae	Coreopsis_wrightii	Exotic	CFP	CFP	T6.fam		Coreopsis	Asterales
264	264	Apiaceae	Coriandrum_sativum	Exotic	NTm	NTm	T4.fam		Coriandrum	Apiales
2623	2622	Chenopodiaceae	Corispermum_hyssopifolium	Exotic					Corispermum	Caryophyllales
2701	2700	Cornaceae	Cornus_canadensis	Native	NTm			in RnA?	Cornus	Cornales
2702	2701	Cornaceae	Cornus_glabrata	Native	NTm			in RnA?	Cornus	Cornales
2703	2702	Cornaceae	Cornus_nuttallii	Native	NTm			in RnA?	Cornus	Cornales
2704	2703	Cornaceae	Cornus_sericea	Native	NTm			in RnA?	Cornus	Cornales
2705	2704	Cornaceae	Cornus_sericea_occidentalis	Native	NTm			in RnA?	Cornus	Cornales
2706	2705	Cornaceae	Cornus_sericea_sericea	Native	NTm			in RnA?	Cornus	Cornales
2707	2706	Cornaceae	Cornus_sessilis	Native	NTm			in RnA?	Cornus	Cornales
8273	NA	Cornaceae	Cornus_unalaschkensis	Native	NTm				Cornus	Cornales
1983	1982	Brassicaceae	Coronopus_didymus	Exotic					Coronopus	Brassicales
1984	1983	Brassicaceae	Coronopus_squamatus	Exotic					Coronopus	Brassicales
7586	7587	Poaceae	Cortaderia_jubata	Exotic					Cortaderia	Poales
7587	7588	Poaceae	Cortaderia_selloana	Exotic					Cortaderia	Poales
4670	4672	Papaveraceae	Corydalis_aurea	Native	NTm	NTm	T4.gen		Corydalis	Ranunculales
4671	4673	Papaveraceae	Corydalis_caseana_caseana	Native	NTm	NTm	T4.gen		Corydalis	Ranunculales
1648	1647	Betulaceae	Corylus_cornuta_californica	Native	NTm	NTm	T4.fam		Corylus	Fagales
806	806	Asteraceae	Cosmos_bipinnatus	Exotic					Cosmos	Asterales
807	807	Asteraceae	Cosmos_sulphureus	Exotic					Cosmos	Asterales
5702	5702	Rosaceae	Cotoneaster_franchetii	Exotic	NTm			DA: filled in NT here	Cotoneaster	Rosales
5703	5703	Rosaceae	Cotoneaster_pannosa	Exotic	NTm			DA: filled in NT here	Cotoneaster	Rosales
808	808	Asteraceae	Cotula_australis	Exotic					Cotula	Asterales
809	809	Asteraceae	Cotula_coronopifolia	Exotic					Cotula	Asterales
2710	2709	Crassulaceae	Cotyledon_orbiculata_oblonga	Exotic					Cotyledon	Saxifragales
2711	2710	Crassulaceae	Crassula_aquatica	Native	NTm	NTm	T4.fam		Crassula	Saxifragales
2712	2711	Crassulaceae	Crassula_connata	Native	NTm	NTm	T4.fam		Crassula	Saxifragales
2713	2712	Crassulaceae	Crassula_solieri	Native	NTm	NTm	T4.fam		Crassula	Saxifragales
2714	2713	Crassulaceae	Crassula_tillaea	Exotic	NTm	NTm	T4.fam		Crassula	Saxifragales
5704	5704	Rosaceae	Crataegus_douglasii	Native	NTm	NTm	T4.fam		Crataegus	Rosales
5705	5705	Rosaceae	Crataegus_suksdorfii	Native	NTm	NTm	T4.fam		Crataegus	Rosales
810	810	Asteraceae	Crepis_acuminata	Native	NTm	NTm	T4.gen		Crepis	Asterales
811	811	Asteraceae	Crepis_bakeri	Native	NTm	NTm	T4.gen		Crepis	Asterales
812	812	Asteraceae	Crepis_bursifolia	Exotic	NTm	NTm	T4.gen		Crepis	Asterales
813	813	Asteraceae	Crepis_capillaris	Exotic	NTm	NTm	T4.gen		Crepis	Asterales
814	814	Asteraceae	Crepis_intermedia	Native	NTm	NTm	T4.gen		Crepis	Asterales
815	815	Asteraceae	Crepis_modocensis	Native	NTm	NTm	T4.gen		Crepis	Asterales
816	816	Asteraceae	Crepis_monticola	Native	NTm	NTm	T4.gen		Crepis	Asterales
817	817	Asteraceae	Crepis_nana	Native	NTm	NTm	T4.gen		Crepis	Asterales
818	818	Asteraceae	Crepis_occidentalis	Native	NTm	NTm	T4.gen		Crepis	Asterales
819	819	Asteraceae	Crepis_pleurocarpa	Native	NTm	NTm	T4.gen		Crepis	Asterales
8274	NA	Asteraceae	Crepis_pulchra	Native	NTm	NTm	T4.gen		Crepis	Asterales
820	820	Asteraceae	Crepis_runcinata	Native	NTm	NTm	T4.gen		Crepis	Asterales
821	821	Asteraceae	Crepis_runcinata_andersonii	Native	NTm	NTm	T4.gen		Crepis	Asterales
822	822	Asteraceae	Crepis_runcinata_hallii	Native	NTm	NTm	T4.gen		Crepis	Asterales
823	823	Asteraceae	Crepis_setosa	Exotic	NTm	NTm	T4.gen		Crepis	Asterales
824	824	Asteraceae	Crepis_vesicaria_taraxacifolia	Exotic	NTm	NTm	T4.gen		Crepis	Asterales
2693	2692	Convolvulaceae	Cressa_truxillensis	Native	WTD	WTD	T8.gen		Cressa	Solanales
825	825	Asteraceae	Crocidium_multicaule	Native	CFP	CFP	T6.gen		Crocidium	Asterales
6965	6966	Iridaceae	Crocosmia_X-crocosmiiflora	Exotic					Crocosmia	Asparagales
2784	2783	Crossosomataceae	Crossosoma_bigelovii	Native	WTD	WTD	T8.fam		Crossosoma	Crossosomatales
2785	2784	Crossosomataceae	Crossosoma_californicum	Native	WTD	WTD	T8.fam		Crossosoma	Crossosomatales
3009	3008	Euphorbiaceae	Croton_californicus	Native	WTD	WTD	T8.gen		Croton	Malpighiales
3010	3009	Euphorbiaceae	Croton_wigginsii	Native	WTD	WTD	T8.gen		Croton	Malpighiales
5888	5888	Rubiaceae	Crucianella_angustifolia	Exotic					Crucianella	Gentianales
826	826	Asteraceae	Crupina_vulgaris	Exotic					Crupina	Asterales
7588	7589	Poaceae	Crypsis_alopecuroides	Exotic					Crypsis	Poales
7589	7590	Poaceae	Crypsis_schoenoides	Exotic					Crypsis	Poales
7590	7591	Poaceae	Crypsis_vaginiflora	Exotic					Crypsis	Poales
1672	1671	Boraginaceae	Cryptantha_affinis	Native	CFP	CFP	fam.text		Cryptantha	
1673	1672	Boraginaceae	Cryptantha_ambigua	Native	CFP	CFP	fam.text		Cryptantha	
1674	1673	Boraginaceae	Cryptantha_angustifolia	Native	CFP	CFP	fam.text		Cryptantha	
1675	1674	Boraginaceae	Cryptantha_barbigera	Native	CFP	CFP	fam.text		Cryptantha	
1676	1675	Boraginaceae	Cryptantha_cinerea_abortiva	Native	CFP	CFP	fam.text		Cryptantha	
1677	1676	Boraginaceae	Cryptantha_circumscissa	Native	CFP	CFP	fam.text		Cryptantha	
1678	1677	Boraginaceae	Cryptantha_clevelandii	Native	CFP	CFP	fam.text		Cryptantha	
1679	1678	Boraginaceae	Cryptantha_clokeyi	Native	CFP	CFP	fam.text		Cryptantha	
1680	1679	Boraginaceae	Cryptantha_confertiflora	Native	CFP	CFP	fam.text		Cryptantha	
1681	1680	Boraginaceae	Cryptantha_costata	Native	CFP	CFP	fam.text		Cryptantha	
1682	1681	Boraginaceae	Cryptantha_crinita	Native	CFP	CFP	fam.text		Cryptantha	
1683	1682	Boraginaceae	Cryptantha_crymophila	Native	CFP	CFP	fam.text		Cryptantha	
1684	1683	Boraginaceae	Cryptantha_decipiens	Native	CFP	CFP	fam.text		Cryptantha	
1685	1684	Boraginaceae	Cryptantha_dumetorum	Native	CFP	CFP	fam.text		Cryptantha	
1686	1685	Boraginaceae	Cryptantha_echinella	Native	CFP	CFP	fam.text		Cryptantha	
1687	1686	Boraginaceae	Cryptantha_excavata	Native	CFP	CFP	fam.text		Cryptantha	
1688	1687	Boraginaceae	Cryptantha_flaccida	Native	CFP	CFP	fam.text		Cryptantha	
1689	1688	Boraginaceae	Cryptantha_flavoculata	Native	CFP	CFP	fam.text		Cryptantha	
8127	NA	Boraginaceae	Cryptantha_foliosa	Native	CFP	CFP	fam.text		Cryptantha	
1690	1689	Boraginaceae	Cryptantha_ganderi	Native	CFP	CFP	fam.text		Cryptantha	
1691	1690	Boraginaceae	Cryptantha_glomeriflora	Native	CFP	CFP	fam.text		Cryptantha	
1692	1691	Boraginaceae	Cryptantha_gracilis	Native	CFP	CFP	fam.text		Cryptantha	
1693	1692	Boraginaceae	Cryptantha_hispidula	Native	CFP	CFP	fam.text		Cryptantha	
1694	1693	Boraginaceae	Cryptantha_holoptera	Native	CFP	CFP	fam.text		Cryptantha	
1695	1694	Boraginaceae	Cryptantha_hooveri	Native	CFP	CFP	fam.text		Cryptantha	
1696	1695	Boraginaceae	Cryptantha_humilis	Native	CFP	CFP	fam.text		Cryptantha	
1697	1696	Boraginaceae	Cryptantha_incana	Native	CFP	CFP	fam.text		Cryptantha	
1698	1697	Boraginaceae	Cryptantha_intermedia	Native	CFP	CFP	fam.text		Cryptantha	
1699	1698	Boraginaceae	Cryptantha_leiocarpa	Native	CFP	CFP	fam.text		Cryptantha	
1700	1699	Boraginaceae	Cryptantha_mariposae	Native	CFP	CFP	fam.text		Cryptantha	
1701	1700	Boraginaceae	Cryptantha_maritima	Native	CFP	CFP	fam.text		Cryptantha	
1702	1701	Boraginaceae	Cryptantha_micrantha	Native	CFP	CFP	fam.text		Cryptantha	
1703	1702	Boraginaceae	Cryptantha_micromeres	Native	CFP	CFP	fam.text		Cryptantha	
1704	1703	Boraginaceae	Cryptantha_microstachys	Native	CFP	CFP	fam.text		Cryptantha	
1705	1704	Boraginaceae	Cryptantha_milobakeri	Native	CFP	CFP	fam.text		Cryptantha	
1706	1705	Boraginaceae	Cryptantha_mohavensis	Native	CFP	CFP	fam.text		Cryptantha	
1707	1706	Boraginaceae	Cryptantha_muricata	Native	CFP	CFP	fam.text		Cryptantha	
1708	1707	Boraginaceae	Cryptantha_nemaclada	Native	CFP	CFP	fam.text		Cryptantha	
1709	1708	Boraginaceae	Cryptantha_nevadensis	Native	CFP	CFP	fam.text		Cryptantha	
1710	1709	Boraginaceae	Cryptantha_nubigena	Native	CFP	CFP	fam.text		Cryptantha	
1711	1710	Boraginaceae	Cryptantha_oxygona	Native	CFP	CFP	fam.text		Cryptantha	
1712	1711	Boraginaceae	Cryptantha_pterocarya	Native	CFP	CFP	fam.text		Cryptantha	
1713	1712	Boraginaceae	Cryptantha_racemosa	Native	CFP	CFP	fam.text		Cryptantha	
1714	1713	Boraginaceae	Cryptantha_recurvata	Native	CFP	CFP	fam.text		Cryptantha	
1715	1714	Boraginaceae	Cryptantha_roosiorum	Native	CFP	CFP	fam.text		Cryptantha	
1716	1715	Boraginaceae	Cryptantha_simulans	Native	CFP	CFP	fam.text		Cryptantha	
1717	1716	Boraginaceae	Cryptantha_sobolifera	Native	CFP	CFP	fam.text		Cryptantha	
1718	1717	Boraginaceae	Cryptantha_torreyana	Native	CFP	CFP	fam.text		Cryptantha	
1719	1718	Boraginaceae	Cryptantha_traskiae	Native	CFP	CFP	fam.text		Cryptantha	
1720	1719	Boraginaceae	Cryptantha_tumulosa	Native	CFP	CFP	fam.text		Cryptantha	
1721	1720	Boraginaceae	Cryptantha_utahensis	Native	CFP	CFP	fam.text		Cryptantha	
1722	1721	Boraginaceae	Cryptantha_virginensis	Native	CFP	CFP	fam.text		Cryptantha	
1723	1722	Boraginaceae	Cryptantha_watsonii	Native	CFP	CFP	fam.text		Cryptantha	
8128	NA	Boraginaceae	Cryptantha_wigginsii	Native	CFP	CFP	fam.text		Cryptantha	
80	80	Pteridaceae	Cryptogramma_acrostichoides	Native					Cryptogramma	
81	81	Pteridaceae	Cryptogramma_cascadensis	Native					Cryptogramma	
2791	2790	Cucurbitaceae	Cucumis_melo_dudaim	Exotic					Cucumis	Cucurbitales
2792	2791	Cucurbitaceae	Cucumis_myriocarpus	Exotic					Cucumis	Cucurbitales
8054	NA	Cucurbitaceae	Cucurbita_cordata	Native	WTD	WTD	T8.gen		Cucurbita	Cucurbitales
2793	2792	Cucurbitaceae	Cucurbita_digitata	Native	WTD	WTD	T8.gen		Cucurbita	Cucurbitales
2794	2793	Cucurbitaceae	Cucurbita_foetidissima	Native	WTD	WTD	T8.gen		Cucurbita	Cucurbitales
2795	2794	Cucurbitaceae	Cucurbita_palmata	Native	WTD	WTD	T8.gen		Cucurbita	Cucurbitales
112	112	Cupressaceae	Cupressus_abramsiana	Native	MaT	MaT	T5.gen		Cupressus	
113	113	Cupressaceae	Cupressus_arizonica	Native	MaT	MaT	T5.gen		Cupressus	
114	114	Cupressaceae	Cupressus_arizonica_arizonica	Native	MaT	MaT	T5.gen		Cupressus	
115	115	Cupressaceae	Cupressus_arizonica_nevadensis	Native	MaT	MaT	T5.gen		Cupressus	
116	116	Cupressaceae	Cupressus_bakeri	Native	MaT	MaT	T5.gen		Cupressus	
117	117	Cupressaceae	Cupressus_forbesii	Native	MaT	MaT	T5.gen		Cupressus	
118	118	Cupressaceae	Cupressus_goveniana	Native	MaT	MaT	T5.gen		Cupressus	
119	119	Cupressaceae	Cupressus_goveniana_goveniana	Native	MaT	MaT	T5.gen		Cupressus	
120	120	Cupressaceae	Cupressus_goveniana_pigmaea	Native	MaT	MaT	T5.gen		Cupressus	
8055	NA	Cupressaceae	Cupressus_guadalupensis	Native	MaT	MaT	T5.gen		Cupressus	
121	121	Cupressaceae	Cupressus_lawsoniana	Native	MaT	MaT	T5.gen		Cupressus	
122	122	Cupressaceae	Cupressus_macnabiana	Native	MaT	MaT	T5.gen		Cupressus	
123	123	Cupressaceae	Cupressus_macrocarpa	Native	MaT	MaT	T5.gen		Cupressus	
8111	NA	Cupressaceae	Cupressus_montana	Native	MaT	MaT	T5.gen		Cupressus	
124	124	Cupressaceae	Cupressus_nootkatensis	Native	MaT	MaT	T5.gen		Cupressus	
125	125	Cupressaceae	Cupressus_sargentii	Native	MaT	MaT	T5.gen		Cupressus	
2803	2802	Cuscutaceae	Cuscuta_approximata	Exotic	NTm	NTm	T4.gen		Cuscuta	Solanales
2804	2803	Cuscutaceae	Cuscuta_californica	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2805	2804	Cuscutaceae	Cuscuta_californica_apiculata	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2806	2805	Cuscutaceae	Cuscuta_californica_breviflora	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2807	2806	Cuscutaceae	Cuscuta_californica_californica	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2808	2807	Cuscutaceae	Cuscuta_californica_papillosa	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2809	2808	Cuscutaceae	Cuscuta_cephalanthi	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2810	2809	Cuscutaceae	Cuscuta_denticulata	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2811	2810	Cuscutaceae	Cuscuta_howelliana	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2812	2811	Cuscutaceae	Cuscuta_indecora	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2813	2812	Cuscutaceae	Cuscuta_indecora_indecora	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2814	2813	Cuscutaceae	Cuscuta_indecora_neuropetala	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2815	2814	Cuscutaceae	Cuscuta_pentagona	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2816	2815	Cuscutaceae	Cuscuta_salina	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2817	2816	Cuscutaceae	Cuscuta_salina_major	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2818	2817	Cuscutaceae	Cuscuta_salina_papillata	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2819	2818	Cuscutaceae	Cuscuta_salina_salina	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
2820	2819	Cuscutaceae	Cuscuta_subinclusa	Native	NTm	NTm	T4.gen		Cuscuta	Solanales
1985	1984	Brassicaceae	Cusickiella_douglasii	Native					Cusickiella	Brassicales
1986	1985	Brassicaceae	Cusickiella_quadricostata	Native					Cusickiella	Brassicales
8275	NA	Asteraceae	Cyclachaena_xanthiifolia	Native					Cyclachaena	Asterales
421	421	Apocynaceae	Cycladenia_humilis	Native					Cycladenia	Gentianales
422	422	Apocynaceae	Cycladenia_humilis_humilis	Native					Cycladenia	Gentianales
423	423	Apocynaceae	Cycladenia_humilis_venusta	Native					Cycladenia	Gentianales
2624	2623	Chenopodiaceae	Cycloloma_atriplicifolium	Exotic					Cycloloma	Caryophyllales
6246	6247	Scrophulariaceae	Cymbalaria_muralis	Exotic					Cymbalaria	Lamiales
265	265	Apiaceae	Cymopterus_aboriginum	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
266	266	Apiaceae	Cymopterus_cinerarius	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
267	267	Apiaceae	Cymopterus_deserticola	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
268	268	Apiaceae	Cymopterus_gilmanii	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
269	269	Apiaceae	Cymopterus_globosus	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
270	270	Apiaceae	Cymopterus_multinervatus	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
271	271	Apiaceae	Cymopterus_panamintensis	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
272	272	Apiaceae	Cymopterus_panamintensis_acutifolius	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
273	273	Apiaceae	Cymopterus_panamintensis_panamintensis	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
274	274	Apiaceae	Cymopterus_purpurascens	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
275	275	Apiaceae	Cymopterus_ripleyi	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
276	276	Apiaceae	Cymopterus_terebinthinus	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
277	277	Apiaceae	Cymopterus_terebinthinus_californicus	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
278	278	Apiaceae	Cymopterus_terebinthinus_petraeus	Native	NTm	NTm	T4.fam		Cymopterus	Apiales
449	449	Asclepiadaceae	Cynanchum_utahense	Native					Cynanchum	Gentianales
827	827	Asteraceae	Cynara_cardunculus	Exotic					Cynara	Asterales
828	828	Asteraceae	Cynara_scolymus	Exotic					Cynara	Asterales
7591	7592	Poaceae	Cynodon_dactylon	Exotic					Cynodon	Poales
7592	7593	Poaceae	Cynodon_plectostachyus	Exotic					Cynodon	Poales
7593	7594	Poaceae	Cynodon_transvaalensis	Exotic					Cynodon	Poales
1724	1723	Boraginaceae	Cynoglossum_grande	Native	NTm	NTm	fam.text		Cynoglossum	
1725	1724	Boraginaceae	Cynoglossum_occidentale	Native	NTm	NTm	fam.text		Cynoglossum	
1726	1725	Boraginaceae	Cynoglossum_officinale	Exotic	NTm	NTm	fam.text		Cynoglossum	
7594	7595	Poaceae	Cynosurus_cristatus	Exotic					Cynosurus	Poales
7595	7596	Poaceae	Cynosurus_echinatus	Exotic					Cynosurus	Poales
6880	6881	Cyperaceae	Cyperus_acuminatus	Native	WTD	WTD	T8.fam		Cyperus	Poales
6881	6882	Cyperaceae	Cyperus_bipartitus	Native	WTD	WTD	T8.fam		Cyperus	Poales
6882	6883	Cyperaceae	Cyperus_difformis	Exotic	WTD	WTD	T8.fam		Cyperus	Poales
