PlotID,year,Transect,basal_veg_percent,rock_percent,BG_percent,burrow_percent,litter_percent,Litter_depth_cm,scat_percent,SH_cover_percent,HB_cover_percent,SH_ht_cm,black_ash_percent,white_ash_percent,moss_percent,notes
BOB008,2022,Q5,0.05,0,10,0,0.05,0.1,0,43,55,57,,,8,
BOB002,2022,Q1,0,50,22,0,0.05,0.1,0,6,30,58,,,0,
COL013,2022,Q5,1,55,0.5,0,20,1,0,10,60,59,,,0,
QUA003,2021,Q5,,10,90,0,0.05,0.05,0,0,2,60,,,,
CCC003,2022,Q1,5,0.1,80,0,0.05,0.1,0,15,6,60,,,0,
QUA001,2021,Q2,,5,70,0,20,1,0,0,15,60,na,na,,
BOB004,2022,Q5,0,5,40,0,37,0.2,0,65,18,60,,,0,
QUA024,2022,Q2,0,2,35,0,0.05,0.1,0,5,27,60,,,0,
CCC011,2022,Q3,1,0,30,0,0.05,0.1,0,46,35,60,,,0,
QUA015,2022,Q2,4,6,30,0,3,0.1,0,25,50,60,,,0,
BOB007,2022,Q4,0,0.5,1,0,0.05,0.5,0,45,65,60,,,5,
BOB016,2022,Q3,0,0,5,0,15,2,0,20,75,60,,,0,
QUA004,2022,Q2,0,0.5,53,0,0.3,0.5,0,40,7,63,,,0,
QUA022,2022,Q2,0,7,60,0,0.05,0.1,0,1,45,63,,,0,
BOB003,2022,Q3,0,2,1,0,2,0.1,0,10,95,64,,,0,
BOB014,2022,Q5,0,0,35,0,1,0.1,0,22,40,65,,,0,
QUA002,2022,Q2,3,4,30,0,9,3,0,50,40,65,,,0,
BOB019,2022,Q4,0,0,7,0,2,1,0,30,50,65,,,0,
CCC009,2022,Q3,1,1,18,0,10,0.2,0,6,60,65,,,0,
BOB001,2022,Q4,0,0,0,0,0,na,0,85,80,65,,,0,
BOB005,2022,Q5,0,20,15,0,5,1.5,0,15,45,68,,,0,
BOB018,2022,Q3,0,10,2,0,18,0.2,0,55,15,70,,,0,
QUA001,2021,Q3,,2,40,tr,50,1,0,0,18,70,na,na,,
QUA006,2022,Q3,0,1,44,0,0.05,0.1,0,10,45,70,,,0,
BOB015,2022,Q4,0,0,0,0,10,4,0,75,55,70,,,0,
QUA009,2022,Q4,1,10,40,0,30,1.5,0,40,60,70,,,0,
QUA002,2022,Q4,2,7,30,0,0.05,0.1,0,25,70,70,,,0,wood= 40
QUA008,2022,Q1,0,0.2,1,0,1,1,0,40,70,70,,,0,
COL014,2022,Q3,0.1,0,5,0,0.05,0.1,0,49,75,70,,,2,
QUA005,2022,Q2,0,0.05,30,0,6,2,0,43,50,72,,,0,
CCC002,2022,Q1,2,0.1,80,0,0.05,0.2,0,30,20,75,,,0,
BOB019,2022,Q3,0,0,1,0,0.05,0.1,0,28,40,75,,,0,
COL017,2022,Q2,2,0,0.1,0,0.05,0.1,0,65,55,75,,,0,
COL012,2021,Q5,,0,90,0,10,1,0,4,40,77,0,0,,
QUA022,2022,Q3,0,2,13,0,5,1,0,13,60,77,,,25,
COL014,2022,Q4,1,0,15,0,10,1,0,90,40,78,,,5,
BOB007,2022,Q3,0,0.1,12,0,0.05,0.1,0,20,85,78,,,0,
COL012,2022,Q2,5,2,7,0,10,0.1,1.5,25,70,79,,,0,
BOB008,2022,Q3,0.1,0,0.05,0,5,0.5,0,22,90,79,,,0,
QUA011,2022,Q2,0,1,35,0,0.5,0.5,0,60,10,80,,,0,
BOB010,2022,Q5,0,1,40,0,22,0.5,0,20,27,80,,,0,
BOB007,2022,Q2,0.1,3,0,0,2,1,0,75,35,80,,,0,
QUA010,2022,Q2,0,3,40,0,0.1,0.1,0,12,45,80,,,0,
BOB009,2022,Q1,0,5,5,0,20,0.3,0,15,55,80,,,0,
BOB019,2022,Q5,0,0,7,0,2,1,0,18,,80,,,0,
COL013,2022,Q3,5,17,10,0,20,1,0,19,65,82,,,0,
QUA004,2022,Q3,0,0.1,45,0,0.1,0.5,0,55,0,84,,,0,
QUA011,2022,Q3,0,0.5,55,0,0.5,1,0,35,15,84,,,0,
QUA006,2021,Q5,,20,80,0,0.05,1,0,0,3,85,75,0,,
COL013,2022,Q4,0.1,10,6,0,15,1,0,30,70,86.5,,,0,
CCC006,2022,Q1,5,1,90,0,0.05,0.1,0,35,1,90,,,0,
COL013,2021,Q1,,5,85,0,10,0.05,0,60,20,90,0,0,,
BOB009,2022,Q5,0,1,15,0,39,0.3,0,10,35,90,,,0,
BOB019,2022,Q1,0,0,0.05,0,0.05,0.1,0,30,54,90,,,0,
BOB012,2022,Q2,5,0.5,10,0,1,0.1,0,50,70,90,,,0,
QUA005,2022,Q1,0,1,25,0,10,2,0,35,40,91,,,0,
BOB019,2022,Q2,0,0,0,0,0.05,0.1,0,0,,99,,,0,
QUA009,2021,Q3,,1,99,0,0.05,0.05,0,50,0,100,tr,0,,
QUA006,2021,Q2,,4,96,0,0.05,0.05,0,0,4,100,50,0,,
QUA002,2021,Q2,,25,55,0,20,0.05,0,0,0.05,100,na,na,,
BOB013,2022,Q4,0,0.05,15,0,2,0.1,0,15,80,103,,,0,
QUA009,2021,Q5,,30,20,0,0.05,1,0,22,2,105,20,0,,
BOB013,2021,Q4,1,0,65,0,30,0.1,0,22,32,110,,,,
QUA005,2021,Q4,,10,90,0,1,1,0,20,7,140,40,0,,
QUA025,2022,Q3,0,2,55,0,1,0.5,0,1,45,145,,,0,
QUA003,2021,Q4,,10,5,0,85,0.05,0,0,15,150,,,,
QUA008,2021,Q1,,70,30,0,0.05,0.05,0,0,10,170,30,0,,
QUA001,2021,Q4,,10,5,0,85,1,0,80,2,180,na,na,,
QUA002,2021,Q4,,10,5,0,85,2,0,65,6,180,na,na,,
COL007,2021,Q3,,5,75,0,20,4,0,0,22,190,0,0,,
QUA011,2021,Q1,,2,97,0,1,1,0,0,2.5,200,50,0,,
CCC003,2021,Q5,2,13,83,0,2,0.1,0,0,0,na,,,,
QUA011,2021,Q3,,10,90,0,0.05,0.05,0,0,1,na,80,0,,
QUA006,2021,Q4,,2,98,0,0.5,1,0,0,2,na,20,0,,
QUA022,2021,Q5,0,0.05,95,0,5,0.05,0,0,2,na,0,0,,
QUA004,2021,Q5,,5,95,0,3,2,0,0,5,na,5,0,,
QUA010,2021,Q5,,2,97,0,1,0.05,0,0,6,na,tr,0,,
COL014,2021,Q2,,1,20,tr,79,0.05,0,0,6,na,tr,tr,,
QUA005,2021,Q3,,10,85,0,5,0.05,0,0,15,na,tr,0,,
QUA002,2021,Q3,,10,20,0,70,0.05,1,0,16,na,na,na,,
BOB003,2021,Q1,,2,95,0,3,0.1,0,0,18,na,,,,
BOB003,2021,Q2,,5,85,0,10,0.1,0,0,20,na,,,,
QUA008,2021,Q4,,3,95,0,2,1,tr,0,24,na,tr,0,,
CCC001,2021,Q5,0,0,84,0,10,0.1,6,0,25,na,,,,
BOB005,2021,Q1,,2,9,0,89,na,0,0,43,na,,,,
BOB006,2021,Q1,,2,7,0,91,0.1,0,0,45,na,,,,
COL013,2021,Q2,,30,65,0,5,3,0,0,60,na,0,0,,
BOB002,2021,Q5,,0.5,27,0,,0.1,1.5,0,65,na,,,,
BOB003,2021,Q3,,35,20,5,40,0.1,0,0,70,na,,,,
QUA011,2021,Q2,,2,98,0,0.05,1,0,0,0.05,na,tr,0,,
BOB003,2021,Q5,,8,92,0,3,0.1,0,0,,na,,,,
CCC006,2021,Q3,7,10,83,0,0,na,0,0,0,na,,,,
CCC006,2022,Q3,2,15,83,0,0,na,0,0,0,na,,,0,
CCC005,2021,Q3,0,8,92,0,0,na,0,0,0,na,,4,,
CCC006,2021,Q4,1.5,3,95.5,0,0,na,0,0,0,na,,,,
CCC006,2022,Q4,0,2,98,0,0,na,0,0,0,na,,,0,
QUA003,2021,Q3,,20,30,0,50,0.05,0,0,1,na,,,,
COL007,2022,Q5,0,1.5,95,0,2,0.2,0,0,5,na,,,0,
QUA001,2021,Q1,,0.05,95,0,3,0.05,0,0,7,na,na,na,,
BOB010,2021,Q2,5,40,25,0,30,0.1,0,0,12,na,,,,
BOB010,2022,Q1,0.05,2,3,0,83,0.2,0,0,12,na,,,0,
BOB014,2021,Q4,6,0.5,70,0,24,0.1,0,7,13,na,,,,
QUA016,2022,Q1,0,3,77,0,0.1,0.1,0,0,20,na,,,0.5,
BOB009,2021,Q4,7,6,63,0,24,0.1,0,0,24,na,,,,
BOB001,2021,Q5,0,0,84,0,10,0.1,6,0,25,na,,,,
QUA003,2021,Q2,,20,30,0,50,0.05,0,0,27,na,,,,
QUA010,2022,Q5,0,4,61,0,5,2,0,0,30,na,,,0,
QUA008,2022,Q3,0,0.2,70,0,1.5,0.2,0,0,33,na,,,0,
BOB013,2021,Q5,0,0,88,0,12,0.1,0,0,35,na,,,,
BOB009,2022,Q4,0,2,10,0,53,0.1,0,0,35,na,,,0,
QUA008,2022,Q5,0,0,75,0,5,1,0,0,35,na,,,0,
COL017,2022,Q5,0,2,55,0,20,2,0,0,35,na,,,3,
BOB004,2021,Q2,,14,63,0,23,0.1,0,4,35,na,,,,
CCC007,2021,Q2,0,0.5,78,28,22,0.1,0,0,36,na,,,,
COL012,2022,Q4,0,40,20,0,0.05,0.1,0,0,40,na,,,10,
BOB013,2022,Q5,0,10,50,0,1,0.1,0,0,40,na,,,20,
CCC002,2022,Q5,0,0.1,65,0,2,0.1,0,0,40,na,,,0,
BOB011,2021,Q3,1,18,53,0,28,0.1,0,0,40,na,,,,
CCC002,2022,Q4,0,1,70,0,7,1,0,0,40,na,,,0,
QUA025,2022,Q5,0,2,60,0,0.05,0.2,0,4,40,na,,,0,
COL017,2022,Q4,0,0.1,65,0,1,1,0,10,40,na,,,0,
BOB002,2021,Q1,,40,35,0,25,0.1,0,0,43,na,,,,
QUA022,2022,Q1,5,0.5,52,0,12,3.5,0,0,43,na,,,0,
CCC012,2021,Q5,0,0.5,93.5,0,6,0.1,0,0,44,na,,,,
CCC012,2021,Q4,0,0.5,93,30,7,0.1,0.1,0,45,na,,,,
QUA024,2022,Q5,0,0.5,55,0,0.05,0.5,0,0,45,na,,,10,
CCC008,2022,Q1,0,15,5,0,35,1,0,0,45,na,,,0,
COL018,2022,Q5,0,1,20,0,20,4,0,0,46,na,,,0,
CCC007,2021,Q3,0,0.5,72,20,28,0.1,0,0,50,na,,,,
BOB008,2021,Q1,8,3,65,0,24,0.1,0,0,52,na,,,,
BOB011,2021,Q1,4,0,46,0,50,0.1,0.1,0,55,na,,,,
BOB007,2021,Q1,,8,10,0,82,0.1,0,0,55,na,,,,
COL018,2022,Q2,0.05,0.1,45,0,1,0.3,0,0,55,na,,,0,
CCC012,2021,Q2,0,0,88,8,12,0.1,0,0,58,na,,,,
QUA024,2022,Q3,0,5,35,0,0.05,0.1,0,0,60,na,,,0,
CCC005,2022,Q3,0.05,4,50,0,0.05,0.1,0,0,60,na,,,0,
BOB012,2021,Q3,4,1,25,28,42,0.1,0,0,60,na,,,,
BOB013,2021,Q1,2,0,45,35,53,0.1,0,0,60,na,,,,
BOB010,2021,Q1,0,4,26,0,70,0.1,0,0,60,na,,,,
QUA020,2022,Q3,0,0.5,40,0,0.05,1,0,0,60,na,,,1,
QUA003,2022,Q2,0,1,39,0,5,3,0,0,60,na,,,0,
BOB005,2022,Q3,0,6,19,0,15,3,0,0,60,na,,,0,
BOB007,2022,Q5,0,0,0.2,0,0.05,0.5,0,50,60,na,,,0,
COL007,2022,Q2,0,7,15,0,15,0.2,0,0,62,na,,,0,
QUA025,2022,Q2,0,0.5,35,0,0.05,0.1,0,0,65,na,,,2,
BOB003,2022,Q2,0,20,10,0,5,0.1,0,0,65,na,,,0,
BOB003,2022,Q4,0,32,0.1,0,8,2,0,0,65,na,,,0,
BOB006,2022,Q1,0,0.05,1,0,40,3,0,0,65,na,,,0,
CCC012,2021,Q3,0,0,83,10,17,0.1,0,0,68,na,,,,
QUA022,2022,Q4,0,1,29,0,0.05,0.1,0,0,70,na,,,6,
CCC004,2022,Q1,0,0.5,30,0,0.05,0.1,0,0,70,na,,,5,
BOB011,2022,Q3,1,15,40,0,20,1,0,0,70,na,,,0,
QUA003,2022,Q4,7,1,29,0,20,1.5,0,0,70,na,,,0,
BOB012,2022,Q3,0.5,0.1,27,20,10,0.5,0,0,73,na,,,0,
CCC008,2022,Q3,1.5,15,20,3,5,0.2,0,0,75,na,,,0,
COL014,2022,Q2,0,0,25,0,7,3,0,0,75,na,,,15,
QUA002,2022,Q5,0.1,1,25,0,10,2,0,3,75,na,,,0,
CCC010,2022,Q1,0,0.1,20,0,2,0.1,0,0,80,na,,,0,
BOB019,2021,Q2,0,2,76,16,22,0.1,0.1,0,80,na,,,,
COL014,2022,Q5,0,0,23,0,5,0.5,0,0,80,na,,,0,
CCC009,2022,Q5,1,0.1,15,0,0,na,0,7,80,na,,,0,
CCC012,2022,Q4,0,0.1,15,0,0.05,0.1,0,0,85,na,,,0,
BOB012,2022,Q5,0,0,15,7,10,0.1,0,0,85,na,,,0,
COL018,2022,Q3,0,5,10,0,5,0.2,0,0,85,na,,,0,
QUA003,2022,Q5,0,2,13,0,5,1,0,12,85,na,,,0,
BOB002,2022,Q3,0,13,0.05,0,10,3,0,0,87,na,,,0,
QUA005,2022,Q3,0,0,12,10,0,na,0,0,88,na,,,0,
QUA010,2022,Q4,0,1.5,8.5,0,0.1,0.1,0,0,90,na,,,0,
BOB002,2021,Q2,,1,6,0,93,0.1,0,0,90,na,,,,
BOB011,2022,Q1,2,0,5,0,15,1,0,0,90,na,,,0,
CCC004,2022,Q2,0.05,1,9,0,0,na,0,0,90,na,,,0,
QUA011,2022,Q4,0,0.3,8,0,0.2,0.5,0,0,92,na,,,0,
CCC012,2022,Q5,0,0,3,0,1,0.1,0,0,93,na,,,0,
CCC012,2022,Q2,0.05,0,5,0,0.05,0.1,0,0,95,na,,,0,
COL012,2022,Q5,0,0.05,7,0,0.05,0.1,0,0,95,na,,,0.5,
CCC007,2022,Q2,0,0,5,0,0.05,3,0,0,95,na,,,0,
BOB003,2022,Q1,0,4,1,0,3,5,0,0,95,na,,,0,
CCC004,2022,Q4,0,0.5,4,0,0.05,0.1,0,0,96,na,,,0,
CCC012,2022,Q3,0,0,6,0,0.05,0.1,0,0,96,na,,,0,
BOB002,2022,Q5,0,0,3,0,0,na,0,0,97,na,,,0,
BOB002,2022,Q4,0,0.05,2,0,5,3,0,0,98,na,,,0,
BOB013,2022,Q1,0,0,2,0,15,3,0,0,98,na,,,0,
QUA004,2022,Q5,0,0,2,0,0,na,0,0,98,na,,,0,
BOB008,2022,Q1,0.2,0,0.5,0,0.05,0.1,0,0,99,na,,,0,
BOB003,2022,Q5,0,0.05,0.05,0,1,0.1,0,0,99,na,,,0,
CCC007,2022,Q3,0,0,3,0,1,0.1,0,0,99,na,,,0,
BOB001,2022,Q5,0,0,0,0,20,4,0,0,99,na,,,0,
CCC007,2022,Q5,0.05,0,7,0,0.05,0.1,0,0.5,99,na,,,0,
COL014,2022,Q1,0,0,0.5,0,5,1.5,0,0,99.5,na,,,0,
BOB002,2022,Q2,0,0.05,0.5,0,5,2,0,0,99.5,na,,,0,
QUA008,2022,Q4,0,0,1,0,10,0.1,0,0,100,na,,,0,
BOB007,2022,Q1,0,0.5,0.1,0,0.05,1,0,0,100,na,,,2,
QUA011,2022,Q5,0,0,0,0,0,na,0,0,100,na,,,0,
BOB006,2021,Q5,1,0,16,0,81,0.1,0,8,,na,,,,
COL013,2022,Q2,0,30,,0,,,0,15,,na,,,0,
COL014,2021,Q1,,,,,,,,,,na,,,,no data
