PlotID,year,Species,SEEDLING/RESPROUT
BOB017,2022,ERICAL,SEEDLING
BOB017,2022,ERICAL,RESPROUT
BOB018,2021,ERICAL,
BOB018,2022,ERICAL,RESPROUT
BOB018,2022,ERICAL,SEEDLING
BOB018,2022,ERICAL,UNBURNT
CCC001,2021,ERICAL,
CCC002,2021,ERICAL,
CCC003,2021,ERICAL,
CCC003,2021,ERICAL,
CCC003,2022,ERICAL,SEEDLING
CCC004,2021,ERICAL,SEEDLING
CCC005,2021,ERICAL,SEEDLING
CCC005,2022,ERICAL,SEEDLING
CCC006,2021,ERICAL,
CCC006,2022,ERICAL,SEEDLING
CCC007,2021,ERICAL,
CCC007,2022,ERICAL,SEEDLING
CCC007,2022,ERICAL,RESPROUT
CCC008,2021,ERICAL,
CCC008,2022,ERICAL,SEEDLING
CCC008,2022,ERICAL,RESPROUT
CCC009,2021,ERICAL,
CCC009,2022,ERICAL,SEEDLING
CCC009,2022,ERICAL,RESPROUT
CCC010,2021,ERICAL,SEEDLING
CCC010,2021,ERICAL,RESPROUT
CCC011,2021,ERICAL,
CCC011,2022,ERICAL,RESPROUT
CCC011,2022,ERICAL,SEEDLING
CCC012,2021,ERICAL,
COL007,2021,ERICAL,
COL007,2022,ERICAL,SEEDLING
COL012,2021,ERICAL,
COL012,2021,ERICAL,resprout
COL012,2021,ERICAL,seedling
COL012,2021,ERICAL,
COL012,2021,ERICAL,
COL012,2022,ERICAL,RESPROUT
COL012,2022,ERICAL,SEEDLING
COL013,2021,erical,SEEDLING
COL013,2021,ERICAL,RESPROUT
COL013,2022,ERICAL,RESPROUT
COL013,2022,ERICAL,SEEDLING
COL017,2022,ERICAL,RESPROUT
COL017,2022,ERICAL,SEEDLING
COL018,2021,ERICAL,resprout
COL018,2021,ERICAL,seedling
COL018,2022,ERICAL,SEEDLING
COL018,2022,ERICAL,RESPROUT
QUA002,2021,ERICAL,SEEDLING
QUA002,2021,ERICAL,RESPROUT
QUA002,2022,ERICAL,RESPROUT
QUA002,2022,ERICAL,SEEDLING
QUA002,2022,ERICAL,SEEDLING
QUA003,2022,ERICAL,SEEDLING
QUA003,2022,ERICAL,RESPROUT
QUA005,2021,ERICAL,seedling
QUA005,2022,ERICAL,SEEDLING
QUA010,2021,ERICAL,SEEDLING
QUA015,2021,ERICAL,
QUA015,2022,ERICAL,SEEDLING
QUA015,2022,ERICAL,RESPROUT
BOB010,2021,ERICAP,
COL007,2022,ERIDAS,
COL018,2022,ERIDAS,
BOB002,2022,ERILAN,
BOB004,2021,ERILAN,
BOB004,2022,ERILAN,
BOB012,2021,ERILAN,
BOB013,2022,ERILAN,
BOB017,2021,ERILAN,
BOB018,2021,ERILAN,
BOB018,2022,ERILAN,
CCC005,2021,ERILAN,
CCC007,2022,ERILAN,
CCC008,2021,ERILAN,
CCC008,2022,ERILAN,
CCC009,2021,ERILAN,
CCC009,2022,ERILAN,
CCC010,2021,ERILAN,
CCC010,2022,ERILAN,
CCC011,2021,ERILAN,
CCC011,2022,ERILAN,
COL007,2021,ERILAN,
COL012,2021,ERILAN,
COL012,2022,ERILAN,
COL012,2022,ERILAN,
COL014,2021,ERILAN,
COL014,2022,ERILAN,
QUA005,2022,ERILAN,
QUA024,2022,ERILAN,
COL007,2021,ERINUD,
COL007,2022,ERINUD,
BOB001,2021,EROBOT,
BOB006,2021,EROBOT,
BOB017,2021,EROBOT,
BOB001,2021,EROCIC,
BOB001,2022,EROCIC,
BOB002,2021,EROCIC,
BOB002,2022,EROCIC,
BOB003,2021,EROCIC,
BOB003,2022,EROCIC,
BOB004,2021,EROCIC,
BOB004,2022,EROCIC,
BOB005,2021,EROCIC,
BOB005,2022,EROCIC,
BOB006,2021,EROCIC,
BOB006,2022,EROCIC,
BOB009,2021,EROCIC,
BOB009,2022,EROCIC,
BOB010,2021,EROCIC,
BOB010,2022,EROCIC,
BOB011,2021,EROCIC,
BOB011,2022,EROCIC,
BOB012,2021,EROCIC,
BOB012,2022,EROCIC,
BOB013,2021,EROCIC,
BOB013,2022,EROCIC,
BOB014,2022,EROCIC,
BOB015,2022,EROCIC,
BOB016,2021,EROCIC,
BOB016,2022,EROCIC,
BOB017,2021,EROCIC,
BOB017,2022,EROCIC,
BOB018,2021,EROCIC,
BOB018,2022,EROCIC,
BOB018,2022,EROCIC,
BOB019,2021,EROCIC,
BOB019,2022,EROCIC,
CCC001,2022,EROCIC,
CCC003,2022,EROCIC,
CCC003,2022,EROCIC,
CCC004,2022,EROCIC,
CCC005,2022,EROCIC,
CCC005,2022,EROCIC,
CCC006,2022,EROCIC,
CCC007,2021,EROCIC,
CCC007,2022,EROCIC,
CCC008,2021,EROCIC,
CCC008,2022,EROCIC,
CCC009,2021,EROCIC,
CCC009,2022,EROCIC,
CCC010,2021,EROCIC,
CCC010,2022,EROCIC,
CCC011,2021,EROCIC,
CCC011,2022,EROCIC,
CCC012,2021,EROCIC,
CCC012,2022,EROCIC,
COL007,2021,EROCIC,
COL007,2022,EROCIC,
COL012,2021,EROCIC,
COL012,2022,EROCIC,
COL013,2021,EROCIC,
COL013,2022,EROCIC,
COL017,2021,EROCIC,
COL017,2022,EROCIC,
COL018,2021,EROCIC,
COL018,2022,EROCIC,
QUA001,2021,EROCIC,
QUA002,2021,EROCIC,
QUA002,2022,EROCIC,
QUA003,2021,EROCIC,
QUA003,2022,EROCIC,
QUA004,2022,EROCIC,
QUA005,2021,EROCIC,
QUA005,2022,EROCIC,
QUA006,2021,EROCIC,
QUA006,2022,EROCIC,
QUA008,2021,EROCIC,
QUA008,2022,EROCIC,
QUA009,2021,EROCIC,
QUA009,2022,EROCIC,
QUA009,2022,EROCIC,
QUA010,2021,EROCIC,
QUA010,2022,EROCIC,
QUA011,2021,EROCIC,
QUA011,2022,EROCIC,
QUA015,2021,EROCIC,
QUA015,2022,EROCIC,
QUA016,2021,EROCIC,
QUA016,2022,EROCIC,
QUA020,2021,EROCIC,
QUA020,2022,EROCIC,
QUA022,2022,EROCIC,
QUA022,2022,EROCIC,
QUA024,2022,EROCIC,
QUA025,2022,EROCIC,
BOB011,2021,EROMOS,
BOB003,2021,ESCCAE,
BOB003,2022,ESCCAE,
BOB004,2021,ESCCAE,
BOB007,2021,ESCCAE,
BOB007,2022,ESCCAE,
BOB009,2021,ESCCAE,
BOB009,2022,ESCCAE,
BOB010,2021,ESCCAE,
BOB010,2022,ESCCAE,
BOB011,2021,ESCCAE,
BOB011,2022,ESCCAE,
BOB012,2021,ESCCAE,
BOB012,2022,ESCCAE,
BOB013,2021,ESCCAE,
BOB013,2022,ESCCAE,
BOB017,2021,ESCCAE,
BOB017,2022,ESCCAE,
BOB018,2021,ESCCAE,
BOB018,2022,ESCCAE,
CCC007,2022,ESCCAE,
CCC008,2021,ESCCAE,
CCC008,2022,ESCCAE,
CCC009,2021,ESCCAE,
CCC009,2022,ESCCAE,
COL007,2021,ESCCAE,
COL007,2022,ESCCAE,
COL013,2021,ESCCAE,
COL013,2022,ESCCAE,
COL014,2021,ESCCAE,
COL014,2022,ESCCAE,
COL017,2021,ESCCAE,
COL017,2022,ESCCAE,
COL018,2021,ESCCAE,
COL018,2022,ESCCAE,
COL018,2022,ESCCAE,
QUA002,2021,ESCCAE,
QUA003,2021,ESCCAE,
QUA003,2022,ESCCAE,
QUA005,2021,ESCCAE,
QUA005,2022,ESCCAE,
QUA006,2021,ESCCAE,
QUA006,2022,ESCCAE,
QUA009,2021,ESCCAE,
QUA010,2021,ESCCAE,
QUA010,2022,ESCCAE,
QUA015,2021,ESCCAE,
QUA024,2022,ESCCAE,
QUA011,2022,FESBRO,
QUA015,2022,FESBRO,
QUA016,2022,FESBRO,
QUA020,2022,FESBRO,
QUA021,2022,FESBRO,
QUA024,2022,FESBRO,
BOB007,2021,FESMIC,
BOB008,2022,FESMIC,
BOB014,2021,FESMIC,
BOB015,2022,FESMIC,
BOB016,2021,FESMIC,
BOB019,2021,FESMIC,
CCC002,2021,FESMIC,
CCC010,2021,FESMIC,
COL017,2021,FESMIC,
BOB001,2021,FESMYU,
BOB001,2022,FESMYU,
BOB002,2021,FESMYU,
BOB002,2022,FESMYU,
BOB003,2021,FESMYU,
BOB003,2022,FESMYU,
BOB004,2021,FESMYU,
BOB005,2021,FESMYU,
BOB005,2022,FESMYU,
BOB006,2021,FESMYU,
BOB006,2022,FESMYU,
BOB007,2021,FESMYU,
BOB007,2022,FESMYU,
BOB008,2021,FESMYU,
BOB008,2022,FESMYU,
BOB009,2021,FESMYU,
BOB009,2022,FESMYU,
BOB010,2021,FESMYU,
BOB010,2022,FESMYU,
BOB011,2021,FESMYU,
BOB011,2022,FESMYU,
BOB012,2021,FESMYU,
BOB012,2022,FESMYU,
BOB013,2021,FESMYU,
BOB013,2022,FESMYU,
BOB014,2021,FESMYU,
BOB014,2022,FESMYU,
BOB015,2021,FESMYU,
BOB015,2022,FESMYU,
BOB016,2021,FESMYU,
BOB016,2022,FESMYU,
BOB017,2021,FESMYU,
BOB017,2022,FESMYU,
BOB018,2021,FESMYU,
BOB018,2022,FESMYU,
BOB019,2021,FESMYU,
BOB019,2022,FESMYU,
CCC001,2021,FESMYU,
CCC001,2022,FESMYU,
CCC002,2021,FESMYU,
CCC002,2022,FESMYU,
CCC003,2022,FESMYU,
CCC004,2021,FESMYU,
CCC004,2022,FESMYU,
CCC004,2022,FESMYU,
CCC005,2022,FESMYU,
CCC006,2022,FESMYU,
CCC007,2021,FESMYU,
CCC007,2022,FESMYU,
CCC008,2021,FESMYU,
CCC008,2022,FESMYU,
CCC009,2021,FESMYU,
CCC009,2022,FESMYU,
CCC010,2021,FESMYU,
CCC010,2022,FESMYU,
CCC011,2021,FESMYU,
CCC011,2022,FESMYU,
CCC012,2021,FESMYU,
CCC012,2022,FESMYU,
COL007,2021,FESMYU,
COL007,2022,FESMYU,
COL012,2022,FESMYU,
COL013,2022,FESMYU,
COL014,2021,FESMYU,
COL014,2022,FESMYU,
COL017,2021,FESMYU,
COL017,2022,FESMYU,
COL018,2021,FESMYU,
COL018,2022,FESMYU,
QUA002,2022,FESMYU,
QUA006,2022,FESMYU,
QUA008,2022,FESMYU,
QUA015,2021,FESMYU,
QUA015,2022,FESMYU,
QUA016,2021,FESMYU,
QUA020,2021,FESMYU,
QUA021,2022,FESMYU,
QUA022,2021,FESMYU,
QUA022,2022,FESMYU,
BOB002,2021,FESOCT,
BOB003,2021,FESOCT,
BOB004,2021,FESOCT,
QUA022,2022,FESTUCA,
BOB016,2021,FILCAL,
CCC010,2022,FRACAL,
BOB008,2021,FRADIP,
BOB008,2022,FRADIP,RESPROUT
BOB014,2021,FRADIP,
BOB015,2021,FRADIP,
BOB015,2022,FRADIP,
BOB016,2021,FRADIP,
BOB019,2021,FRADIP,
CCC001,2021,FRADIP,
CCC001,2022,FRADIP,
CCC002,2021,FRADIP,
CCC004,2021,FRADIP,
CCC004,2022,FRADIP,SEEDLING
CCC007,2021,FRADIP,
CCC007,2022,FRADIP,
CCC010,2022,FRADIP,
CCC002,2022,FRIAFF,
CCC002,2021,GALAND,
CCC002,2022,GALAND,
CCC004,2021,GALAND,
CCC004,2022,GALAND,
QUA025,2022,GALAND,
BOB001,2021,GALAPA,
BOB002,2021,GALAPA,
BOB002,2022,GALAPA,
BOB007,2021,GALAPA,
BOB007,2022,GALAPA,
BOB007,2022,GALAPA,
BOB008,2021,GALAPA,
BOB008,2022,GALAPA,
BOB013,2022,GALAPA,
BOB014,2022,GALAPA,
BOB015,2021,GALAPA,
BOB015,2022,GALAPA,
BOB016,2021,GALAPA,
BOB019,2021,GALAPA,
BOB019,2022,GALAPA,
CCC001,2021,GALAPA,
CCC001,2022,GALAPA,
CCC002,2021,GALAPA,
CCC002,2021,GALAPA,
CCC002,2022,GALAPA,
CCC004,2021,GALAPA,
CCC004,2022,GALAPA,
CCC007,2021,GALAPA,
CCC010,2021,GALAPA,
CCC011,2021,GALAPA,
CCC012,2021,GALAPA,
CCC012,2022,GALAPA,
COL012,2021,GALAPA,
COL013,2021,GALAPA,
COL014,2021,GALAPA,
COL014,2022,GALAPA,
COL014,2022,GALAPA,
COL017,2021,GALAPA,
COL018,2021,GALAPA,
QUA001,2021,GALAPA,
QUA004,2021,GALAPA,
QUA004,2022,GALAPA,
QUA005,2021,GALAPA,
QUA005,2021,GALAPA,
QUA005,2022,GALAPA,
QUA005,2022,GALAPA,
QUA009,2021,GALAPA,
QUA010,2021,GALAPA,
QUA016,2021,GALAPA,
QUA016,2022,GALAPA,
QUA020,2021,GALAPA,
QUA020,2022,GALAPA,
QUA021,2021,GALAPA,
QUA021,2022,GALAPA,
QUA022,2021,GALAPA,
QUA022,2021,GALAPA,
QUA024,2022,GALAPA,
QUA025,2022,GALAPA,
COL007,2021,GALAPP,
QUA006,2021,GALAPP,
BOB015,2021,GALBOL,
QUA016,2022,GALIUM,
COL014,2022,GALIUM,
QUA024,2022,GALIUM,
QUA015,2022,GALIUM,
QUA020,2022,GALIUM,
QUA016,2021,GALIUM,collected
BOB014,2021,GALMUR,
QUA021,2021,GALMUR,
CCC001,2022,GALPAR,
CCC001,2022,GALPAR,
CCC002,2022,GALPAR,
CCC004,2022,GALPAR,
CCC007,2022,GALPAR,
CCC008,2022,GALPAR,
CCC010,2022,GALPAR,
CCC011,2022,GALPAR,
QUA008,2022,GALPAR,
QUA022,2022,GALPAR,
BOB001,2021,GALPOR,
BOB002,2021,GALPOR,
BOB002,2022,GALPOR,
BOB003,2022,GALPOR,
BOB007,2021,GALPOR,
BOB007,2022,GALPOR,
BOB008,2021,GALPOR,
BOB008,2022,GALPOR,
BOB013,2021,GALPOR,
BOB013,2022,GALPOR,
BOB014,2021,GALPOR,
BOB014,2022,GALPOR,
BOB015,2021,GALPOR,
BOB015,2022,GALPOR,
BOB016,2021,GALPOR,
BOB016,2022,GALPOR,
BOB019,2021,GALPOR,
BOB019,2022,GALPOR,
CCC001,2021,GALPOR,
CCC001,2022,GALPOR,
CCC001,2022,GALPOR,
CCC002,2021,GALPOR,
CCC002,2022,GALPOR,
CCC004,2021,GALPOR,
CCC005,2021,GALPOR,
CCC007,2021,GALPOR,
CCC008,2021,GALPOR,
CCC010,2021,GALPOR,
CCC010,2022,GALPOR,
CCC011,2021,GALPOR,
CCC011,2022,GALPOR,
CCC012,2021,GALPOR,
COL007,2022,GALPOR,
COL013,2022,GALPOR,
COL014,2021,GALPOR,
COL014,2022,GALPOR,
COL017,2022,GALPOR,
COL017,2022,GALPOR,
COL018,2021,GALPOR,
QUA004,2022,GALPOR,
QUA008,2021,GALPOR,
QUA015,2021,GALPOR,
QUA016,2021,GALPOR,
QUA016,2021,GALPOR,
QUA016,2022,GALPOR,
QUA020,2021,GALPOR,
QUA020,2022,GALPOR,
QUA024,2022,GALPOR,
QUA025,2022,GALPOR,
CCC008,2022,GARRYA,
COL012,2021,GASPHL,
QUA015,2021,GASPHL,
BOB002,2021,GASPHL,
BOB003,2021,GASPHL,
BOB004,2021,GASPHL,
BOB007,2021,GASPHL,
BOB008,2021,GASPHL,
BOB009,2021,GASPHL,
BOB010,2021,GASPHL,
BOB012,2021,GASPHL,
BOB014,2021,GASPHL,
BOB014,2022,GASPHL,
BOB015,2021,GASPHL,
BOB016,2021,GASPHL,
BOB017,2021,GASPHL,
BOB018,2021,GASPHL,
BOB019,2021,GASPHL,
BOB019,2022,GASPHL,
CCC003,2021,GASPHL,
CCC005,2021,GASPHL,
CCC008,2021,GASPHL,
CCC010,2021,GASPHL,
COL013,2021,GASPHL,
COL014,2021,GASPHL,
QUA006,2021,GASPHL,
QUA020,2021,GASPHL,
QUA022,2021,GASPHL,
CCC003,2022,GASPHL,
BOB015,2021,GERDIS,
BOB016,2021,GERDIS,
BOB013,2022,GERMOL,
BOB015,2022,GERMOL,
BOB016,2021,GERMOL,
BOB016,2022,GERMOL,
QUA022,2021,GERMOL,
QUA022,2022,GERMOL,
QUA022,2022,GERMOL,
CCC008,2021,GILCAP,
CCC008,2022,GILCAP,
CCC009,2021,GILCAP,
CCC009,2022,GILCAP,
CCC010,2021,GILCAP,
CCC011,2021,GILCAP,
CCC011,2022,GILCAP,
CCC012,2021,GILCAP,
CCC012,2022,GILCAP,
COL007,2022,GILCAP,
COL012,2021,GILCAP,
COL012,2021,GILCAP,
COL012,2022,GILCAP,
COL012,2022,GILCAP,
COL013,2021,GILCAP,
COL013,2022,GILCAP,
COL017,2021,GILCAP,
COL017,2022,GILCAP,
CCC001,2021,GITSPE,
CCC002,2021,GITSPE,
QUA001,2021,GRASS_UNK,
QUA011,2022,GRASS_UNK,
QUA003,2021,GRASS_UNK,
BOB003,2022,HEAR,RESPROUT
BOB003,2021,HEAR,
BOB007,2022,HEAR,RESPROUT
BOB007,2021,HEAR,
BOB008,2022,HEAR,RESPROUT
BOB013,2021,HEAR,
BOB014,2022,HEAR,RESPROUT
BOB014,2021,HEAR,RESPROUT
BOB015,2022,HEAR,RESPROUT
BOB015,2021,HEAR,
BOB016,2022,HEAR,RESPROUT
BOB016,2021,HEAR,RESPROUT
BOB019,2022,HEAR,RESPROUT
CCC001,2022,HEAR,RESPROUT
CCC001,2021,HEAR,
CCC002,2022,HEAR,RESPROUT
CCC002,2021,HEAR,
CCC004,2022,HEAR,RESPROUT
CCC004,2021,HEAR,
CCC005,2022,HEAR,RESROUT
CCC005,2021,HEAR,RESPROUT
CCC007,2022,HEAR,RESPROUT
CCC007,2021,HEAR,
CCC008,2022,HEAR,RESPROUT
CCC008,2021,HEAR,
CCC010,2022,HEAR,RESPROUT
CCC010,2021,HEAR,
CCC012,2021,HEAR,RESPROUT
COL007,2022,HEAR,RESPROUT
COL012,2022,HEAR,RESPROUT
COL013,2022,HEAR,RESPROUT
COL014,2022,HEAR,RESPROUT
COL017,2021,HEAR,resprouting
COL017,2022,HEAR,RESPROUT
QUA001,2021,HEAR,RESPROUT
QUA002,2021,HEAR,
QUA003,2021,HEAR,RESPROUTING
QUA006,2021,HEAR,resprout
QUA006,2022,HEAR,RESPROUT
QUA010,2021,HEAR,RESPROUT
QUA010,2022,HEAR,RESPROUT
QUA011,2021,HEAR,resprouting
QUA016,2022,HEAR,RESPROUT
QUA016,2021,HEAR,RESPROUT
QUA021,2022,HEAR,RESPROUT
QUA022,2021,HEAR,RESPROUT
QUA024,2022,HEAR,RESPROUT
CCC002,2021,HELCAL,
CCC002,2022,HELCAL,
CCC004,2022,HELCAL,
CCC010,2021,HELCAL,
CCC011,2022,HELCAL,
QUA006,2021,HELECH,
BOB003,2021,HESMIC,
CCC002,2022,HESMIC,
CCC002,2022,HESMIC,
CCC005,2021,HESMIC,
CCC005,2022,HESMIC,
CCC007,2021,HESMIC,
CCC011,2021,HESMIC,
CCC011,2022,HESMIC,
CCC002,2021,HOLDIS,
CCC002,2022,HOLDIS,SEEDLING
CCC002,2022,HOLDIS,
QUA006,2022,HORMUR,
BOB001,2021,HYPGLA,
BOB001,2022,HYPGLA,
BOB002,2021,HYPGLA,
BOB002,2022,HYPGLA,
BOB003,2021,HYPGLA,
BOB003,2022,HYPGLA,
BOB003,2022,HYPGLA,
BOB004,2021,HYPGLA,
BOB004,2022,HYPGLA,
BOB005,2021,HYPGLA,
BOB005,2022,HYPGLA,
BOB006,2021,HYPGLA,
BOB006,2022,HYPGLA,
BOB007,2021,HYPGLA,
BOB007,2022,HYPGLA,
BOB009,2021,HYPGLA,
BOB009,2022,HYPGLA,
BOB010,2021,HYPGLA,
BOB010,2022,HYPGLA,
BOB011,2021,HYPGLA,
BOB011,2022,HYPGLA,
BOB012,2021,HYPGLA,
BOB012,2022,HYPGLA,
BOB013,2021,HYPGLA,
BOB014,2021,HYPGLA,
BOB015,2021,HYPGLA,
BOB015,2022,HYPGLA,
BOB015,2022,HYPGLA,
BOB016,2021,HYPGLA,
BOB016,2022,HYPGLA,
BOB017,2021,HYPGLA,
BOB017,2022,HYPGLA,
BOB018,2021,HYPGLA,
BOB018,2022,HYPGLA,
BOB019,2021,HYPGLA,
BOB019,2022,HYPGLA,
BOB019,2022,HYPGLA,
CCC001,2022,HYPGLA,
CCC001,2022,HYPGLA,
CCC002,2022,HYPGLA,
CCC003,2022,HYPGLA,
CCC004,2022,HYPGLA,
CCC005,2022,HYPGLA,
CCC006,2022,HYPGLA,
CCC007,2022,HYPGLA,
CCC008,2022,HYPGLA,
CCC009,2022,HYPGLA,
CCC010,2022,HYPGLA,
CCC011,2021,HYPGLA,
CCC011,2022,HYPGLA,
COL007,2022,HYPGLA,
COL012,2021,HYPGLA,
COL012,2022,HYPGLA,
COL013,2022,HYPGLA,
COL014,2022,HYPGLA,
COL014,2022,HYPGLA,
COL017,2021,HYPGLA,
QUA002,2022,HYPGLA,
QUA003,2022,HYPGLA,
QUA004,2022,HYPGLA,
QUA006,2022,HYPGLA,
QUA008,2022,HYPGLA,
QUA009,2021,HYPGLA,
QUA009,2022,HYPGLA,
QUA009,2022,HYPGLA,
QUA010,2022,HYPGLA,
QUA011,2022,HYPGLA,
QUA015,2022,HYPGLA,
QUA016,2021,HYPGLA,
QUA016,2022,HYPGLA,
QUA020,2021,HYPGLA,
QUA020,2022,HYPGLA,
QUA021,2022,HYPGLA,
QUA022,2022,HYPGLA,
QUA022,2022,HYPGLA,
QUA024,2022,HYPGLA,
QUA025,2022,HYPGLA,
QUA025,2022,HYPGLA,
BOB004,2022,HYPRAD,
BOB007,2022,HYPRAD,
BOB018,2021,HYPRAD,
COL007,2021,HYPRAD,
COL012,2021,HYPRAD,
COL014,2021,HYPRAD,
QUA003,2021,HYPRAD,
QUA004,2021,HYPRAD,
QUA015,2021,HYPRAD,
QUA016,2021,HYPRAD,
BOB008,2022,KOEMAC,
BOB019,2021,KOEMAC,
BOB019,2022,KOEMAC,
CCC010,2022,KOEMAC,
BOB011,2022,LACSER,
CCC001,2021,LACSER,
CCC001,2022,LACSER,
CCC002,2022,LACSER,
CCC003,2021,LACSER,
CCC003,2022,LACSER,
CCC004,2021,LACSER,
CCC004,2022,LACSER,
CCC005,2022,LACSER,
CCC006,2022,LACSER,
CCC008,2021,LACSER,
CCC008,2022,LACSER,
CCC009,2021,LACSER,
CCC009,2022,LACSER,
CCC010,2021,LACSER,
CCC010,2022,LACSER,
CCC011,2021,LACSER,
CCC012,2021,LACSER,
COL014,2022,LACSER,
QUA006,2022,LACSER,
QUA009,2022,LACSER,
QUA011,2021,LACSER,
QUA022,2022,LACSER,
CCC007,2021,LATVES,
CCC007,2022,LATVES,
CCC010,2021,LATVES,
CCC010,2022,LATVES,
CCC011,2021,LATVES,
CCC011,2022,LATVES,
CCC012,2021,LATVES,
CCC012,2022,LATVES,
COL007,2022,LATVES,
COL007,2021,LATVES,
COL012,2022,LATVES,
COL012,2021,LATVES,
QUA001,2021,LATVES,
QUA004,2022,LATVES,
QUA004,2021,LATVES,
QUA005,2022,LATVES,
QUA006,2022,LATVES,
QUA021,2022,LATVES,
BOB013,2022,LEPBIC,
COL014,2021,LEPBIC,
COL014,2022,LEPBIC,
BOB001,2021,LEPCAL,
BOB001,2022,LEPCAL,
BOB002,2022,LEPCAL,
BOB003,2021,LEPCAL,
BOB003,2022,LEPCAL,RESPROUT
BOB005,2021,LEPCAL,
BOB006,2021,LEPCAL,
BOB007,2021,LEPCAL,
BOB007,2022,LEPCAL,RESPROUT
BOB008,2021,LEPCAL,
BOB008,2022,LEPCAL,RESPROUT
BOB008,2022,LEPCAL,UNBURNT
BOB008,2022,LEPCAL,SEEDLING
BOB009,2022,LEPCAL,
BOB010,2021,LEPCAL,
BOB010,2022,LEPCAL,
BOB012,2021,LEPCAL,
BOB012,2022,LEPCAL,RESPROUT
BOB012,2022,LEPCAL,SEEDLING
BOB013,2021,LEPCAL,
BOB013,2022,LEPCAL,RESPROUT
BOB014,2021,LEPCAL,RESPROUT
BOB014,2021,LEPCAL,SEEDLING
BOB014,2022,LEPCAL,RESPROUT
BOB014,2022,LEPCAL,SEEDLING
BOB015,2021,LEPCAL,
BOB015,2022,LEPCAL,SEEDLING
BOB015,2022,LEPCAL,RESPROUT
BOB016,2021,LEPCAL,RESPROUT
BOB016,2022,LEPCAL,RESPROUT
BOB017,2021,LEPCAL,
BOB017,2022,LEPCAL,RESPROUT
BOB019,2021,LEPCAL,
BOB019,2022,LEPCAL,RESPROUT
BOB019,2022,LEPCAL,SEEDLING
CCC001,2021,LEPCAL,
CCC001,2022,LEPCAL,SEEDLING
CCC003,2022,LEPCAL,SEEDLING
CCC004,2021,LEPCAL,SEEDLING
CCC004,2022,LEPCAL,SEEDLING
CCC004,2022,LEPCAL,SEEDLING
CCC005,2021,LEPCAL,SEEDLING
CCC005,2022,LEPCAL,SEEDLING
CCC006,2021,LEPCAL,
COL007,2021,LEPCAL,
COL007,2022,LEPCAL,RESPROUT
COL007,2022,LEPCAL,SEEDLING
COL014,2021,LEPCAL,
COL014,2022,LEPCAL,SEEDLING
COL017,2021,LEPCAL,
COL017,2022,LEPCAL,SEEDLING
QUA001,2021,LEPCAL,seedling
QUA002,2021,LEPCAL,
QUA002,2022,LEPCAL,SEEDLING
QUA005,2021,LEPCAL,seedling
QUA006,2021,LEPCAL,seedling
QUA006,2022,LEPCAL,SEEDLING
QUA008,2021,LEPCAL,SEEDLING
QUA008,2022,LEPCAL,SEEDLING
QUA011,2021,LEPCAL,
QUA011,2022,LEPCAL,SEEDLING
QUA015,2021,LEPCAL,
QUA015,2022,LEPCAL,SEEDLING
QUA016,2021,LEPCAL,SEEDLING
QUA016,2022,LEPCAL,SEEDLING
QUA020,2021,LEPCAL,
QUA020,2022,LEPCAL,SEEDLING
QUA021,2021,LEPCAL,SEEDLING
QUA021,2022,LEPCAL,SEEDLING
QUA022,2021,LEPCAL,
QUA024,2022,LEPCAL,SEEDLING
QUA025,2022,LEPCAL,SEEDLING
QUA025,2022,LEPCAL,SEEDLING
QUA025,2022,LEPCAL,SEEDLING
CCC002,2021,Lilium,
CCC004,2022,LITHOPHRAGMA,
BOB003,2021,LOGFIL,
BOB004,2021,LOGFIL,
BOB017,2021,LOGFIL,
QUA011,2021,LOGFIL,
QUA024,2022,LOGFIL,
BOB001,2021,LOGGAL,
BOB002,2021,LOGGAL,
BOB002,2022,LOGGAL,
BOB003,2021,LOGGAL,
BOB003,2022,LOGGAL,
BOB004,2021,LOGGAL,
BOB004,2022,LOGGAL,
BOB005,2021,LOGGAL,
BOB005,2022,LOGGAL,
BOB006,2021,LOGGAL,
BOB006,2022,LOGGAL,
BOB007,2021,LOGGAL,
BOB007,2022,LOGGAL,
BOB009,2021,LOGGAL,
BOB009,2022,LOGGAL,
BOB010,2021,LOGGAL,
BOB011,2021,LOGGAL,
BOB012,2022,LOGGAL,
BOB013,2021,LOGGAL,
BOB013,2022,LOGGAL,
BOB014,2021,LOGGAL,
BOB014,2022,LOGGAL,
BOB015,2021,LOGGAL,
BOB015,2022,LOGGAL,
BOB016,2021,LOGGAL,
BOB016,2022,LOGGAL,
BOB017,2021,LOGGAL,
BOB017,2022,LOGGAL,
BOB018,2021,LOGGAL,
BOB019,2021,LOGGAL,
CCC002,2022,LOGGAL,
CCC003,2022,LOGGAL,
CCC005,2021,LOGGAL,
CCC005,2022,LOGGAL,
CCC005,2022,LOGGAL,
CCC006,2022,LOGGAL,
CCC007,2021,LOGGAL,
CCC007,2022,LOGGAL,
CCC008,2021,LOGGAL,
CCC008,2022,LOGGAL,
CCC009,2022,LOGGAL,
CCC010,2021,LOGGAL,
CCC010,2022,LOGGAL,
CCC011,2021,LOGGAL,
CCC011,2022,LOGGAL,
CCC012,2022,LOGGAL,
COL012,2021,LOGGAL,
COL012,2022,LOGGAL,
COL013,2021,LOGGAL,
COL014,2022,LOGGAL,
COL017,2022,LOGGAL,
COL017,2021,LOGGAL,
